Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
1 - 3,3,Christian McCaffrey,RB,Pain Inflictors,293.41,19.56,418.2,26.14,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},100.0,A+
10 - 6,96,Patriots D/ST,D/ST,Wakanda Forever,101.79,6.36,227.0,14.19,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},98.78,A+
11 - 1,101,Austin Ekeler,RB,All Barkley No Bite,146.95,9.8,266.5,16.66,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},95.88,A
1 - 7,7,Michael Thomas,WR,Multiple Scoregasm,235.97,14.75,300.1,18.76,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},95.53,A
6 - 1,51,Derrick Henry,RB,Team Amiji,222.54,14.84,291.6,19.44,15,{8EF83BEE-329B-4056-9953-F0E1B26AC099},95.24,A
10 - 7,97,Lamar Jackson,QB,Team BIGMADBLUE,275.14,19.65,426.18,28.41,15,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},93.77,A
3 - 8,28,Aaron Jones,RB,Team Vellapanti,212.51,15.18,293.3,18.33,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},92.96,A-
14 - 10,140,Mark Andrews,TE,All Barkley No Bite,111.09,6.94,175.2,11.68,15,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},92.84,A-
15 - 8,148,Steelers D/ST,D/ST,Team Vellapanti,100.26,6.27,188.0,11.75,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},92.03,A-
2 - 2,12,Travis Kelce,TE,Team TitBit,232.33,14.52,205.8,12.86,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},90.68,A-
13 - 7,127,Harrison Butker,K,Multiple Scoregasm,138.47,8.65,162.0,10.12,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},89.86,B+
6 - 2,52,Chris Godwin,WR,Team TitBit,169.55,10.6,234.6,16.76,14,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},88.32,B+
