Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
1 - 6,6,Ja'Marr Chase,WR,The Hungry Dogs,289.45,20.67,403.0,23.71,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},100.0,A+
6 - 5,45,Lamar Jackson,QB,Bryson Stott Fan Club,303.83,20.26,430.38,25.32,17,{10F78273-9201-4EE8-B782-739201DEE809},95.96,A
7 - 4,52,Trey McBride,TE,Bryson Stott Fan Club,182.3,12.15,249.8,15.61,16,{10F78273-9201-4EE8-B782-739201DEE809},94.89,A
14 - 2,106,Brian Thomas Jr.,WR,Pleasant Valley Panthers,171.63,11.44,284.0,16.71,17,{8DC6CB03-411B-4540-86CB-03411B854029},93.78,A
2 - 5,13,Jahmyr Gibbs,RB,Bryson Stott Fan Club,238.5,17.04,362.9,21.35,17,{10F78273-9201-4EE8-B782-739201DEE809},91.24,A-
2 - 3,11,Justin Jefferson,WR,The Hungry Dogs,282.2,18.81,317.48,18.68,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},91.13,A-
1 - 5,5,Amon-Ra St. Brown,WR,Riley  Read option,283.98,18.93,316.18,18.6,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},90.92,A-
10 - 3,75,Terry McLaurin,WR,The Hungry Dogs,193.47,12.9,267.8,15.75,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},90.08,A-
6 - 2,42,George Kittle,TE,Pleasant Valley Panthers,175.43,11.7,236.6,15.77,15,{8DC6CB03-411B-4540-86CB-03411B854029},89.69,B+
16 - 4,124,Brandon Aubrey,K,Riley  Read option,142.08,8.36,187.0,11.0,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},89.51,B+
7 - 1,49,Joe Burrow,QB,JanSteez,278.72,18.58,372.82,21.93,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},89.34,B+
2 - 2,10,Saquon Barkley,RB,Pleasant Valley Panthers,252.41,18.03,355.3,22.21,16,{8DC6CB03-411B-4540-86CB-03411B854029},89.08,B+
3 - 3,19,Derrick Henry,RB,Inter Miami CF,225.04,16.07,336.4,19.79,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},88.79,B+
5 - 5,37,Malik Nabers,WR,Riley  Read option,222.57,14.84,273.6,18.24,15,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},88.08,B+
4 - 5,29,Drake London,WR,Bryson Stott Fan Club,225.56,15.04,280.8,16.52,17,{10F78273-9201-4EE8-B782-739201DEE809},88.04,B+
14 - 8,112,Chase Brown,RB,JanSteez,166.97,11.93,255.0,15.94,16,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},87.98,B+
11 - 5,85,Jaxon Smith-Njigba,WR,Riley  Read option,191.39,12.76,253.0,14.88,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},87.77,B+
15 - 8,120,Vikings D/ST,D/ST,First down syndrome ,90.25,5.31,152.0,8.94,17,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},87.69,B+
14 - 4,108,Jayden Daniels,QB,Riley  Read option,255.91,17.06,355.82,20.93,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},87.69,B+
1 - 4,4,Bijan Robinson,RB,Bryson Stott Fan Club,292.77,20.91,341.7,20.1,17,{10F78273-9201-4EE8-B782-739201DEE809},87.18,B+
12 - 8,96,Courtland Sutton,WR,JanSteez,189.57,12.64,240.3,14.14,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},86.33,B
9 - 3,67,Ladd McConkey,WR,Inter Miami CF,178.4,11.89,240.9,15.06,16,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},85.15,B
16 - 6,126,Ka'imi Fairbairn,K,Inter Miami CF,140.45,8.26,166.0,9.76,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},85.11,B
4 - 3,27,Josh Allen,QB,The Hungry Dogs,313.58,20.91,379.04,22.3,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},84.27,B
3 - 6,22,De'Von Achane,RB,The Hungry Dogs,211.07,15.08,299.9,17.64,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},84.25,B
8 - 3,59,James Conner,RB,The Hungry Dogs,177.8,13.68,253.8,15.86,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},83.99,B
6 - 3,43,James Cook,RB,The Hungry Dogs,221.92,15.85,266.7,16.67,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},83.87,B
4 - 1,25,Josh Jacobs,RB,First down syndrome ,216.51,15.46,293.1,17.24,17,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},83.4,B
16 - 1,121,Jameson Williams,WR,First down syndrome ,161.76,10.78,212.2,14.15,15,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},83.29,B
15 - 5,117,Steelers D/ST,D/ST,Riley  Read option,125.2,7.36,135.0,7.94,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},82.98,B-
1 - 3,3,CeeDee Lamb,WR,Inter Miami CF,316.73,21.12,263.4,17.56,15,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},82.71,B-
9 - 2,66,Aaron Jones,RB,Abyss Diamond Eyes,189.91,13.57,241.6,14.21,17,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},82.47,B-
11 - 8,88,Jakobi Meyers,WR,First down syndrome ,175.23,11.68,218.0,14.53,15,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},82.32,B-
3 - 1,17,Garrett Wilson,WR,JanSteez,251.59,16.77,251.9,14.82,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},82.3,B-
13 - 1,97,Jordan Addison,WR,JanSteez,188.63,12.58,212.5,14.17,15,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},82.11,B-
5 - 4,36,DJ Moore,WR,Bryson Stott Fan Club,223.6,14.91,238.1,14.01,17,{10F78273-9201-4EE8-B782-739201DEE809},82.07,B-
6 - 7,47,Mark Andrews,TE,Abyss Diamond Eyes,188.32,12.55,188.8,11.11,17,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},81.64,B-
3 - 7,23,Mike Evans,WR,Pleasant Valley Panthers,235.36,15.69,240.4,17.17,14,{8DC6CB03-411B-4540-86CB-03411B854029},81.63,B-
6 - 4,44,Joe Mixon,RB,Riley  Read option,218.62,15.62,240.5,17.18,14,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},81.5,B-
8 - 7,63,Tee Higgins,WR,Abyss Diamond Eyes,202.03,14.43,222.1,18.51,12,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},81.38,B-
3 - 4,20,Davante Adams,WR,Bryson Stott Fan Club,234.0,15.6,241.3,17.24,14,{10F78273-9201-4EE8-B782-739201DEE809},81.22,B-
4 - 6,30,Alvin Kamara,RB,Inter Miami CF,231.09,16.51,265.3,18.95,14,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},81.06,B-
10 - 8,80,David Montgomery,RB,JanSteez,177.34,12.67,221.72,15.84,14,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},80.62,B-
2 - 7,15,Kyren Williams,RB,Abyss Diamond Eyes,232.87,16.63,272.1,17.01,16,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},80.5,B-
12 - 6,94,Kyler Murray,QB,Inter Miami CF,264.09,17.61,297.24,17.48,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},80.29,B-
11 - 6,86,Najee Harris,RB,The Hungry Dogs,174.97,12.5,204.6,12.04,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},79.59,C+
7 - 8,56,D'Andre Swift,RB,First down syndrome ,180.74,12.91,214.5,12.62,17,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},79.1,C+
12 - 3,91,Jayden Reed,WR,The Hungry Dogs,180.45,12.03,197.0,11.59,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},79.05,C+
8 - 2,58,Zay Flowers,WR,Pleasant Valley Panthers,216.41,14.43,209.5,12.32,17,{8DC6CB03-411B-4540-86CB-03411B854029},78.54,C+
13 - 3,99,Xavier Worthy,WR,Inter Miami CF,176.21,11.75,187.2,11.01,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},78.5,C+
4 - 8,32,Travis Kelce,TE,JanSteez,209.13,13.94,195.4,12.21,16,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},78.35,C+
4 - 4,28,Jalen Hurts,QB,Riley  Read option,314.32,20.95,315.12,21.01,15,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},77.91,C+
