Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
1 - 7,7,Tyreek Hill,WR,Bear Down,0.0,0.0,376.4,23.52,16,{CC0C30CA-933C-4702-B525-0B223914CD0B},100.0,A+
2 - 7,19,CeeDee Lamb,WR,Kill Bills ,0.0,0.0,403.2,23.72,17,{1BA8396F-D6D7-448B-870B-539450FA06F7},100.0,A+
1 - 4,4,Christian McCaffrey,RB,Jackson's Tiktok,0.0,0.0,391.3,24.46,16,{43035DAF-DDD6-4952-835D-AFDDD6195257},98.71,A+
14 - 1,157,Raheem Mostert,RB,Toby's Favorite Employee,0.0,0.0,267.7,17.85,15,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},97.71,A+
15 - 10,178,Kyren Williams,RB, Johnny  Dramas ,0.0,0.0,255.0,21.25,12,{2EE23928-38D5-4A7D-B660-50DE7C47A645},96.59,A
2 - 8,20,Amon-Ra St. Brown,WR,Frisco Cougars,242.06,16.14,330.9,20.68,16,{AAD245A4-298A-4362-A70B-5F838E0D6F64},96.4,A
7 - 10,82,Evan Engram,TE, Johnny  Dramas ,0.0,0.0,230.3,13.55,17,{2EE23928-38D5-4A7D-B660-50DE7C47A645},95.07,A
5 - 1,49,Breece Hall,RB,Unicorns🦄 ,0.0,0.0,290.5,17.09,17,{D2DCF56C-66BC-40EE-BE19-26B47BBAC311},93.23,A
9 - 11,107,Nico Collins,WR,My Team Hurts,0.0,0.0,260.4,17.36,15,{17471759-D3C1-4206-8612-A156BCC23AA1},91.94,A-
12 - 3,135,Adam Thielen,WR, Johnny  Dramas ,0.0,0.0,231.0,13.59,17,{2EE23928-38D5-4A7D-B660-50DE7C47A645},91.7,A-
5 - 8,56,DJ Moore,WR,Shindo ,0.0,0.0,286.5,16.85,17,{16A413B2-9FE8-4937-A413-B29FE8093782},91.57,A-
6 - 4,64,Mike Evans,WR,Bench Warmer,0.0,0.0,282.5,16.62,17,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},91.17,A-
16 - 4,184,Jerome Ford,RB,Bench Warmer,0.0,0.0,211.2,12.42,17,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},90.69,A-
4 - 9,45,Keenan Allen,WR,Jackson's Tiktok,0.0,0.0,278.86,21.45,13,{43035DAF-DDD6-4952-835D-AFDDD6195257},90.15,A-
15 - 11,179,Rashee Rice,WR,My Team Hurts,0.0,0.0,212.5,13.28,16,{17471759-D3C1-4206-8612-A156BCC23AA1},89.97,B+
12 - 2,134,Jayden Reed,WR,My Team Hurts,0.0,0.0,217.2,13.58,16,{17471759-D3C1-4206-8612-A156BCC23AA1},89.54,B+
5 - 7,55,T.J. Hockenson,TE,Bear Down,0.0,0.0,219.0,14.6,15,{CC0C30CA-933C-4702-B525-0B223914CD0B},89.51,B+
4 - 2,38,Rachaad White,RB,My Team Hurts,0.0,0.0,267.9,15.76,17,{17471759-D3C1-4206-8612-A156BCC23AA1},89.31,B+
8 - 11,95,David Njoku,TE,Dennis The Menace ,0.0,0.0,201.2,12.57,16,{72E06046-9EEC-4999-A060-469EEC399959},89.02,B+
6 - 7,67,George Kittle,TE,Kill Bills ,0.0,0.0,203.2,12.7,16,{1BA8396F-D6D7-448B-870B-539450FA06F7},88.84,B+
1 - 12,12,Josh Allen,QB,Toby's Favorite Employee,0.0,0.0,392.64,23.1,17,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},88.69,B+
7 - 5,77,Michael Pittman Jr.,WR,Frisco Cougars,0.0,0.0,250.2,15.64,16,{AAD245A4-298A-4362-A70B-5F838E0D6F64},88.67,B+
8 - 2,86,Dak Prescott,QB,My Team Hurts,0.0,0.0,342.84,20.17,17,{17471759-D3C1-4206-8612-A156BCC23AA1},88.53,B+
7 - 3,75,Brandon Aiyuk,WR,Red River Rising 💪,0.0,0.0,249.2,15.58,16,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},88.09,B+
1 - 11,11,A.J. Brown,WR,My Team Hurts,0.0,0.0,289.6,17.04,17,{17471759-D3C1-4206-8612-A156BCC23AA1},87.89,B+
4 - 10,46,Lamar Jackson,QB,Red River Rising 💪,0.0,0.0,331.22,20.7,16,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},87.14,B+
15 - 2,170,Gus Edwards,RB,Dennis The Menace ,0.0,0.0,187.0,11.0,17,{72E06046-9EEC-4999-A060-469EEC399959},86.85,B
4 - 3,39,Jahmyr Gibbs,RB, Johnny  Dramas ,0.0,0.0,242.1,16.14,15,{2EE23928-38D5-4A7D-B660-50DE7C47A645},86.71,B
12 - 10,142,Jaylen Warren,RB,Red River Rising 💪,0.0,0.0,196.4,11.55,17,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},86.53,B
3 - 7,31,Travis Etienne Jr.,RB,Bear Down,0.0,0.0,282.4,16.61,17,{CC0C30CA-933C-4702-B525-0B223914CD0B},86.42,B
1 - 5,5,Travis Kelce,TE,Frisco Cougars,0.0,0.0,219.4,14.63,15,{AAD245A4-298A-4362-A70B-5F838E0D6F64},86.42,B
2 - 2,14,Jalen Hurts,QB,My Team Hurts,0.0,0.0,356.82,20.99,17,{17471759-D3C1-4206-8612-A156BCC23AA1},86.17,B
5 - 2,50,Alvin Kamara,RB,Dennis The Menace ,0.0,0.0,233.0,17.92,13,{72E06046-9EEC-4999-A060-469EEC399959},85.49,B
4 - 7,43,James Cook,RB,Kill Bills ,0.0,0.0,232.7,13.69,17,{1BA8396F-D6D7-448B-870B-539450FA06F7},85.45,B
1 - 6,6,Stefon Diggs,WR,Kill Bills ,0.0,0.0,273.8,16.11,17,{1BA8396F-D6D7-448B-870B-539450FA06F7},85.41,B
12 - 7,139,De'Von Achane,RB,Kill Bills ,0.0,0.0,190.7,17.34,11,{1BA8396F-D6D7-448B-870B-539450FA06F7},85.33,B
13 - 9,153,Cowboys D/ST,D/ST,Bench Warmer,0.0,0.0,172.0,10.12,17,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},84.98,B
8 - 12,96,Cole Kmet,TE,Unicorns🦄 ,0.0,0.0,181.1,10.65,17,{D2DCF56C-66BC-40EE-BE19-26B47BBAC311},84.84,B
9 - 3,99,Jordan Addison,WR,Red River Rising 💪,0.0,0.0,221.3,13.02,17,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},84.81,B
9 - 9,105,Brian Robinson Jr.,RB,Bench Warmer,0.0,0.0,198.1,13.21,15,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},84.8,B
13 - 3,147,Jared Goff,QB,Red River Rising 💪,0.0,0.0,289.1,17.01,17,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},84.69,B
2 - 11,23,Joe Mixon,RB,Dennis The Menace ,0.0,0.0,267.0,15.71,17,{72E06046-9EEC-4999-A060-469EEC399959},84.28,B
2 - 3,15,Davante Adams,WR, Johnny  Dramas ,0.0,0.0,265.4,15.61,17,{2EE23928-38D5-4A7D-B660-50DE7C47A645},84.09,B
7 - 8,80,D'Andre Swift,RB,Shindo ,0.0,0.0,199.3,12.46,16,{16A413B2-9FE8-4937-A413-B29FE8093782},83.84,B
7 - 2,74,David Montgomery,RB,Dennis The Menace ,0.0,0.0,207.2,14.8,14,{72E06046-9EEC-4999-A060-469EEC399959},83.81,B
13 - 10,154,Browns D/ST,D/ST, Johnny  Dramas ,0.0,0.0,166.0,9.76,17,{2EE23928-38D5-4A7D-B660-50DE7C47A645},83.72,B
8 - 1,85,Jakobi Meyers,WR,Toby's Favorite Employee,0.0,0.0,218.58,13.66,16,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},83.71,B
12 - 11,143,Ezekiel Elliott,RB,Dennis The Menace ,127.95,9.14,174.5,10.26,17,{72E06046-9EEC-4999-A060-469EEC399959},83.68,B
1 - 2,2,Ja'Marr Chase,WR,Dennis The Menace ,0.0,0.0,262.72,16.42,16,{72E06046-9EEC-4999-A060-469EEC399959},83.67,B
14 - 8,164,Harrison Butker,K,Frisco Cougars,142.22,8.37,153.0,9.0,17,{AAD245A4-298A-4362-A70B-5F838E0D6F64},83.61,B
6 - 2,62,Isiah Pacheco,RB,My Team Hurts,0.0,0.0,213.9,15.28,14,{17471759-D3C1-4206-8612-A156BCC23AA1},83.57,B
3 - 6,30,Deebo Samuel,WR,Kill Bills ,0.0,0.0,243.7,16.25,15,{1BA8396F-D6D7-448B-870B-539450FA06F7},83.43,B
15 - 1,169,Matt Gay,K,Unicorns🦄 ,130.42,7.67,149.0,8.76,17,{D2DCF56C-66BC-40EE-BE19-26B47BBAC311},83.12,B
16 - 1,181,Cameron Dicker,K,Toby's Favorite Employee,141.1,8.3,149.0,8.76,17,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},83.12,B
9 - 8,104,Zay Flowers,WR,Shindo ,0.0,0.0,206.4,12.9,16,{16A413B2-9FE8-4937-A413-B29FE8093782},83.03,B
16 - 3,183,Tyjae Spears,RB, Johnny  Dramas ,0.0,0.0,153.8,9.05,17,{2EE23928-38D5-4A7D-B660-50DE7C47A645},82.96,B-
14 - 2,158,Jake Elliott,K,My Team Hurts,142.38,8.38,155.0,9.12,17,{17471759-D3C1-4206-8612-A156BCC23AA1},82.62,B-
10 - 5,113,Justin Tucker,K,Shindo ,146.18,8.6,155.0,9.12,17,{16A413B2-9FE8-4937-A413-B29FE8093782},82.44,B-
16 - 12,192,Curtis Samuel,WR,Unicorns🦄 ,0.0,0.0,157.2,9.83,16,{D2DCF56C-66BC-40EE-BE19-26B47BBAC311},82.42,B-
14 - 4,160,Jason Myers,K,Bench Warmer,138.22,8.13,151.0,8.88,17,{0F0E5482-7DA5-4CF1-BA17-D025B6E79526},82.34,B-
13 - 11,155,Jets D/ST,D/ST,My Team Hurts,0.0,0.0,159.0,9.35,17,{17471759-D3C1-4206-8612-A156BCC23AA1},82.3,B-
11 - 11,131,Devin Singletary,RB,My Team Hurts,0.0,0.0,167.34,9.84,17,{17471759-D3C1-4206-8612-A156BCC23AA1},82.18,B-
7 - 7,79,George Pickens,WR,Bear Down,0.0,0.0,208.8,12.28,17,{CC0C30CA-933C-4702-B525-0B223914CD0B},82.18,B-
4 - 1,37,Calvin Ridley,WR,Toby's Favorite Employee,0.0,0.0,229.9,13.52,17,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},81.66,B-
4 - 8,44,Amari Cooper,WR,Frisco Cougars,0.0,0.0,227.0,15.13,15,{AAD245A4-298A-4362-A70B-5F838E0D6F64},81.52,B-
2 - 10,22,Chris Olave,WR,Red River Rising 💪,220.98,14.73,231.3,14.46,16,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},81.3,B-
5 - 5,53,James Conner,RB,Frisco Cougars,0.0,0.0,201.5,15.5,13,{AAD245A4-298A-4362-A70B-5F838E0D6F64},81.25,B-
10 - 7,115,Romeo Doubs,WR,Kill Bills ,0.0,0.0,174.4,10.26,17,{1BA8396F-D6D7-448B-870B-539450FA06F7},81.24,B-
