Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
1 - 7,7,Saquon Barkley,RB,Did I Set My Lineup?,252.41,18.03,355.3,22.21,16,{8C7A0230-54EF-41A3-BA02-3054EF71A3F4},90.02,A-
6 - 7,57,Joe Burrow,QB,RAJUN CAJUN,278.72,18.58,372.82,21.93,17,{97ABA629-8E14-4D1F-95C6-919C4601753F},89.81,B+
5 - 4,44,Josh Jacobs,RB,RAJUN CAJUN,216.51,15.46,293.1,17.24,17,{97ABA629-8E14-4D1F-95C6-919C4601753F},88.98,B+
4 - 8,38,De'Von Achane,RB,Django Achane'd,211.07,15.08,299.9,17.64,17,{AD210E40-D18C-44A3-BDBA-42E28FF54B9A},88.94,B+
11 - 10,110,Chase Brown,RB,Trestleches,166.97,11.93,255.0,15.94,16,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},88.92,B+
3 - 6,26,Drake London,WR,BHam Legion,225.56,15.04,280.8,16.52,17,{6CCC4CB0-3D3D-4B78-875B-E6CBCCD76455},88.34,B+
13 - 4,124,Chuba Hubbard,RB,RAJUN CAJUN,136.19,9.73,241.6,16.11,15,{97ABA629-8E14-4D1F-95C6-919C4601753F},88.33,B+
1 - 2,2,Bijan Robinson,RB,Team Date,292.77,20.91,341.7,20.1,17,{EFBB74C0-DA6D-43EC-825B-CBB72282EC4B},88.12,B+
8 - 10,80,Jaxon Smith-Njigba,WR,OAC PADS,191.39,12.76,253.0,14.88,17,{8EF83BEE-329B-4056-9953-F0E1B26AC099},88.07,B+
7 - 5,65,Jayden Daniels,QB,Jim-a-sore-ass,255.91,17.06,355.82,20.93,17,{04EBBE51-2B10-49B4-ADFB-BA8FFD1E6768},87.92,B+
4 - 7,37,Malik Nabers,WR,RAJUN CAJUN,222.57,14.84,273.6,18.24,15,{97ABA629-8E14-4D1F-95C6-919C4601753F},87.9,B+
1 - 5,5,Derrick Henry,RB,Jim-a-sore-ass,225.04,16.07,336.4,19.79,17,{04EBBE51-2B10-49B4-ADFB-BA8FFD1E6768},87.67,B+
15 - 3,143,Jameson Williams,WR,Django Achane'd,161.76,10.78,212.2,14.15,15,{AD210E40-D18C-44A3-BDBA-42E28FF54B9A},87.14,B+
15 - 1,141,Steelers D/ST,D/ST,OAC PADS,125.2,7.36,135.0,7.94,17,{8EF83BEE-329B-4056-9953-F0E1B26AC099},87.08,B+
16 - 1,151,Ka'imi Fairbairn,K,Trestleches,140.45,8.26,166.0,9.76,17,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},86.96,B
11 - 1,101,Ladd McConkey,WR,OAC PADS,178.4,11.89,240.9,15.06,16,{8EF83BEE-329B-4056-9953-F0E1B26AC099},86.86,B
9 - 8,88,Courtland Sutton,WR,Masoud's Magnificent Team,189.57,12.64,240.3,14.14,17,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},86.1,B
6 - 1,51,James Conner,RB,Trestleches,177.8,13.68,253.8,15.86,16,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},84.93,B
3 - 9,29,Josh Allen,QB,Control Machete,313.58,20.91,379.04,22.3,17,{D60AD45E-EB1B-4E8E-BF07-8A41B8372244},84.74,B
11 - 4,104,Jakobi Meyers,WR,RAJUN CAJUN,175.23,11.68,218.0,14.53,15,{97ABA629-8E14-4D1F-95C6-919C4601753F},84.23,B
8 - 1,71,Aaron Jones,RB,Trestleches,189.91,13.57,241.6,14.21,17,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},83.41,B
1 - 4,4,CeeDee Lamb,WR,RAJUN CAJUN,316.73,21.12,263.4,17.56,15,{97ABA629-8E14-4D1F-95C6-919C4601753F},83.01,B
16 - 2,152,Khalil Shakir,WR,Control Machete,153.68,10.25,182.5,12.17,15,{D60AD45E-EB1B-4E8E-BF07-8A41B8372244},82.91,B-
4 - 4,34,Travis Kelce,TE,Did I Set My Lineup?,209.13,13.94,195.4,12.21,16,{8C7A0230-54EF-41A3-BA02-3054EF71A3F4},82.83,B-
5 - 8,48,Mark Andrews,TE,Masoud's Magnificent Team,188.32,12.55,188.8,11.11,17,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},82.46,B-
3 - 3,23,Mike Evans,WR,Django Achane'd,235.36,15.69,240.4,17.17,14,{AD210E40-D18C-44A3-BDBA-42E28FF54B9A},82.05,B-
3 - 1,21,Davante Adams,WR,OAC PADS,234.0,15.6,241.3,17.24,14,{8EF83BEE-329B-4056-9953-F0E1B26AC099},82.02,B-
4 - 3,33,Alvin Kamara,RB,Masoud's Magnificent Team,231.09,16.51,265.3,18.95,14,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},82.0,B-
13 - 10,130,Zach Charbonnet,RB,Trestleches,139.96,10.0,186.9,10.99,17,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},81.91,B-
12 - 2,112,Darnell Mooney,WR,Control Machete,174.04,11.6,193.2,12.07,16,{D60AD45E-EB1B-4E8E-BF07-8A41B8372244},81.88,B-
10 - 3,93,Jordan Addison,WR,Masoud's Magnificent Team,188.63,12.58,212.5,14.17,15,{4385A6FE-E567-4B2D-974F-41AE8016A5C7},81.77,B-
10 - 9,99,Tony Pollard,RB,Team Date,172.81,12.34,200.7,12.54,16,{EFBB74C0-DA6D-43EC-825B-CBB72282EC4B},81.64,B-
14 - 6,136,Pat Freiermuth,TE,Jim-a-sore-ass,138.09,9.21,168.3,9.9,17,{04EBBE51-2B10-49B4-ADFB-BA8FFD1E6768},81.54,B-
13 - 2,122,J.K. Dobbins,RB,Team Date,155.48,11.96,191.8,14.75,13,{EFBB74C0-DA6D-43EC-825B-CBB72282EC4B},81.29,B-
2 - 4,14,Garrett Wilson,WR,Did I Set My Lineup?,251.59,16.77,251.9,14.82,17,{8C7A0230-54EF-41A3-BA02-3054EF71A3F4},81.22,B-
3 - 10,30,James Cook,RB,Trestleches,221.92,15.85,266.7,16.67,16,{25870909-7F4E-4BCB-8709-097F4E7BCBC7},81.06,B-
8 - 8,78,David Montgomery,RB,Django Achane'd,177.34,12.67,221.72,15.84,14,{AD210E40-D18C-44A3-BDBA-42E28FF54B9A},80.94,B-
