Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
2 - 7,18,CeeDee Lamb,WR,Arm Pitts,0.0,0.0,335.7,19.75,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},98.35,A+
1 - 5,5,Christian McCaffrey,RB,Arm Pitts,0.0,0.0,357.8,22.36,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},94.75,A
1 - 2,2,Tyreek Hill,WR,3rd World Immigrant,0.0,0.0,316.9,19.81,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},93.96,A
10 - 5,104,Raheem Mostert,RB,Brady Gaga,0.0,0.0,255.2,17.01,15,{99C913F4-1FF6-4361-93D2-117EA19F759C},93.28,A
14 - 9,152,Nico Collins,WR,MPT Phase Tua,0.0,0.0,220.4,14.69,15,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},91.43,A-
16 - 2,167,Sam LaPorta,TE,Pineapples and Tartar Sauce,0.0,0.0,196.3,11.55,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},91.13,A-
3 - 10,32,Josh Allen,QB,Pineapples and Tartar Sauce,0.0,0.0,392.64,23.1,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},90.91,A-
7 - 6,72,Breece Hall,RB,India's Most Wanted,0.0,0.0,252.5,14.85,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},89.73,B+
14 - 6,149,Ravens D/ST,D/ST,India's Most Wanted,0.0,0.0,190.0,11.18,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},88.79,B+
8 - 11,88,Dak Prescott,QB,MOTHER MAY I,0.0,0.0,342.84,20.17,17,{5E530C03-3F19-48F0-A309-52B769E76347},88.21,B+
13 - 10,142,Cowboys D/ST,D/ST,Pineapples and Tartar Sauce,0.0,0.0,189.0,11.12,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},88.1,B+
7 - 3,69,Mike Evans,WR,MPT Phase Tua,0.0,0.0,243.0,14.29,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},87.69,B+
2 - 6,17,Amon-Ra St. Brown,WR,India's Most Wanted,194.41,12.96,271.4,16.96,16,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},87.61,B+
4 - 6,39,Lamar Jackson,QB,India's Most Wanted,0.0,0.0,331.22,20.7,16,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},86.45,B
15 - 6,160,De'Von Achane,RB,India's Most Wanted,0.0,0.0,177.2,16.11,11,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},86.07,B
6 - 2,57,DJ Moore,WR,Pineapples and Tartar Sauce,0.0,0.0,238.5,14.03,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},85.84,B
7 - 8,74,Evan Engram,TE,Here 4 fun,0.0,0.0,173.3,10.19,17,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},85.06,B
4 - 10,43,Rachaad White,RB,3rd World Immigrant,0.0,0.0,235.9,13.88,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},84.63,B
1 - 8,8,Jalen Hurts,QB,Here 4 fun,0.0,0.0,356.82,20.99,17,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},84.61,B
5 - 11,55,T.J. Hockenson,TE,"Baby Chark, Juju Juju ",0.0,0.0,171.5,11.43,15,{30B3E10C-D363-4E74-8961-7D4829DE152A},84.09,B
7 - 11,77,David Montgomery,RB,"Baby Chark, Juju Juju ",0.0,0.0,199.2,14.23,14,{30B3E10C-D363-4E74-8961-7D4829DE152A},83.61,B
14 - 1,144,Jared Goff,QB,"Baby Chark, Juju Juju ",0.0,0.0,289.1,17.01,17,{30B3E10C-D363-4E74-8961-7D4829DE152A},83.48,B
12 - 10,131,Adam Thielen,WR,3rd World Immigrant,0.0,0.0,179.5,10.56,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},83.38,B
7 - 7,73,Brandon Aiyuk,WR,Brady Gaga,0.0,0.0,211.7,13.23,16,{99C913F4-1FF6-4361-93D2-117EA19F759C},83.3,B
16 - 6,171,Cameron Dicker,K,India's Most Wanted,133.42,7.85,149.0,8.76,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},83.12,B
12 - 7,128,Jets D/ST,D/ST,Arm Pitts,0.0,0.0,171.0,10.06,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},83.11,B
11 - 8,118,Bills D/ST,D/ST,Here 4 fun,0.0,0.0,171.0,10.06,17,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},83.08,B
3 - 6,28,Travis Etienne Jr.,RB,India's Most Wanted,0.0,0.0,253.4,14.91,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},83.06,B
6 - 5,60,James Cook,RB,Brady Gaga,0.0,0.0,210.7,12.39,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},83.03,B
13 - 11,143,Harrison Butker,K,"Baby Chark, Juju Juju ",133.57,7.86,149.0,8.76,17,{30B3E10C-D363-4E74-8961-7D4829DE152A},82.95,B-
9 - 8,96,Brian Robinson Jr.,RB,Here 4 fun,0.0,0.0,180.1,12.01,15,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},82.92,B-
9 - 4,92,D'Andre Swift,RB,Chicken Fried Chicken Meal,0.0,0.0,179.8,11.24,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},82.74,B-
15 - 5,159,Devin Singletary,RB,Arm Pitts,0.0,0.0,152.34,8.96,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},82.73,B-
4 - 4,37,Keenan Allen,WR,Here 4 fun,0.0,0.0,224.86,17.3,13,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},82.62,B-
12 - 11,132,Jaylen Warren,RB,MOTHER MAY I,0.0,0.0,165.9,9.76,17,{5E530C03-3F19-48F0-A309-52B769E76347},82.53,B-
8 - 9,86,David Njoku,TE,MPT Phase Tua,0.0,0.0,160.7,10.04,16,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},82.43,B-
12 - 5,126,Jake Elliott,K,Brady Gaga,134.69,7.92,153.0,9.0,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},82.36,B-
16 - 7,172,Russell Wilson,QB,Arm Pitts,0.0,0.0,256.9,17.13,15,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},82.28,B-
8 - 7,84,Michael Pittman Jr.,WR,Arm Pitts,0.0,0.0,195.7,12.23,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},81.92,B-
11 - 5,115,Jakobi Meyers,WR,Arm Pitts,0.0,0.0,183.08,11.44,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},81.89,B-
10 - 7,106,Justin Tucker,K,Arm Pitts,141.89,8.35,153.0,9.0,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},81.79,B-
2 - 5,16,A.J. Brown,WR,Brady Gaga,0.0,0.0,236.6,13.92,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},81.38,B-
14 - 2,145,Jason Myers,K,Pineapples and Tartar Sauce,132.22,7.78,144.0,8.47,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},81.33,B-
7 - 4,70,Isiah Pacheco,RB,Chicken Fried Chicken Meal,0.0,0.0,191.9,13.71,14,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},81.15,B-
2 - 8,19,Joe Mixon,RB,Chicken Fried Chicken Meal,0.0,0.0,241.0,14.18,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},81.1,B-
6 - 4,59,Alvin Kamara,RB,Here 4 fun,0.0,0.0,195.5,15.04,13,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},80.98,B-
5 - 1,45,Deebo Samuel,WR,MOTHER MAY I,0.0,0.0,213.7,14.25,15,{5E530C03-3F19-48F0-A309-52B769E76347},80.91,B-
11 - 3,113,Tua Tagovailoa,QB,MPT Phase Tua,0.0,0.0,270.36,15.9,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},80.78,B-
13 - 4,136,Ezekiel Elliott,RB,Chicken Fried Chicken Meal,115.85,8.27,149.0,8.76,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},80.69,B-
15 - 4,158,Derek Carr,QB,Chicken Fried Chicken Meal,0.0,0.0,241.12,14.18,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},80.59,B-
