Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Dontrell Hilliard,RB,Kenny The Tick Salcido,0.0,0.0,72.7,10.39,7,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7},69.58,D+
Alex Collins,RB,Dennis The Menace ,56.13,3.74,68.8,6.25,11,{72E06046-9EEC-4999-A060-469EEC399959},68.93,D+
DeeJay Dallas,RB,Team Behel,41.59,2.77,60.1,3.54,17,{59EB215C-D5A2-4E2A-B66E-E96ABD1A9B82},67.46,D+
Zay Jones,WR,Team Behel,18.67,1.17,105.9,7.06,15,{59EB215C-D5A2-4E2A-B66E-E96ABD1A9B82},67.14,D+
Rashod Bateman,WR,I've Got  A Thielen,106.49,8.19,103.5,8.62,12,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},66.71,D
Jeff Wilson Jr.,RB,Gato’s Mom Breezy,0.0,0.0,51.5,6.44,8,{7F18EDA9-DAE0-410A-9EC4-FE2F20716D07},66.01,D
Gardner Minshew,QB,Reagor Bombs,23.53,1.47,33.66,8.41,4,{17471759-D3C1-4206-8612-A156BCC23AA1},65.87,D
Zane Gonzalez,K,"Lights, Kamara, Action",0.0,0.0,91.0,7.58,12,{43035DAF-DDD6-4952-835D-AFDDD6195257},64.61,D
Tre'Quan Smith,WR, Johnny  Dramas ,84.76,6.52,87.7,7.97,11,{80A1B4AF-9D17-4408-BDA1-9667BD326651},63.92,D
Ke'Shawn Vaughn,RB,Reagor Bombs,9.05,0.65,36.6,6.1,6,{17471759-D3C1-4206-8612-A156BCC23AA1},63.5,D
Kadarius Toney,WR,I've Got  A Thielen,100.84,6.3,82.36,9.15,9,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},62.98,D-
Corey Clement,RB,Reagor Bombs,16.2,1.08,28.9,2.63,11,{17471759-D3C1-4206-8612-A156BCC23AA1},62.2,D-
DeSean Jackson,WR,Oversized Pumpkins,100.54,7.18,75.8,5.41,14,{83937314-A1CA-41FD-A242-C9B5B534B295},61.82,D-
Foster Moreau,TE,Team Behel,41.82,2.61,85.3,6.09,14,{59EB215C-D5A2-4E2A-B66E-E96ABD1A9B82},60.38,D-
Patrick Taylor,RB,Reagor Bombs,0.0,0.0,17.2,2.87,6,{17471759-D3C1-4206-8612-A156BCC23AA1},60.23,D-
Raiders D/ST,D/ST,Gato’s Mom Breezy,59.63,3.51,58.0,3.41,17,{7F18EDA9-DAE0-410A-9EC4-FE2F20716D07},59.76,F
Ricky Seals-Jones,TE,I've Got  A Thielen,5.0,0.31,69.1,6.28,11,{ACF2845F-A3D7-477C-962B-9C3D9AB963C5},56.56,F
Falcons D/ST,D/ST,Dennis The Menace ,80.43,4.73,44.0,2.59,17,{72E06046-9EEC-4999-A060-469EEC399959},54.74,F
Brian Johnson,K,Gato’s Mom Breezy,0.0,0.0,42.0,6.0,7,{7F18EDA9-DAE0-410A-9EC4-FE2F20716D07},51.04,F
