Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Brock Bowers,TE,First down syndrome ,144.0,9.6,205.7,15.82,13,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},93.71,A
Chuba Hubbard,RB,First down syndrome ,136.19,9.73,200.2,15.4,13,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},93.34,A
Chris Boswell,K,Abyss Diamond Eyes,129.64,7.63,162.0,12.46,13,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},88.51,B+
Jerry Jeudy,WR,Inter Miami CF,176.72,11.78,181.4,13.95,13,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},87.42,B+
Bucky Irving,RB,Inter Miami CF,112.11,8.01,173.5,13.35,13,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},87.15,B+
Jauan Jennings,WR,Inter Miami CF,73.15,4.88,175.5,14.62,12,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},85.8,B
Baker Mayfield,QB,Pleasant Valley Panthers,245.41,16.36,259.26,19.94,13,{8DC6CB03-411B-4540-86CB-03411B854029},85.53,B
Darnell Mooney,WR,Inter Miami CF,174.04,11.6,174.3,13.41,13,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},85.47,B
J.K. Dobbins,RB,Inter Miami CF,155.48,11.96,166.0,15.09,11,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},85.41,B
Sam Darnold,QB,Bryson Stott Fan Club,192.49,14.81,241.36,18.57,13,{10F78273-9201-4EE8-B782-739201DEE809},82.73,B-
Chargers D/ST,D/ST,JanSteez,78.89,4.64,104.0,8.0,13,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},81.97,B-
Jonnu Smith,TE,The Hungry Dogs,83.38,5.56,160.1,12.32,13,{4656A2AD-A939-460B-96A2-ADA939760B8B},81.57,B-
Rico Dowdle,RB,JanSteez,148.5,10.61,148.6,12.38,12,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},81.37,B-
Bo Nix,QB,JanSteez,192.76,13.77,227.28,17.48,13,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},80.52,B-
Lions D/ST,D/ST,The Hungry Dogs,106.71,6.28,99.0,7.62,13,{4656A2AD-A939-460B-96A2-ADA939760B8B},80.18,B-
Tyrone Tracy Jr.,RB,Pleasant Valley Panthers,82.86,5.92,143.0,11.0,13,{8DC6CB03-411B-4540-86CB-03411B854029},80.07,B-
Jared Goff,QB,The Hungry Dogs,234.9,15.66,223.0,17.15,13,{4656A2AD-A939-460B-96A2-ADA939760B8B},79.85,C+
Cameron Dicker,K,Pleasant Valley Panthers,138.3,8.14,129.0,9.92,13,{8DC6CB03-411B-4540-86CB-03411B854029},78.81,C+
Eagles D/ST,D/ST,Abyss Diamond Eyes,89.53,5.27,94.0,7.23,13,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},78.39,C+
Jake Bates,K,Bryson Stott Fan Club,137.91,8.11,125.0,9.62,13,{10F78273-9201-4EE8-B782-739201DEE809},77.63,C+
Justin Herbert,QB,Abyss Diamond Eyes,252.01,16.8,196.96,15.15,13,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},75.77,C
Josh Downs,WR,Abyss Diamond Eyes,111.26,8.56,137.6,13.76,10,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},75.36,C
Cade Otton,TE,Inter Miami CF,109.61,7.31,136.2,10.48,13,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},75.2,C
Jason Sanders,K,First down syndrome ,132.08,7.77,115.0,8.85,13,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},74.69,C
Chase McLaughlin,K,The Hungry Dogs,133.62,7.86,114.0,8.77,13,{4656A2AD-A939-460B-96A2-ADA939760B8B},74.4,C
Tua Tagovailoa,QB,Inter Miami CF,240.5,16.03,165.24,18.36,9,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},70.81,C-
Pat Freiermuth,TE,Bryson Stott Fan Club,138.09,9.21,119.0,9.15,13,{10F78273-9201-4EE8-B782-739201DEE809},70.62,C-
Quentin Johnston,WR,JanSteez,110.25,7.35,113.0,10.27,11,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},68.59,D+
Justin Fields,QB,First down syndrome ,89.65,17.93,118.34,13.15,9,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85},63.46,D
