Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Drake Maye,QB,3rd World Immigrant,285.26,16.78,336.22,21.01,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},91.41,A-
Rico Dowdle,RB,Scrappy Dub,83.95,4.94,213.3,13.33,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},89.21,B+
Jason Myers,K,Chicken Fried Chicken Meal,131.91,7.76,184.0,11.5,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},88.82,B+
Trevor Lawrence,QB,Griddy Little Liars,279.32,16.43,314.88,19.68,16,{F8041501-6351-4CA9-A6EA-E7101A0AB6C6},88.39,B+
Michael Wilson,WR,3rd World Immigrant,115.81,6.81,199.7,12.48,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},87.33,B+
Kenneth Gainwell,RB,AJ's Awesome Team,193.17,11.36,199.9,12.49,16,{353273A6-6607-4A68-ADDE-CC045C217594},86.52,B
Harold Fannin Jr.,TE,AJ's Awesome Team,53.49,3.15,186.4,11.65,16,{353273A6-6607-4A68-ADDE-CC045C217594},84.47,B
Jaguars D/ST,D/ST,I'm Batman,96.71,5.69,137.0,8.56,16,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},83.89,B
Troy Franklin,WR,"Michael, The Baker",79.69,4.69,177.1,11.07,16,{5E530C03-3F19-48F0-A309-52B769E76347},82.37,B-
Juwan Johnson,TE,Chicken Fried Chicken Meal,117.35,6.9,172.8,10.8,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},81.06,B-
Rams D/ST,D/ST,Chicken Fried Chicken Meal,99.92,5.88,127.0,7.94,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},80.43,B-
Hunter Henry,TE,"Michael, The Baker",148.14,8.71,168.2,10.51,16,{5E530C03-3F19-48F0-A309-52B769E76347},79.91,C+
Romeo Doubs,WR,Division iPad,126.52,7.44,165.4,10.34,16,{A279F58E-795F-4115-B9F5-8E795F7115FC},79.81,C+
Dalton Schultz,TE,Mr Steinfeld's Stars,126.05,7.41,166.4,10.4,16,{99C913F4-1FF6-4361-93D2-117EA19F759C},79.46,C+
Saints D/ST,D/ST,3rd World Immigrant,69.16,4.07,124.0,7.75,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},79.39,C+
Cam Little,K,Griddy Little Liars,131.1,7.71,141.0,8.81,16,{F8041501-6351-4CA9-A6EA-E7101A0AB6C6},77.6,C+
Alec Pierce,WR,Chicken Fried Chicken Meal,70.93,4.17,154.1,11.01,14,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},77.33,C+
Bills D/ST,D/ST,Scrappy Dub,113.33,6.67,118.0,7.38,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},77.31,C+
Jordan Love,QB,Chicken Fried Chicken Meal,264.55,15.56,235.14,15.68,15,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},77.1,C+
Jaxson Dart,QB,Division iPad,132.17,14.69,221.18,17.01,13,{A279F58E-795F-4115-B9F5-8E795F7115FC},75.13,C
Eddy Pineiro,K,3rd World Immigrant,0.0,0.0,131.0,10.08,13,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},74.99,C
Kyle Monangai,RB,AJ's Awesome Team,51.55,3.03,140.8,8.8,16,{353273A6-6607-4A68-ADDE-CC045C217594},74.64,C
Kareem Hunt,RB,Scrappy Dub,99.97,5.88,138.9,8.68,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},74.26,C
AJ Barner,TE,"Michael, The Baker",81.84,4.81,143.9,8.99,16,{5E530C03-3F19-48F0-A309-52B769E76347},73.82,C
Andy Borregales,K,3rd World Immigrant,118.58,6.98,125.0,7.81,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},73.42,C
Christian Watson,WR,All my homies hate Dallas,50.0,5.0,132.4,13.24,10,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},72.56,C-
Kayshon Boutte,WR,Chicken Fried Chicken Meal,110.0,6.47,119.7,9.21,13,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},69.78,D+
Kimani Vidal,RB,Chicken Fried Chicken Meal,0.0,0.0,115.9,9.66,12,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},69.64,D+
Colts D/ST,D/ST,Griddy Little Liars,125.83,7.4,91.0,5.69,16,{F8041501-6351-4CA9-A6EA-E7101A0AB6C6},67.97,D+
Buccaneers D/ST,D/ST,"Michael, The Baker",119.8,7.05,85.0,5.31,16,{5E530C03-3F19-48F0-A309-52B769E76347},65.89,D
Packers D/ST,D/ST,I'm Batman,110.1,6.48,84.0,5.25,16,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},65.54,D
Colby Parkinson,TE,Scrappy Dub,14.74,0.87,110.2,7.87,14,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},65.37,D
Michael Carter,RB,3rd World Immigrant,0.0,0.0,92.1,7.67,12,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},64.86,D
Sean Tucker,RB,AJ's Awesome Team,28.28,1.66,91.8,5.74,16,{353273A6-6607-4A68-ADDE-CC045C217594},64.8,D
Emanuel Wilson,RB,Scrappy Dub,32.13,1.89,88.7,5.54,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},64.18,D
Darius Slayton,WR,All my homies hate Dallas,115.24,6.78,89.4,6.88,13,{CA88790D-FA73-4DE0-B975-466F5EE06CAA},63.13,D
