Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
5 - 9,49,Cooper Kupp,WR,Wakanda Forever,189.45,11.84,368.5,21.68,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},99.42,A+
1 - 7,7,Jonathan Taylor,RB,THE BIGMADBLUE,244.86,16.32,357.6,21.04,17,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},96.4,A
14 - 7,137,Bills D/ST,D/ST,Team Vellapanti,156.99,9.23,201.4,11.85,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},96.13,A
11 - 9,109,Deebo Samuel,WR,Wakanda Forever,159.53,10.64,304.46,19.03,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},94.62,A
4 - 6,36,Mark Andrews,TE,Bhambhwani Pawan Dilip,166.26,10.39,247.6,14.56,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},94.36,A
10 - 10,100,James Conner,RB,Team HebAchi,137.95,9.85,239.7,15.98,15,{49094F84-F849-4173-B052-21E1CDEDB4EF},91.41,A-
12 - 2,112,Patriots D/ST,D/ST,Wakanda Forever,145.83,8.58,186.7,10.98,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},91.32,A-
9 - 6,86,Ja'Marr Chase,WR,Pain Inflictors,169.97,10.62,272.1,16.01,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},90.25,A-
1 - 9,9,Austin Ekeler,RB,Team Vellapanti,227.56,16.25,308.8,19.3,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},90.14,A-
5 - 3,43,Josh Allen,QB,Team TitBit,348.62,21.79,379.58,22.33,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},88.86,B+
9 - 9,89,Tom Brady,QB,Wakanda Forever,300.36,20.02,364.74,21.46,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},88.55,B+
10 - 3,93,Leonard Fournette,RB,The  Never CameBack,165.76,11.05,221.6,15.83,14,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},88.43,B+
5 - 6,46,Justin Herbert,QB,Pain Inflictors,280.55,17.53,361.76,21.28,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},87.98,B+
15 - 6,146,Dolphins D/ST,D/ST,Pain Inflictors,136.12,8.01,171.0,10.06,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},87.24,B+
15 - 2,142,Saints D/ST,D/ST,Muqaddar Ka Sikandar,154.83,9.11,172.6,10.15,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},87.21,B+
17 - 5,165,Matt Gay,K,Bhambhwani Pawan Dilip,138.9,8.17,157.0,9.24,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},87.04,B+
3 - 1,21,Justin Jefferson,WR,Team HebAchi,216.32,13.52,278.4,16.38,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},86.41,B
1 - 6,6,Davante Adams,WR,Pain Inflictors,266.76,17.78,282.8,17.68,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},86.37,B
13 - 1,121,Justin Tucker,K,Team HebAchi,142.26,8.37,162.0,9.53,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},86.34,B
1 - 10,10,Travis Kelce,TE,Inglorious Staffords,251.59,15.72,217.3,13.58,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},86.18,B
3 - 3,23,Joe Mixon,RB,Team TitBit,216.9,15.49,267.4,16.71,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},85.83,B
15 - 9,149,Devin Singletary,RB,Wakanda Forever,113.86,7.59,178.3,10.49,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},85.65,B
2 - 6,16,Najee Harris,RB,Bhambhwani Pawan Dilip,231.81,15.45,263.7,15.51,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},84.02,B
16 - 3,153,Colts D/ST,D/ST,The  Never CameBack,152.19,8.95,155.7,9.16,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},84.0,B
8 - 6,76,Damien Harris,RB,Bhambhwani Pawan Dilip,167.08,11.14,202.6,13.51,15,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},83.91,B
11 - 10,110,Matthew Stafford,QB,Inglorious Staffords,249.36,15.59,317.74,18.69,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},82.76,B-
6 - 5,55,Diontae Johnson,WR,Pain Inflictors,182.16,11.39,222.9,13.93,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},82.14,B-
14 - 5,135,Tyler Bass,K,Pain Inflictors,128.55,7.56,140.0,8.24,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},81.51,B-
2 - 3,13,Tyreek Hill,WR,The  Never CameBack,260.82,16.3,243.0,14.29,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},81.5,B-
16 - 5,155,Darnell Mooney,WR,Pain Inflictors,128.36,8.56,180.7,10.63,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},81.48,B-
12 - 9,119,Jaylen Waddle,WR,Muqaddar Ka Sikandar,149.89,9.37,193.8,12.11,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},81.42,B-
4 - 2,32,Mike Evans,WR,Wakanda Forever,205.97,12.87,226.5,14.16,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},81.42,B-
11 - 3,103,AJ Dillon,RB,Team TitBit,135.79,9.05,168.6,9.92,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},81.39,B-
4 - 7,37,Josh Jacobs,RB,Team Vellapanti,210.98,14.07,199.0,13.27,15,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},81.06,B-
12 - 10,120,49ers D/ST,D/ST,Team HebAchi,155.91,9.17,153.9,9.05,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},80.71,B-
7 - 7,67,Buccaneers D/ST,D/ST,THE BIGMADBLUE,181.93,10.7,157.2,9.25,17,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},80.63,B-
16 - 1,151,Broncos D/ST,D/ST,Inglorious Staffords,152.25,8.96,147.1,8.65,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},80.55,B-
5 - 10,50,Tyler Lockett,WR,Inglorious Staffords,199.77,12.49,209.9,13.12,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},80.39,B-
16 - 6,156,Browns D/ST,D/ST,Bhambhwani Pawan Dilip,146.55,8.62,143.5,8.44,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},80.3,B-
2 - 4,14,Stefon Diggs,WR,THE BIGMADBLUE,247.73,15.48,233.0,13.71,17,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},80.27,B-
13 - 4,124,Marquise Brown,WR,Team Vellapanti,161.59,10.1,182.3,11.39,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},80.17,B-
17 - 9,169,Greg Zuerlein,K,Wakanda Forever,126.33,7.43,130.0,8.12,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},79.83,C+
8 - 7,77,Brandin Cooks,WR,Team Vellapanti,172.51,10.78,188.3,11.77,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},79.67,C+
12 - 8,118,Harrison Butker,K,Team TitBit,147.23,8.66,137.0,8.56,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},79.52,C+
14 - 1,131,Joe Burrow,QB,Inglorious Staffords,247.7,15.48,289.24,18.08,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},79.46,C+
15 - 1,141,Zach Ertz,TE,Team HebAchi,89.63,5.98,144.2,8.48,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},79.45,C+
13 - 7,127,Tony Pollard,RB,THE BIGMADBLUE,100.48,6.7,144.6,9.64,15,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},79.37,C+
4 - 4,34,Patrick Mahomes,QB,THE BIGMADBLUE,349.09,21.82,339.66,19.98,17,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},79.33,C+
6 - 6,56,Dak Prescott,QB,Bhambhwani Pawan Dilip,316.91,19.81,291.56,18.22,16,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},79.31,C+
7 - 1,61,Melvin Gordon III,RB,Team HebAchi,136.44,9.1,183.1,11.44,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},79.19,C+
17 - 2,162,Brandon McManus,K,Muqaddar Ka Sikandar,139.08,8.18,128.0,7.53,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},79.15,C+
15 - 5,145,Hunter Henry,TE,Bhambhwani Pawan Dilip,99.89,6.66,139.3,8.71,16,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},79.09,C+
17 - 6,166,Packers D/ST,D/ST,Pain Inflictors,139.41,8.2,138.8,8.16,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},78.86,C+
10 - 5,95,Jalen Hurts,QB,Pain Inflictors,261.53,17.44,286.16,19.08,15,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},78.86,C+
6 - 9,59,Javonte Williams,RB,Muqaddar Ka Sikandar,160.35,10.69,183.4,10.79,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},78.83,C+
8 - 10,80,Rob Gronkowski,TE,Team HebAchi,124.94,7.81,143.7,11.97,12,{49094F84-F849-4173-B052-21E1CDEDB4EF},78.73,C+
3 - 4,24,George Kittle,TE,Team Vellapanti,184.4,11.52,163.0,11.64,14,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},78.47,C+
7 - 5,65,DJ Moore,WR,Bhambhwani Pawan Dilip,186.71,11.67,191.0,11.24,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},78.41,C+
3 - 10,30,Keenan Allen,WR,Inglorious Staffords,202.16,12.63,204.8,12.8,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},78.34,C+
