Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
5 - 2,42,Rachaad White,RB,Still Rollin',0.0,0.0,239.9,14.11,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},85.69,B
7 - 9,69,Brandon Aiyuk,WR,"All Barkley, No Bite",0.0,0.0,226.7,14.17,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},85.63,B
11 - 4,104,49ers D/ST,D/ST,Eks Gonna Give It To Ya!,0.0,0.0,193.0,11.35,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},84.8,B
4 - 9,39,Keenan Allen,WR,Still Rollin',0.0,0.0,237.86,18.3,13,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},84.63,B
12 - 2,112,Cole Kmet,TE,"All Barkley, No Bite",0.0,0.0,183.1,10.77,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},84.52,B
3 - 9,29,Lamar Jackson,QB,"All Barkley, No Bite",0.0,0.0,316.72,19.8,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},84.51,B
2 - 6,16,A.J. Brown,WR,Team bhalani,0.0,0.0,251.6,14.8,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},84.12,B
14 - 4,134,Adam Thielen,WR,BurgerBoyz,0.0,0.0,185.5,10.91,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},83.93,B
7 - 4,64,James Cook,RB,Eks Gonna Give It To Ya!,0.0,0.0,216.7,12.75,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},83.81,B
3 - 10,30,Travis Etienne Jr.,RB,Hark,0.0,0.0,259.4,15.26,17,{8BF15A87-7793-43C2-B15A-87779313C26A},83.47,B
14 - 9,139,Jake Ferguson,TE,Still Rollin',0.0,0.0,177.1,10.42,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},83.42,B
2 - 10,20,Jalen Hurts,QB,NoHalfSends,0.0,0.0,340.82,20.05,17,{6A39F767-40D1-4825-B0A7-1D20433A3184},83.24,B
16 - 3,153,Jake Elliott,K,Green,137.05,8.06,152.0,8.94,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},82.9,B-
9 - 7,87,Michael Pittman Jr.,WR,BurgerBoyz,0.0,0.0,202.7,12.67,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},82.63,B-
9 - 6,86,D'Andre Swift,RB,Team Padodara,0.0,0.0,183.8,11.49,16,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},82.47,B-
16 - 4,154,Harrison Butker,K,BurgerBoyz,136.06,8.0,149.0,8.76,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},82.04,B-
7 - 8,68,Isiah Pacheco,RB,Green,0.0,0.0,197.9,14.14,14,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},81.97,B-
8 - 3,73,Saints D/ST,D/ST,Green,0.0,0.0,185.0,10.88,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},81.94,B-
4 - 1,31,Deebo Samuel,WR,Hark,0.0,0.0,220.7,14.71,15,{8BF15A87-7793-43C2-B15A-87779313C26A},81.58,B-
3 - 1,21,Joe Mixon,RB,NoHalfSends,0.0,0.0,243.0,14.29,17,{6A39F767-40D1-4825-B0A7-1D20433A3184},81.19,B-
8 - 6,76,Justin Tucker,K,Team bhalani,143.49,8.44,154.0,9.06,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},81.1,B-
10 - 7,97,Jordan Addison,WR,Eks Gonna Give It To Ya!,0.0,0.0,192.3,11.31,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},81.0,B-
16 - 8,158,Matt Gay,K,Killler jatt ,128.08,7.53,145.0,8.53,17,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},80.81,B-
13 - 1,121,Jakobi Meyers,WR,NoHalfSends,0.0,0.0,183.08,11.44,16,{6A39F767-40D1-4825-B0A7-1D20433A3184},80.79,B-
8 - 7,77,George Pickens,WR,Eks Gonna Give It To Ya!,0.0,0.0,190.3,11.19,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},80.69,B-
6 - 9,59,James Conner,RB,Still Rollin',0.0,0.0,196.0,15.08,13,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},80.65,B-
6 - 8,58,Alvin Kamara,RB,Killler jatt ,0.0,0.0,195.5,15.04,13,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},80.58,B-
1 - 10,10,Stefon Diggs,WR,Hark,0.0,0.0,231.3,13.61,17,{8BF15A87-7793-43C2-B15A-87779313C26A},80.16,B-
9 - 4,84,Tua Tagovailoa,QB,Eks Gonna Give It To Ya!,0.0,0.0,262.86,15.46,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},80.11,B-
13 - 7,127,Jason Myers,K,BurgerBoyz,134.32,7.9,147.0,8.65,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},80.02,B-
2 - 2,12,Derrick Henry,RB,"All Barkley, No Bite",0.0,0.0,240.66,14.16,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},80.0,B-
7 - 5,65,Brian Robinson Jr.,RB,Team bhalani,0.0,0.0,183.1,12.21,15,{0E22E7FC-569B-49C8-A313-22E034A6865F},79.57,C+
6 - 10,60,Kenneth Walker III,RB,NoHalfSends,0.0,0.0,187.9,12.53,15,{6A39F767-40D1-4825-B0A7-1D20433A3184},79.56,C+
16 - 10,160,Dustin Hopkins,K,NoHalfSends,130.96,7.7,141.0,9.4,15,{6A39F767-40D1-4825-B0A7-1D20433A3184},79.51,C+
1 - 3,3,Ja'Marr Chase,WR,Killler jatt ,0.0,0.0,225.72,14.11,16,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},79.28,C+
4 - 3,33,Amari Cooper,WR,Green,0.0,0.0,206.0,13.73,15,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},79.27,C+
11 - 7,107,Steelers D/ST,D/ST,BurgerBoyz,0.0,0.0,172.0,10.12,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},79.07,C+
16 - 6,156,Sam Howell,QB,Team bhalani,0.0,0.0,225.54,13.27,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},78.71,C+
4 - 7,37,Calvin Ridley,WR,Eks Gonna Give It To Ya!,0.0,0.0,200.9,11.82,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},78.52,C+
5 - 10,50,Trevor Lawrence,QB,Hark,0.0,0.0,248.04,15.5,16,{8BF15A87-7793-43C2-B15A-87779313C26A},78.39,C+
2 - 4,14,Davante Adams,WR,BurgerBoyz,0.0,0.0,219.9,12.94,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},78.37,C+
10 - 3,93,Ezekiel Elliott,RB,Green,117.88,8.42,149.0,8.76,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},78.33,C+
14 - 8,138,Dalton Schultz,TE,Killler jatt ,0.0,0.0,152.5,10.17,15,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},78.2,C+
4 - 5,35,Jahmyr Gibbs,RB,Team Padodara,0.0,0.0,220.1,14.67,15,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},78.18,C+
5 - 6,46,DeAndre Hopkins,WR,Team Padodara,0.0,0.0,193.1,11.36,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},78.12,C+
3 - 4,24,DK Metcalf,WR,Eks Gonna Give It To Ya!,0.0,0.0,199.4,12.46,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},77.89,C+
16 - 2,152,Greg Zuerlein,K,"All Barkley, No Bite",129.44,7.61,136.0,8.5,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},77.71,C+
12 - 4,114,Dalton Kincaid,TE,BurgerBoyz,0.0,0.0,150.3,9.39,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},77.69,C+
9 - 5,85,Zay Flowers,WR,Team bhalani,0.0,0.0,170.9,10.68,16,{0E22E7FC-569B-49C8-A313-22E034A6865F},77.65,C+
11 - 2,102,Russell Wilson,QB,Still Rollin',0.0,0.0,236.4,15.76,15,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},77.52,C+
3 - 2,22,Chris Olave,WR,Still Rollin',190.09,12.67,197.8,12.36,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},77.46,C+
8 - 4,74,Javonte Williams,RB,BurgerBoyz,0.0,0.0,155.7,9.73,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},77.35,C+
15 - 8,148,Tyler Allgeier,RB,Green,0.0,0.0,129.6,7.62,17,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},77.25,C+
3 - 5,25,Patrick Mahomes,QB,Team bhalani,0.0,0.0,268.72,16.8,16,{0E22E7FC-569B-49C8-A313-22E034A6865F},76.9,C
3 - 6,26,DeVonta Smith,WR,Team Padodara,0.0,0.0,192.1,12.01,16,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},76.75,C
1 - 7,7,Bijan Robinson,RB,BurgerBoyz,0.0,0.0,224.3,13.19,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},76.6,C
9 - 2,82,Courtland Sutton,WR,Still Rollin',0.0,0.0,160.7,10.04,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},76.05,C
14 - 1,131,Geno Smith,QB,Hark,0.0,0.0,213.26,14.22,15,{8BF15A87-7793-43C2-B15A-87779313C26A},75.81,C
7 - 3,63,Justin Herbert,QB,Killler jatt ,0.0,0.0,222.16,17.09,13,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},75.66,C
7 - 7,67,Tyler Lockett,WR,BurgerBoyz,0.0,0.0,162.9,9.58,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},75.26,C
6 - 5,55,Chris Godwin,WR,Team Padodara,0.0,0.0,171.7,10.1,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},75.21,C
6 - 6,56,Terry McLaurin,WR,Team bhalani,0.0,0.0,171.7,10.1,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},75.21,C
15 - 9,149,Younghoe Koo,K,"All Barkley, No Bite",131.92,7.76,130.0,7.65,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},75.14,C
12 - 1,111,Evan McPherson,K,Hark,0.0,0.0,135.0,7.94,17,{8BF15A87-7793-43C2-B15A-87779313C26A},75.12,C
14 - 2,132,Patriots D/ST,D/ST,"All Barkley, No Bite",0.0,0.0,156.0,9.18,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},75.0,C
2 - 7,17,Tony Pollard,RB,Eks Gonna Give It To Ya!,0.0,0.0,197.1,11.59,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},74.79,C
9 - 3,83,Dallas Goedert,TE,Killler jatt ,0.0,0.0,138.3,9.88,14,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},74.6,C
5 - 8,48,Justin Fields,QB,Green,0.0,0.0,211.18,16.24,13,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},74.51,C
11 - 10,110,Gabe Davis,WR,Hark,0.0,0.0,145.9,8.58,17,{8BF15A87-7793-43C2-B15A-87779313C26A},74.42,C
9 - 1,81,Kyle Pitts,TE,NoHalfSends,0.0,0.0,137.3,8.08,17,{6A39F767-40D1-4825-B0A7-1D20433A3184},74.39,C
6 - 7,57,Jonathan Taylor,RB,Eks Gonna Give It To Ya!,0.0,0.0,148.9,14.89,10,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},74.31,C
15 - 10,150,Tyler Boyd,WR,Hark,122.7,8.18,113.3,6.66,17,{8BF15A87-7793-43C2-B15A-87779313C26A},74.26,C
10 - 8,98,Brandin Cooks,WR,Killler jatt ,0.0,0.0,148.2,9.26,16,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},74.09,C
1 - 8,8,Saquon Barkley,RB,Green,0.0,0.0,204.7,14.62,14,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},73.96,C
16 - 7,157,Tyler Bass,K,Eks Gonna Give It To Ya!,133.11,7.83,123.0,7.24,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},73.68,C
4 - 2,32,Najee Harris,RB,"All Barkley, No Bite",0.0,0.0,185.0,10.88,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},73.46,C
8 - 9,79,Drake London,WR,Still Rollin',0.0,0.0,143.88,8.99,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},73.41,C
3 - 3,23,Jaylen Waddle,WR,Killler jatt ,0.0,0.0,169.6,12.11,14,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},73.1,C
10 - 1,91,Khalil Herbert,RB,Hark,0.0,0.0,108.5,9.04,12,{8BF15A87-7793-43C2-B15A-87779313C26A},72.74,C-
10 - 4,94,AJ Dillon,RB,BurgerBoyz,0.0,0.0,106.6,7.11,15,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},72.62,C-
11 - 3,103,Antonio Gibson,RB,Killler jatt ,0.0,0.0,103.4,6.46,16,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},72.44,C-
12 - 7,117,Samaje Perine,RB,Eks Gonna Give It To Ya!,0.0,0.0,96.3,5.66,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},72.36,C-
16 - 5,155,Zach Charbonnet,RB,Team Padodara,0.0,0.0,89.6,5.6,16,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},72.29,C-
1 - 1,1,Justin Jefferson,WR,NoHalfSends,0.0,0.0,179.2,17.92,10,{6A39F767-40D1-4825-B0A7-1D20433A3184},71.99,C-
12 - 9,119,Kenneth Gainwell,RB,Still Rollin',0.0,0.0,82.38,5.15,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},70.77,C-
14 - 10,140,DJ Chark Jr.,WR,NoHalfSends,119.91,9.22,98.0,6.53,15,{6A39F767-40D1-4825-B0A7-1D20433A3184},70.67,C-
2 - 5,15,Garrett Wilson,WR,Team Padodara,216.61,14.44,170.7,10.04,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},70.66,C-
7 - 2,62,Alexander Mattison,RB,Still Rollin',0.0,0.0,118.2,7.39,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},70.47,C-
2 - 3,13,Josh Jacobs,RB,Green,0.0,0.0,167.1,12.85,13,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},70.16,C-
4 - 4,34,Mark Andrews,TE,BurgerBoyz,0.0,0.0,135.4,13.54,10,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},69.94,D+
14 - 7,137,Jerick McKinnon,RB,Eks Gonna Give It To Ya!,118.44,8.46,71.86,5.99,12,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},69.47,D+
10 - 10,100,Jaxon Smith-Njigba,WR,NoHalfSends,0.0,0.0,118.3,6.96,17,{6A39F767-40D1-4825-B0A7-1D20433A3184},69.4,D+
13 - 6,126,Daniel Carlson,K,Team Padodara,138.14,8.13,114.0,6.71,17,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},68.7,D+
8 - 1,71,Jerry Jeudy,WR,Hark,0.0,0.0,114.8,7.17,16,{8BF15A87-7793-43C2-B15A-87779313C26A},68.43,D+
15 - 2,142,Bengals D/ST,D/ST,Still Rollin',0.0,0.0,130.0,7.65,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},68.2,D+
6 - 4,54,Diontae Johnson,WR,BurgerBoyz,0.0,0.0,128.2,9.16,14,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},68.17,D+
4 - 8,38,Rhamondre Stevenson,RB,Killler jatt ,0.0,0.0,127.7,10.64,12,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},68.05,D+
8 - 8,78,Marquise Brown,WR,Killler jatt ,0.0,0.0,109.2,7.8,14,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},67.98,D+
11 - 8,108,Kirk Cousins,QB,Green,0.0,0.0,144.24,18.03,8,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},67.82,D+
6 - 3,53,Christian Kirk,WR,Green,0.0,0.0,125.76,10.48,12,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},67.78,D+
1 - 4,4,Austin Ekeler,RB,Eks Gonna Give It To Ya!,0.0,0.0,161.9,11.56,14,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},67.61,D+
13 - 5,125,Rondale Moore,WR,Team bhalani,0.0,0.0,85.0,5.0,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},67.43,D+
13 - 3,123,Odell Beckham Jr.,WR,Killler jatt ,127.42,9.8,92.0,6.57,14,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},66.96,D
9 - 10,90,Jahan Dotson,WR,Hark,146.94,9.8,102.3,6.02,17,{8BF15A87-7793-43C2-B15A-87779313C26A},66.9,D
5 - 5,45,Darren Waller,TE,Team bhalani,0.0,0.0,113.2,9.43,12,{0E22E7FC-569B-49C8-A313-22E034A6865F},66.76,D
4 - 6,36,Aaron Jones,RB,Team bhalani,0.0,0.0,125.9,11.45,11,{0E22E7FC-569B-49C8-A313-22E034A6865F},66.66,D
1 - 9,9,Cooper Kupp,WR,"All Barkley, No Bite",0.0,0.0,143.9,11.99,12,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},66.46,D
5 - 1,41,Joe Burrow,QB,NoHalfSends,0.0,0.0,137.16,13.72,10,{6A39F767-40D1-4825-B0A7-1D20433A3184},66.35,D
16 - 9,159,Eddy Pineiro,K,Still Rollin',125.19,7.36,100.0,6.67,15,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},66.23,D
11 - 5,105,Jamaal Williams,RB,Team bhalani,0.0,0.0,51.8,3.98,13,{0E22E7FC-569B-49C8-A313-22E034A6865F},66.03,D
16 - 1,151,Rashod Bateman,WR,Hark,0.0,0.0,60.5,3.78,16,{8BF15A87-7793-43C2-B15A-87779313C26A},65.99,D
15 - 5,145,Eagles D/ST,D/ST,Team bhalani,0.0,0.0,116.0,6.82,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},65.85,D
13 - 2,122,Elijah Mitchell,RB,Still Rollin',0.0,0.0,44.5,4.05,11,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},65.79,D
3 - 8,28,Tee Higgins,WR,Green,0.0,0.0,121.6,10.13,12,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},65.7,D
15 - 7,147,Kenny Pickett,QB,BurgerBoyz,0.0,0.0,100.7,8.39,12,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},64.86,D
13 - 4,124,Quentin Johnston,WR,Eks Gonna Give It To Ya!,0.0,0.0,75.0,4.41,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},64.56,D
5 - 7,47,Miles Sanders,RB,BurgerBoyz,0.0,0.0,74.1,4.63,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},64.24,D
13 - 8,128,Darnell Mooney,WR,Green,0.0,0.0,63.4,4.23,15,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},64.2,D
12 - 8,118,Pat Freiermuth,TE,Killler jatt ,150.53,10.04,78.8,6.57,12,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},62.82,D-
4 - 10,40,Dameon Pierce,RB,NoHalfSends,0.0,0.0,76.2,5.44,14,{6A39F767-40D1-4825-B0A7-1D20433A3184},62.73,D-
5 - 3,43,Christian Watson,WR,Killler jatt ,0.0,0.0,87.3,8.73,10,{60C8783C-68C6-446B-8A96-6FF3C6BDC774},61.53,D-
8 - 2,72,Michael Thomas,WR,"All Barkley, No Bite",130.66,10.05,70.3,7.03,10,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},61.46,D-
13 - 9,129,Kadarius Toney,WR,"All Barkley, No Bite",0.0,0.0,39.5,3.04,13,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},60.87,D-
10 - 6,96,Deshaun Watson,QB,Team bhalani,0.0,0.0,78.3,13.05,6,{0E22E7FC-569B-49C8-A313-22E034A6865F},60.7,D-
7 - 10,70,Dalvin Cook,RB,Hark,144.64,10.33,32.7,2.18,15,{8BF15A87-7793-43C2-B15A-87779313C26A},60.47,D-
14 - 6,136,Rashaad Penny,RB,Team bhalani,127.54,9.81,4.3,1.43,3,{0E22E7FC-569B-49C8-A313-22E034A6865F},60.38,D-
5 - 9,49,Cam Akers,RB,"All Barkley, No Bite",184.32,13.17,40.7,5.81,7,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},59.75,F
9 - 8,88,Anthony Richardson,QB,Green,0.0,0.0,69.18,17.3,4,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},59.73,F
11 - 9,109,JuJu Smith-Schuster,WR,"All Barkley, No Bite",0.0,0.0,46.5,4.23,11,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},58.83,F
8 - 5,75,J.K. Dobbins,RB,Team Padodara,174.8,13.45,10.7,10.7,1,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},58.6,F
11 - 1,101,Skyy Moore,WR,NoHalfSends,0.0,0.0,43.2,3.09,14,{6A39F767-40D1-4825-B0A7-1D20433A3184},58.19,F
14 - 5,135,Zach Ertz,TE,Team Padodara,0.0,0.0,51.7,7.39,7,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},57.18,F
12 - 3,113,Treylon Burks,WR,Green,0.0,0.0,31.9,2.9,11,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},56.88,F
10 - 9,99,Daniel Jones,QB,Still Rollin',0.0,0.0,41.96,6.99,6,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},56.88,F
6 - 1,51,Mike Williams,WR,Hark,0.0,0.0,42.7,14.23,3,{8BF15A87-7793-43C2-B15A-87779313C26A},54.77,F
15 - 6,146,Aaron Rodgers,QB,Team Padodara,0.0,0.0,-0.5,-0.5,1,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E},54.18,F
2 - 1,11,Nick Chubb,RB,Hark,0.0,0.0,23.1,11.55,2,{8BF15A87-7793-43C2-B15A-87779313C26A},49.51,F
12 - 6,116,Commanders D/ST,D/ST,Team bhalani,0.0,0.0,57.0,3.35,17,{0E22E7FC-569B-49C8-A313-22E034A6865F},47.56,F
14 - 3,133,Graham Gano,K,Green,137.86,8.11,37.0,4.62,8,{8EF18ACD-28B1-4DFE-A527-98F4D5D23E5D},44.63,F
