Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
7 - 6,54,Cooper Kupp,WR,Pure Mature,235.02,14.69,439.5,25.85,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},100.0,A+
5 - 7,39,Mark Andrews,TE,Pleasant Valley Panthers,201.03,12.56,301.1,17.71,17,{8DC6CB03-411B-4540-86CB-03411B854029},100.0,A+
2 - 4,12,Jonathan Taylor,RB,South East  Anbu ,264.97,17.66,373.1,21.95,17,{7C989087-DC3A-4135-A9F9-563E420927D1},97.67,A+
14 - 8,112,Deebo Samuel,WR,Hungry Dogs,194.43,12.96,338.96,21.19,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},95.59,A
2 - 6,14,Austin Ekeler,RB,Seigaku FC,263.95,18.85,343.8,21.49,16,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},93.73,A
1 - 6,6,Travis Kelce,TE,Pure Mature,305.12,19.07,262.8,16.43,16,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},91.61,A-
13 - 4,100,Ja'Marr Chase,WR,Abyss Diamond Eyes,206.43,12.9,304.6,17.92,17,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},91.39,A-
2 - 3,11,Davante Adams,WR,Pure Mature,322.92,21.53,344.3,21.52,16,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},91.06,A-
3 - 5,21,Justin Jefferson,WR,South East  Anbu ,260.37,16.27,330.4,19.44,17,{7C989087-DC3A-4135-A9F9-563E420927D1},89.94,B+
3 - 8,24,Najee Harris,RB,Pitman OBJYN,255.66,17.04,300.7,17.69,17,{10F78273-9201-4EE8-B782-739201DEE809},88.93,B+
12 - 1,89,Leonard Fournette,RB,Pitman OBJYN,179.78,11.99,255.6,18.26,14,{10F78273-9201-4EE8-B782-739201DEE809},88.66,B+
7 - 1,49,Justin Herbert,QB,Hungry Dogs,308.99,19.31,380.76,22.4,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},88.54,B+
4 - 3,27,Josh Allen,QB,Pure Mature,377.5,23.59,402.58,23.68,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},88.36,B+
4 - 1,25,Joe Mixon,RB,Pitman OBJYN,240.4,17.17,287.9,17.99,16,{10F78273-9201-4EE8-B782-739201DEE809},88.35,B+
6 - 6,46,Tom Brady,QB,Seigaku FC,319.57,21.3,374.74,22.04,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},87.8,B+
7 - 7,55,Diontae Johnson,WR,Pleasant Valley Panthers,228.13,14.26,274.4,17.15,16,{8DC6CB03-411B-4540-86CB-03411B854029},85.61,B
11 - 7,87,Bills D/ST,D/ST,Pleasant Valley Panthers,117.5,6.91,154.0,9.06,17,{8DC6CB03-411B-4540-86CB-03411B854029},85.59,B
1 - 8,8,Tyreek Hill,WR,Pitman OBJYN,307.92,19.24,296.5,17.44,17,{10F78273-9201-4EE8-B782-739201DEE809},85.21,B
12 - 8,96,Damien Harris,RB,Hungry Dogs,176.85,11.79,210.1,14.01,15,{4656A2AD-A939-460B-96A2-ADA939760B8B},84.16,B
3 - 1,17,Stefon Diggs,WR,Hungry Dogs,302.15,18.88,285.5,16.79,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},83.86,B
8 - 8,64,Josh Jacobs,RB,Hungry Dogs,227.37,15.16,226.0,15.07,15,{4656A2AD-A939-460B-96A2-ADA939760B8B},83.25,B
8 - 6,62,Justin Tucker,K,Seigaku FC,142.55,8.39,161.0,9.47,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},83.23,B
10 - 2,74,Matt Gay,K,Pleasant Valley Panthers,140.39,8.26,157.0,9.24,17,{8DC6CB03-411B-4540-86CB-03411B854029},83.15,B
5 - 2,34,Mike Evans,WR,Sorry 🤷🏽‍♂️,243.84,15.24,262.5,16.41,16,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},83.08,B
8 - 5,61,Aaron Rodgers,QB,Abyss Diamond Eyes,321.95,20.12,333.3,20.83,16,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},82.88,B-
13 - 1,97,Matthew Stafford,QB,Hungry Dogs,282.97,17.69,329.74,19.4,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},82.45,B-
11 - 8,88,Brandin Cooks,WR,Pitman OBJYN,210.94,13.18,231.8,14.49,16,{10F78273-9201-4EE8-B782-739201DEE809},82.16,B-
5 - 1,33,George Kittle,TE,Hungry Dogs,225.23,14.08,198.0,14.14,14,{4656A2AD-A939-460B-96A2-ADA939760B8B},82.02,B-
4 - 6,30,Keenan Allen,WR,Seigaku FC,253.82,15.86,257.8,16.11,16,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},81.99,B-
3 - 7,23,Patrick Mahomes,QB,Pleasant Valley Panthers,369.41,23.09,361.66,21.27,17,{8DC6CB03-411B-4540-86CB-03411B854029},81.76,B-
6 - 8,48,Chris Godwin,WR,Hungry Dogs,225.84,15.06,242.4,17.31,14,{4656A2AD-A939-460B-96A2-ADA939760B8B},81.53,B-
8 - 2,58,Dak Prescott,QB,Pleasant Valley Panthers,344.05,21.5,320.56,20.04,16,{8DC6CB03-411B-4540-86CB-03411B854029},81.1,B-
8 - 1,57,DJ Moore,WR,Pitman OBJYN,225.21,14.08,237.5,13.97,17,{10F78273-9201-4EE8-B782-739201DEE809},81.09,B-
6 - 4,44,Tyler Lockett,WR,South East  Anbu ,244.32,15.27,241.4,15.09,16,{7C989087-DC3A-4135-A9F9-563E420927D1},81.03,B-
10 - 6,78,Rob Gronkowski,TE,Seigaku FC,148.18,9.26,171.2,14.27,12,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},80.96,B-
8 - 4,60,D'Andre Swift,RB,South East  Anbu ,233.55,15.57,208.9,16.07,13,{7C989087-DC3A-4135-A9F9-563E420927D1},80.81,B-
13 - 5,101,Joe Burrow,QB,South East  Anbu ,282.87,17.68,314.24,19.64,16,{7C989087-DC3A-4135-A9F9-563E420927D1},80.76,B-
11 - 3,83,Javonte Williams,RB,Seigaku FC,174.52,11.63,204.9,12.05,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},80.65,B-
6 - 5,45,Kyle Pitts,TE,Abyss Diamond Eyes,190.38,11.9,176.6,10.39,17,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},80.46,B-
9 - 4,68,Dallas Goedert,TE,Abyss Diamond Eyes,158.46,9.9,165.0,11.0,15,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},79.86,C+
1 - 7,7,Ezekiel Elliott,RB,Pleasant Valley Panthers,273.8,18.25,252.06,14.83,17,{8DC6CB03-411B-4540-86CB-03411B854029},79.65,C+
4 - 8,32,CeeDee Lamb,WR,Hungry Dogs,246.11,15.38,232.8,14.55,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},79.36,C+
14 - 6,110,Kirk Cousins,QB,Seigaku FC,248.11,15.51,300.34,18.77,16,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},79.04,C+
9 - 1,65,Tee Higgins,WR,Hungry Dogs,214.87,13.43,219.1,15.65,14,{4656A2AD-A939-460B-96A2-ADA939760B8B},79.01,C+
3 - 2,18,DK Metcalf,WR,Sorry 🤷🏽‍♂️,279.08,17.44,244.3,14.37,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},78.82,C+
7 - 2,50,David Montgomery,RB,Sorry 🤷🏽‍♂️,233.69,15.58,195.0,15.0,13,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},78.82,C+
15 - 6,118,Noah Fant,TE,Pure Mature,155.71,9.73,159.0,9.94,16,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},78.79,C+
6 - 1,41,Kyler Murray,QB,Pitman OBJYN,356.68,22.29,300.48,21.46,14,{10F78273-9201-4EE8-B782-739201DEE809},78.18,C+
15 - 1,113,Greg Zuerlein,K,Hungry Dogs,128.75,7.57,134.0,8.38,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},77.54,C+
2 - 7,15,Antonio Gibson,RB,Sorry 🤷🏽‍♂️,261.79,17.45,229.1,14.32,16,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},77.41,C+
9 - 6,70,Harrison Butker,K,Pure Mature,147.14,8.66,137.0,8.56,16,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},76.97,C
12 - 6,94,Darrell Henderson Jr.,RB,Seigaku FC,198.33,13.22,163.4,13.62,12,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},76.64,C
12 - 7,95,Tyler Boyd,WR,Sorry 🤷🏽‍♂️,210.15,13.13,183.84,11.49,16,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},76.6,C
2 - 2,10,Aaron Jones,RB,Pleasant Valley Panthers,265.22,17.68,229.0,15.27,15,{8DC6CB03-411B-4540-86CB-03411B854029},76.42,C
4 - 2,26,Terry McLaurin,WR,Pleasant Valley Panthers,256.21,16.01,213.5,12.56,17,{8DC6CB03-411B-4540-86CB-03411B854029},76.13,C
6 - 7,47,T.J. Hockenson,TE,Sorry 🤷🏽‍♂️,199.73,12.48,145.3,12.11,12,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},75.83,C
7 - 5,53,James Robinson,RB,South East  Anbu ,242.23,16.15,173.9,12.42,14,{7C989087-DC3A-4135-A9F9-563E420927D1},75.81,C
5 - 5,37,Amari Cooper,WR,South East  Anbu ,237.88,15.86,202.5,13.5,15,{7C989087-DC3A-4135-A9F9-563E420927D1},75.74,C
10 - 1,73,Buccaneers D/ST,D/ST,Pitman OBJYN,139.31,8.19,125.0,7.35,17,{10F78273-9201-4EE8-B782-739201DEE809},75.7,C
6 - 2,42,Adam Thielen,WR,Pleasant Valley Panthers,242.03,15.13,199.8,15.37,13,{8DC6CB03-411B-4540-86CB-03411B854029},75.67,C
15 - 5,117,Brandon McManus,K,South East  Anbu ,138.17,8.13,125.0,7.35,17,{7C989087-DC3A-4135-A9F9-563E420927D1},75.66,C
1 - 2,2,Alvin Kamara,RB,Sorry 🤷🏽‍♂️,298.58,19.91,234.7,18.05,13,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},75.6,C
2 - 8,16,Nick Chubb,RB,Hungry Dogs,260.03,17.34,215.3,15.38,14,{4656A2AD-A939-460B-96A2-ADA939760B8B},75.44,C
12 - 3,91,Ryan Tannehill,QB,Pure Mature,293.42,18.34,268.36,15.79,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},74.87,C
5 - 6,38,Myles Gaskin,RB,Pure Mature,190.35,12.69,173.6,10.21,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},74.8,C
11 - 6,86,49ers D/ST,D/ST,Pure Mature,116.38,6.85,120.0,7.06,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},74.55,C
2 - 1,9,Jalen Hurts,QB,Pitman OBJYN,293.69,19.58,312.16,20.81,15,{10F78273-9201-4EE8-B782-739201DEE809},74.14,C
15 - 2,114,Graham Gano,K,Sorry 🤷🏽‍♂️,135.01,7.94,119.0,7.0,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},74.05,C
6 - 3,43,DeVonta Smith,WR,Pure Mature,196.93,13.13,185.6,10.92,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},73.96,C
10 - 8,80,Chase Claypool,WR,Hungry Dogs,211.29,13.21,166.6,11.11,15,{4656A2AD-A939-460B-96A2-ADA939760B8B},73.92,C
12 - 2,90,Sony Michel,RB,Pleasant Valley Panthers,155.81,10.39,146.3,8.61,17,{8DC6CB03-411B-4540-86CB-03411B854029},73.84,C
9 - 8,72,Younghoe Koo,K,Pitman OBJYN,127.72,7.51,123.0,7.24,17,{10F78273-9201-4EE8-B782-739201DEE809},73.55,C
9 - 2,66,Brandon Aiyuk,WR,Sorry 🤷🏽‍♂️,218.66,13.67,170.3,10.02,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},73.04,C
1 - 3,3,Dalvin Cook,RB,Seigaku FC,306.7,21.91,206.3,15.87,13,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},71.79,C-
8 - 7,63,Russell Wilson,QB,Sorry 🤷🏽‍♂️,316.67,19.79,242.82,17.34,14,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},71.7,C-
9 - 5,69,Chase Edmonds,RB,South East  Anbu ,211.27,14.08,143.3,11.94,12,{7C989087-DC3A-4135-A9F9-563E420927D1},71.43,C-
14 - 4,108,Broncos D/ST,D/ST,South East  Anbu ,110.67,6.51,110.0,6.47,17,{7C989087-DC3A-4135-A9F9-563E420927D1},71.3,C-
10 - 3,75,Courtland Sutton,WR,Pure Mature,205.37,13.69,150.24,8.84,17,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},71.26,C-
3 - 4,20,A.J. Brown,WR,Abyss Diamond Eyes,271.79,16.99,180.9,13.92,13,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},71.06,C-
11 - 2,82,Mike Davis,RB,Sorry 🤷🏽‍♂️,202.36,13.49,138.2,8.13,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},71.02,C-
4 - 4,28,Darren Waller,TE,South East  Anbu ,241.26,15.08,133.5,12.14,11,{7C989087-DC3A-4135-A9F9-563E420927D1},70.16,C-
1 - 4,4,Derrick Henry,RB,Abyss Diamond Eyes,285.84,19.06,193.3,24.16,8,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},69.93,D+
12 - 5,93,Odell Beckham Jr.,WR,Abyss Diamond Eyes,198.9,15.3,129.1,9.22,14,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},69.9,D+
15 - 4,116,Kenyan Drake,RB,Abyss Diamond Eyes,172.33,11.49,102.5,8.54,12,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},69.86,D+
5 - 4,36,Lamar Jackson,QB,Abyss Diamond Eyes,338.93,22.6,239.98,20.0,12,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},69.82,D+
14 - 3,107,Laviska Shenault Jr.,WR,Pure Mature,204.38,12.77,127.0,7.94,16,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F},69.65,D+
11 - 1,81,Rams D/ST,D/ST,Hungry Dogs,111.79,6.58,105.0,6.18,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},69.64,D+
9 - 7,71,Robby Anderson,WR,Pleasant Valley Panthers,216.75,13.55,138.5,8.15,17,{8DC6CB03-411B-4540-86CB-03411B854029},69.53,D+
14 - 7,111,Browns D/ST,D/ST,Sorry 🤷🏽‍♂️,108.28,6.37,101.0,5.94,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},68.81,D+
7 - 8,56,Evan Engram,TE,Pitman OBJYN,106.8,8.22,102.5,6.83,15,{10F78273-9201-4EE8-B782-739201DEE809},68.31,D+
5 - 3,35,Robert Woods,WR,Seigaku FC,246.2,15.39,137.2,15.24,9,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},67.75,D+
11 - 4,84,Jason Myers,K,Abyss Diamond Eyes,140.2,8.25,98.0,5.76,17,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},67.6,D+
11 - 5,85,Kareem Hunt,RB,South East  Anbu ,182.47,12.16,110.0,13.75,8,{7C989087-DC3A-4135-A9F9-563E420927D1},67.39,D+
2 - 5,13,DeAndre Hopkins,WR,Abyss Diamond Eyes,291.75,18.23,147.2,14.72,10,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},66.93,D
13 - 3,99,DeVante Parker,WR,Seigaku FC,161.18,10.75,103.5,10.35,10,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},66.77,D
13 - 2,98,Khalil Herbert,RB,Sorry 🤷🏽‍♂️,11.12,0.74,78.9,4.93,16,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},66.04,D
