Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
1 - 8,8,Ja'Marr Chase,WR,Dak Stinks,289.45,20.67,403.0,23.71,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},100.0,A+
13 - 3,123,Brock Bowers,TE,I'm Batman,144.0,9.6,262.7,15.45,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},99.03,A+
6 - 5,55,Trey McBride,TE,3rd World Immigrant,182.3,12.15,249.8,15.61,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},95.87,A
10 - 7,97,Brian Thomas Jr.,WR,Division iPad,171.63,11.44,284.0,16.71,17,{A279F58E-795F-4115-B9F5-8E795F7115FC},93.74,A
7 - 5,65,George Kittle,TE,It's Britney's Bench,175.43,11.7,236.6,15.77,15,{30B3E10C-D363-4E74-8961-7D4829DE152A},93.32,A
2 - 7,17,Jahmyr Gibbs,RB,Division iPad,238.5,17.04,362.9,21.35,17,{A279F58E-795F-4115-B9F5-8E795F7115FC},92.56,A-
4 - 4,34,Lamar Jackson,QB,Olave Another,303.83,20.26,430.38,25.32,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},92.0,A-
16 - 10,160,Jerry Jeudy,WR,Metcalves of Steele,176.72,11.78,240.9,14.17,17,{5E530C03-3F19-48F0-A309-52B769E76347},91.72,A-
1 - 9,9,Justin Jefferson,WR,Patrick's Stars,282.2,18.81,317.48,18.68,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},91.26,A-
1 - 6,6,Amon-Ra St. Brown,WR,3rd World Immigrant,283.98,18.93,316.18,18.6,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},91.06,A-
4 - 8,38,De'Von Achane,RB,I'm Batman,211.07,15.08,299.9,17.64,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},90.39,A-
8 - 6,76,Terry McLaurin,WR,It's Britney's Bench,193.47,12.9,267.8,15.75,17,{30B3E10C-D363-4E74-8961-7D4829DE152A},90.38,A-
1 - 7,7,Saquon Barkley,RB,Olave Another,252.41,18.03,355.3,22.21,16,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},89.67,B+
2 - 9,19,Derrick Henry,RB,Chicken Fried Chicken Meal,225.04,16.07,336.4,19.79,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},89.5,B+
7 - 1,61,Joe Burrow,QB,Metcalves of Steele,278.72,18.58,372.82,21.93,17,{5E530C03-3F19-48F0-A309-52B769E76347},89.48,B+
