Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Jamaal Williams,RB,Brown Munde,111.84,7.99,221.4,13.02,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},98.95,A+
Taysom Hill,TE,Pain Inflictors,69.01,4.31,143.8,8.99,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},89.74,B+
Jerick McKinnon,RB,Bhambhwani Pawan Dilip,73.05,5.62,169.8,9.99,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},88.62,B+
Jared Goff,QB,2 Many Cooks,207.23,12.95,265.82,15.64,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},86.34,B
Chris Olave,WR,Pain Inflictors,144.77,9.05,163.7,10.91,15,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},86.09,B
Geno Smith,QB,2 Many Cooks,125.75,12.57,261.88,15.4,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},85.94,B
Zay Jones,WR,Pain Inflictors,89.31,5.58,158.6,9.91,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},85.01,B
Tyler Allgeier,RB,Stiff Armed and Dangerous,75.64,5.04,151.4,9.46,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},84.93,B
Daniel Jones,QB,The Chase Is On,222.93,14.86,251.0,15.69,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},84.86,B
Jeff Wilson Jr.,RB,The Chase Is On,45.4,3.03,147.5,9.22,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},84.15,B
Brett Maher,K,Team HebAchi,126.89,7.46,159.0,9.35,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},83.93,B
Latavius Murray,RB,Team HebAchi,0.0,0.0,140.7,10.82,13,{49094F84-F849-4173-B052-21E1CDEDB4EF},82.79,B-
Jakobi Meyers,WR,Team HebAchi,137.89,9.19,147.3,10.52,14,{49094F84-F849-4173-B052-21E1CDEDB4EF},82.63,B-
Christian Watson,WR,The Chase Is On,91.37,5.71,147.1,10.51,14,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},82.59,B-
Curtis Samuel,WR,Wakanda Forever,110.86,7.39,144.8,8.52,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},82.11,B-
Jason Myers,K,Pain Inflictors,123.34,7.26,154.0,9.06,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},81.29,B-
Donovan Peoples-Jones,WR,Wakanda Forever,87.97,5.5,136.6,8.04,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},80.38,B-
Isiah Pacheco,RB,Stiff Armed and Dangerous,59.32,3.95,128.5,7.56,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},80.35,B-
Joshua Palmer,WR,Wakanda Forever,123.87,7.74,134.8,8.43,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},80.0,B-
Jets D/ST,D/ST,Bhambhwani Pawan Dilip,91.1,5.36,140.8,8.28,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},79.02,C+
Younghoe Koo,K,THE BIGMADBLUE,126.75,7.46,149.0,8.76,17,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},78.64,C+
Mack Hollins,WR,Bhambhwani Pawan Dilip,67.7,4.23,125.66,7.39,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},78.07,C+
Gerald Everett,TE,Brown Munde,102.6,6.41,110.5,6.91,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},77.98,C+
Rachaad White,RB,Bhambhwani Pawan Dilip,84.05,5.6,114.1,6.71,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},77.46,C+
Khalil Herbert,RB,THE BIGMADBLUE,98.87,6.59,113.3,8.72,13,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},77.3,C+
Jaguars D/ST,D/ST,Stiff Armed and Dangerous,76.27,4.49,132.4,7.79,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},76.05,C
Chiefs D/ST,D/ST,Stiff Armed and Dangerous,73.77,4.34,132.1,7.77,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},75.94,C
Tyler Conklin,TE,Team HebAchi,68.14,4.26,102.5,6.03,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},75.15,C
Darius Slayton,WR,THE BIGMADBLUE,13.3,0.89,106.9,6.68,16,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},74.12,C
Greg Zuerlein,K,Brown Munde,120.96,7.12,138.0,8.12,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},72.83,C-
Bengals D/ST,D/ST,The Chase Is On,121.8,7.16,118.5,7.41,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},71.12,C-
Chuba Hubbard,RB,Team CTE,60.57,4.04,80.7,5.38,15,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},70.77,C-
Brock Purdy,QB,Pain Inflictors,0.0,0.0,98.26,10.92,9,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},69.58,D+
Treylon Burks,WR,Pain Inflictors,136.55,8.53,77.6,7.05,11,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},67.95,D+
Ryan Succop,K,2 Many Cooks,126.05,7.41,128.0,7.53,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},67.54,D+
Hayden Hurst,TE,Bhambhwani Pawan Dilip,104.46,6.53,79.4,6.11,13,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},66.99,D
Gus Edwards,RB,The Chase Is On,78.39,7.13,59.3,6.59,9,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},66.49,D
Zack Moss,RB,Pain Inflictors,30.53,2.04,59.0,4.54,13,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},66.43,D
Deshaun Watson,QB,THE BIGMADBLUE,99.32,16.55,66.58,11.1,6,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},66.41,D
Rondale Moore,WR,THE BIGMADBLUE,106.1,7.07,67.4,8.43,8,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},65.8,D
Van Jefferson,WR,Bhambhwani Pawan Dilip,115.27,7.68,66.9,6.08,11,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},65.69,D
Giants D/ST,D/ST,Team HebAchi,93.08,5.48,102.4,6.02,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},65.42,D
Zonovan Knight,RB,The Chase Is On,0.0,0.0,52.5,6.56,8,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},65.13,D
Isaiah Likely,TE,Team CTE,66.8,4.18,73.3,4.58,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},64.83,D
Greg Dulcich,TE,Team CTE,31.81,2.65,69.6,6.96,10,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},63.52,D
Gardner Minshew,QB,Pain Inflictors,29.4,7.35,33.82,6.76,5,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},63.13,D
Travis Homer,RB,THE BIGMADBLUE,19.94,1.33,35.1,3.51,10,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC},61.64,D-
Vikings D/ST,D/ST,Team HebAchi,102.91,6.05,88.8,5.22,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},60.6,D-
Wil Lutz,K,Brown Munde,124.82,7.34,108.0,6.35,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},56.97,F
