Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
15 - 9,149,Seahawks D/ST,D/ST,Vidhi's Spirited Team,178.74,10.51,240.7,15.04,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},100.0,A+
12 - 6,116,Texans D/ST,D/ST,Groot-o-Matic,186.14,10.95,225.0,14.06,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},98.88,A+
4 - 5,35,Jaxon Smith-Njigba,WR,Team HebAchi,196.94,11.58,292.5,18.28,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},94.98,A
4 - 2,32,Trey McBride,TE,Vidhi's Spirited Team,202.81,11.93,242.9,15.18,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},93.49,A
1 - 7,7,Christian McCaffrey,RB,Wakanda Forever,283.38,16.67,356.9,22.31,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},92.13,A-
1 - 10,10,Puka Nacua,WR,Pain Inflictors,246.4,14.49,290.5,19.37,15,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},92.1,A-
2 - 2,12,Jonathan Taylor,RB,Vidhi's Spirited Team,273.39,16.08,337.9,21.12,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},91.0,A-
7 - 7,67,George Pickens,WR,Wakanda Forever,185.57,10.92,244.5,15.28,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},90.9,A-
12 - 3,113,Broncos D/ST,D/ST,BB,203.51,11.97,196.6,12.29,16,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},90.31,A-
13 - 3,123,Travis Etienne Jr.,RB,Team CTE,164.54,9.68,232.6,14.54,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},90.28,A-
1 - 3,3,Bijan Robinson,RB,Team CTE,308.99,18.18,330.0,20.62,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},88.34,B+
9 - 1,81,Chris Olave,WR,Brown Munde,168.39,9.91,219.5,13.72,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},87.81,B+
10 - 6,96,Javonte Williams,RB,Groot-o-Matic,197.51,11.62,225.3,14.08,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},87.65,B+
13 - 6,126,Brandon Aubrey,K,Team HebAchi,143.07,8.42,187.6,11.72,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},87.24,B+
14 - 8,138,Vikings D/ST,D/ST,Team CTE,176.35,10.37,179.3,11.21,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},86.64,B
3 - 9,29,James Cook III,RB,Vidhi's Spirited Team,252.35,14.84,287.2,17.95,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},86.52,B
1 - 4,4,Jahmyr Gibbs,RB,Obi-Wan Jakobi,287.81,16.93,313.6,19.6,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},86.4,B
13 - 7,127,Patriots D/ST,D/ST,Wakanda Forever,168.6,9.92,178.4,11.15,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},86.39,B
12 - 10,120,Tommy Townsend,P,Brown Munde,175.7,10.34,186.5,11.66,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},85.86,B
2 - 5,15,De'Von Achane,RB,Team HebAchi,270.95,15.94,291.8,18.24,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},85.78,B
15 - 3,143,Drake Maye,QB,Team CTE,253.31,14.9,295.22,18.45,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},85.45,B
1 - 9,9,Amon-Ra St. Brown,WR,Vidhi's Spirited Team,232.52,13.68,246.1,15.38,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},85.33,B
16 - 2,152,Ka'imi Fairbairn,K,Vidhi's Spirited Team,136.64,8.04,168.0,12.0,14,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},84.77,B
17 - 3,163,Austin McNamara,P,Team CTE,168.34,9.9,176.12,11.01,16,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},84.06,B
3 - 5,25,Josh Allen,QB,Groot-o-Matic,347.99,20.47,334.62,20.91,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},83.92,B
11 - 4,104,Dak Prescott,QB,Obi-Wan Jakobi,258.36,15.2,293.08,18.32,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},83.41,B
13 - 1,121,Eagles D/ST,D/ST,Brown Munde,145.91,8.58,167.6,10.47,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},83.38,B
1 - 2,2,Ja'Marr Chase,WR,The Chase is on,282.07,16.59,233.0,15.53,15,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},83.33,B
15 - 2,142,Cameron Dicker,K,The Chase is on,144.76,8.52,163.0,10.19,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},82.94,B-
10 - 9,99,Caleb Williams,QB,The Chase is on,245.71,14.45,288.1,18.01,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},82.61,B-
14 - 3,133,Trevor Lawrence,QB,BB,254.37,14.96,277.38,17.34,16,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},82.34,B-
6 - 10,60,Bo Nix,QB,Brown Munde,274.59,16.15,281.3,17.58,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},81.59,B-
15 - 5,145,Kyle Pitts Sr.,TE,Groot-o-Matic,118.43,6.97,158.0,9.88,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},80.99,B-
5 - 7,47,D'Andre Swift,RB,Wakanda Forever,208.89,12.29,207.8,13.85,15,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},80.97,B-
16 - 6,156,Quinshon Judkins,RB,Groot-o-Matic,43.58,2.72,157.3,11.24,14,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},80.9,B-
2 - 1,11,Derrick Henry,RB,Pain Inflictors,273.76,16.1,259.9,16.24,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},80.61,B-
17 - 10,170,Tory Taylor,P,Pain Inflictors,159.44,9.38,156.0,9.75,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},80.58,B-
13 - 5,125,AJ Cole,P,Groot-o-Matic,182.67,10.75,155.0,10.33,15,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},80.41,B-
15 - 7,147,Bills D/ST,D/ST,Wakanda Forever,158.57,9.33,154.7,9.67,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},80.26,B-
11 - 6,106,Logan Cooke,P,Team HebAchi,184.71,10.87,152.5,9.53,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},79.98,C+
7 - 1,61,Jameson Williams,WR,Brown Munde,186.3,10.96,178.0,11.12,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},79.93,C+
4 - 3,33,Davante Adams,WR,BB,214.82,12.64,193.4,13.81,14,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},79.86,C+
10 - 10,100,Stefon Diggs,WR,Brown Munde,128.0,7.53,162.0,10.12,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},79.67,C+
10 - 1,91,Dallas Goedert,TE,Pain Inflictors,124.69,7.33,155.1,10.34,15,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},79.61,C+
9 - 9,89,Emeka Egbuka,WR,Vidhi's Spirited Team,147.53,8.68,164.4,10.28,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},79.4,C+
5 - 10,50,Courtland Sutton,WR,Pain Inflictors,190.25,11.19,182.2,11.39,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},79.29,C+
8 - 1,71,Jaylen Warren,RB,Pain Inflictors,220.84,12.99,185.7,12.38,15,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},79.21,C+
5 - 6,46,Breece Hall,RB,Team HebAchi,204.24,12.01,191.66,11.98,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},78.83,C+
10 - 5,95,Michael Pittman Jr.,WR,Team HebAchi,158.0,9.29,160.3,10.02,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},78.78,C+
12 - 5,115,Steelers D/ST,D/ST,Team HebAchi,191.2,11.25,152.1,9.51,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},78.68,C+
11 - 2,102,Corey Bojorquez,P,The Chase is on,182.18,10.72,144.0,9.0,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},78.51,C+
3 - 8,28,Kyren Williams,RB,BB,267.16,15.72,235.7,14.73,16,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},78.44,C+
7 - 6,66,Travis Kelce,TE,Team HebAchi,142.9,8.41,152.5,9.53,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},78.43,C+
14 - 2,132,Jared Goff,QB,Vidhi's Spirited Team,235.28,13.84,251.32,15.71,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},78.39,C+
8 - 3,73,Patrick Mahomes,QB,BB,298.62,17.57,253.18,18.08,14,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},78.21,C+
15 - 10,150,Chris Boswell,K,Pain Inflictors,139.45,8.2,138.0,8.62,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},78.2,C+
6 - 9,59,Tetairoa McMillan,WR,The Chase is on,194.11,11.42,168.4,10.53,16,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},78.09,C+
6 - 5,55,Zay Flowers,WR,Team HebAchi,196.15,11.54,172.5,10.78,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},78.02,C+
14 - 10,140,Chase McLaughlin,K,Brown Munde,147.79,8.69,141.0,8.81,16,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},78.02,C+
3 - 6,26,Jalen Hurts,QB,Team HebAchi,331.82,19.52,272.56,17.04,16,{49094F84-F849-4173-B052-21E1CDEDB4EF},77.89,C+
