Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
15 - 4,172,Sam LaPorta,TE,19th St Halal Cart,0.0,0.0,239.3,14.08,17,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},99.41,A+
2 - 2,14,CeeDee Lamb,WR,Pennoni Adjacent,0.0,0.0,337.7,19.86,17,{4FB9792B-D0E9-407C-A000-A60B0F30DB08},97.39,A+
6 - 2,62,Evan Engram,TE,Pennoni Adjacent,0.0,0.0,230.3,13.55,17,{4FB9792B-D0E9-407C-A000-A60B0F30DB08},94.57,A
1 - 7,7,Tyreek Hill,WR,Team Cogs,0.0,0.0,318.9,19.93,16,{91828F94-1966-4B65-828F-9419663B65D8},94.44,A
1 - 3,3,Christian McCaffrey,RB,Bli Erinker,0.0,0.0,357.8,22.36,16,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},94.43,A
10 - 4,112,Raheem Mostert,RB,Philadelphia British Army,0.0,0.0,255.2,17.01,15,{65213399-AD95-4113-B087-DAB0440DEF10},93.32,A
16 - 7,187,Ravens D/ST,D/ST,The Golden Receivers,0.0,0.0,190.0,11.18,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},91.75,A-
3 - 4,28,Josh Allen,QB,19th St Halal Cart,0.0,0.0,392.64,23.1,17,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},91.22,A-
13 - 5,149,Nico Collins,WR,PAI Alcoholics Anonymous ,0.0,0.0,220.4,14.69,15,{0CE04EAF-1603-4259-869A-A567F9953F44},90.93,A-
8 - 7,91,David Njoku,TE,The Golden Receivers,0.0,0.0,201.2,12.57,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},89.02,B+
6 - 1,61,Dak Prescott,QB,Book of MoreMoms,0.0,0.0,344.84,20.28,17,{5E530C03-3F19-48F0-A309-52B769E76347},88.74,B+
5 - 6,54,Breece Hall,RB,The Golden Receivers,0.0,0.0,252.5,14.85,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},88.7,B+
13 - 3,147,Cowboys D/ST,D/ST,Bli Erinker,0.0,0.0,189.0,11.12,17,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},88.67,B+
4 - 9,45,T.J. Hockenson,TE,19th St Halal Cart,0.0,0.0,219.0,14.6,15,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},88.53,B+
2 - 5,17,Amon-Ra St. Brown,WR,PAI India Division Manager,194.58,12.97,271.4,16.96,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},88.44,B+
5 - 5,53,George Kittle,TE,PAI Alcoholics Anonymous ,0.0,0.0,203.2,12.7,16,{0CE04EAF-1603-4259-869A-A567F9953F44},87.78,B+
16 - 11,191,Brock Purdy,QB,I'd_Tap_ That,0.0,0.0,295.6,18.48,16,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},87.22,B+
3 - 8,32,Lamar Jackson,QB,PAI India Division Manager,0.0,0.0,331.22,20.7,16,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},86.77,B
5 - 12,60,Mike Evans,WR,Book of MoreMoms,0.0,0.0,243.0,14.29,17,{5E530C03-3F19-48F0-A309-52B769E76347},86.71,B
14 - 1,157,Browns D/ST,D/ST,Book of MoreMoms,0.0,0.0,178.0,10.47,17,{5E530C03-3F19-48F0-A309-52B769E76347},86.54,B
6 - 5,65,Rachaad White,RB,PAI India Division Manager,0.0,0.0,235.9,13.88,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},86.47,B
1 - 8,8,Travis Kelce,TE,PAI India Division Manager,0.0,0.0,219.4,14.63,15,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},86.42,B
14 - 12,168,De'Von Achane,RB,Prahlad's Ghost,0.0,0.0,179.2,16.29,11,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},86.39,B
5 - 7,55,DJ Moore,WR,Team Cogs,0.0,0.0,240.5,14.15,17,{91828F94-1966-4B65-828F-9419663B65D8},86.32,B
3 - 2,26,Jalen Hurts,QB,I'd_Tap_ That,0.0,0.0,356.82,20.99,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},86.17,B
13 - 8,152,Jake Ferguson,TE,PAI India Division Manager,0.0,0.0,177.1,10.42,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},85.3,B
9 - 7,103,Cole Kmet,TE,Team Cogs,0.0,0.0,181.1,10.65,17,{91828F94-1966-4B65-828F-9419663B65D8},84.84,B
13 - 10,154,Jared Goff,QB,Came and Wentz,0.0,0.0,289.1,17.01,17,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7},84.69,B
7 - 4,76,David Montgomery,RB,19th St Halal Cart,0.0,0.0,199.2,14.23,14,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},84.42,B
7 - 6,78,Brandon Aiyuk,WR,The Golden Receivers,0.0,0.0,211.7,13.23,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},83.83,B
12 - 12,144,Jets D/ST,D/ST,Prahlad's Ghost,0.0,0.0,171.0,10.06,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},83.68,B
13 - 4,148,Bills D/ST,D/ST,19th St Halal Cart,0.0,0.0,171.0,10.06,17,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},83.68,B
6 - 8,68,James Cook,RB,PAI Alcoholics Anonymous ,0.0,0.0,210.7,12.39,17,{0CE04EAF-1603-4259-869A-A567F9953F44},83.45,B
3 - 10,34,Travis Etienne Jr.,RB,Came and Wentz,0.0,0.0,253.4,14.91,17,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7},83.11,B
4 - 5,41,Keenan Allen,WR,PAI India Division Manager,0.0,0.0,226.86,17.45,13,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},83.1,B
13 - 1,145,Jake Elliott,K,Prahlad's Ghost,137.05,8.06,153.0,9.0,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},82.97,B-
16 - 5,185,Cameron Dicker,K,PAI India Division Manager,135.83,7.99,149.0,8.76,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},82.87,B-
8 - 11,95,Brian Robinson Jr.,RB,I'd_Tap_ That,0.0,0.0,180.1,12.01,15,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},82.83,B-
15 - 5,173,Devin Singletary,RB,PAI Alcoholics Anonymous ,0.0,0.0,152.34,8.96,17,{0CE04EAF-1603-4259-869A-A567F9953F44},82.77,B-
11 - 7,127,Jaylen Warren,RB,Team Cogs,0.0,0.0,165.9,9.76,17,{91828F94-1966-4B65-828F-9419663B65D8},82.58,B-
8 - 2,86,D'Andre Swift,RB,Pennoni Adjacent,0.0,0.0,179.8,11.24,16,{4FB9792B-D0E9-407C-A000-A60B0F30DB08},82.38,B-
8 - 9,93,Michael Pittman Jr.,WR,19th St Halal Cart,0.0,0.0,195.7,12.23,16,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},82.09,B-
10 - 11,119,Justin Tucker,K,I'd_Tap_ That,143.49,8.44,154.0,9.06,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},81.86,B-
12 - 9,141,Harrison Butker,K,19th St Halal Cart,136.06,8.0,150.0,8.82,17,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},81.76,B-
6 - 10,70,Alvin Kamara,RB,Bli Erinker,0.0,0.0,195.5,15.04,13,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},81.68,B-
6 - 11,71,Isiah Pacheco,RB,I'd_Tap_ That,0.0,0.0,191.9,13.71,14,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},81.61,B-
16 - 1,181,Matt Gay,K,Book of MoreMoms,128.08,7.53,145.0,8.53,17,{5E530C03-3F19-48F0-A309-52B769E76347},81.57,B-
1 - 5,5,A.J. Brown,WR,PAI Alcoholics Anonymous ,0.0,0.0,236.6,13.92,17,{0CE04EAF-1603-4259-869A-A567F9953F44},81.54,B-
2 - 8,20,Joe Mixon,RB,PAI Alcoholics Anonymous ,0.0,0.0,241.0,14.18,17,{0CE04EAF-1603-4259-869A-A567F9953F44},81.37,B-
11 - 3,123,Tua Tagovailoa,QB,Bli Erinker,0.0,0.0,272.36,16.02,17,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},81.31,B-
10 - 5,113,Adam Thielen,WR,PAI India Division Manager,0.0,0.0,179.5,10.56,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},81.22,B-
14 - 9,165,Matthew Stafford,QB,19th St Halal Cart,0.0,0.0,243.1,16.21,15,{DC811D3C-5EC4-4818-8E91-66D1350A42D2},81.11,B-
15 - 6,174,Derek Carr,QB,The Golden Receivers,0.0,0.0,241.12,14.18,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},80.94,B-
9 - 11,107,Jakobi Meyers,WR,Pennoni Adjacent,0.0,0.0,183.08,11.44,16,{4FB9792B-D0E9-407C-A000-A60B0F30DB08},80.8,B-
8 - 5,89,Jordan Addison,WR,PAI India Division Manager,0.0,0.0,186.3,10.96,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},80.61,B-
2 - 10,22,Deebo Samuel,WR,Bli Erinker,0.0,0.0,213.7,14.25,15,{4406D5E2-027E-496A-8DB3-92E87CDFFD33},80.57,B-
11 - 2,122,Ezekiel Elliott,RB,I'd_Tap_ That,115.9,8.28,149.0,8.76,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},80.31,B-
12 - 8,140,Jason Myers,K,PAI Alcoholics Anonymous ,134.32,7.9,147.0,8.65,17,{0CE04EAF-1603-4259-869A-A567F9953F44},80.16,B-
4 - 7,43,Trevor Lawrence,QB,The Golden Receivers,0.0,0.0,262.54,16.41,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},80.08,B-
5 - 8,56,James Conner,RB,PAI India Division Manager,0.0,0.0,188.0,14.46,13,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},80.02,B-
10 - 2,110,Russell Wilson,QB,Pennoni Adjacent,0.0,0.0,256.9,17.13,15,{4FB9792B-D0E9-407C-A000-A60B0F30DB08},79.68,C+
12 - 11,143,Dolphins D/ST,D/ST,I'd_Tap_ That,0.0,0.0,155.0,9.12,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},79.25,C+
12 - 7,139,Dalton Kincaid,TE,The Golden Receivers,0.0,0.0,150.3,9.39,16,{4656A2AD-A939-460B-96A2-ADA939760B8B},79.14,C+
1 - 9,9,Stefon Diggs,WR,Philadelphia British Army,0.0,0.0,220.3,12.96,17,{65213399-AD95-4113-B087-DAB0440DEF10},78.99,C+
14 - 3,159,Brandon McManus,K,Came and Wentz,133.02,7.82,137.0,8.06,17,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7},78.92,C+
14 - 5,161,Tyler Allgeier,RB,PAI India Division Manager,0.0,0.0,128.6,7.56,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},78.89,C+
10 - 1,109,Dalton Schultz,TE,Book of MoreMoms,0.0,0.0,150.5,10.03,15,{5E530C03-3F19-48F0-A309-52B769E76347},78.52,C+
1 - 11,11,Derrick Henry,RB,Pennoni Adjacent,0.0,0.0,232.66,13.69,17,{4FB9792B-D0E9-407C-A000-A60B0F30DB08},78.17,C+
13 - 9,153,Evan McPherson,K,Philadelphia British Army,0.0,0.0,135.0,7.94,17,{65213399-AD95-4113-B087-DAB0440DEF10},78.16,C+
4 - 12,48,Amari Cooper,WR,Prahlad's Ghost,0.0,0.0,193.0,12.87,15,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},78.15,C+
12 - 4,136,49ers D/ST,D/ST,Philadelphia British Army,0.0,0.0,151.0,8.88,17,{65213399-AD95-4113-B087-DAB0440DEF10},78.11,C+
