Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
1 - 8,8,Justin Jefferson,WR,Champagne  Papi ,287.8,17.99,368.66,21.69,17,{E7893FEC-BC37-48CB-9509-34C663E71ADC},100.0,A+
3 - 8,24,Travis Kelce,TE,Champagne  Papi ,227.3,14.21,316.3,18.61,17,{E7893FEC-BC37-48CB-9509-34C663E71ADC},100.0,A+
3 - 1,17,Tyreek Hill,WR,Wut happened uh 🤷🏽‍♂️,246.45,15.4,347.2,20.42,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},99.49,A+
2 - 8,16,Davante Adams,WR,Wut happened uh 🤷🏽‍♂️,253.59,16.91,335.5,19.74,17,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5},97.43,A+
1 - 2,2,Austin Ekeler,RB,Seigaku FC,284.73,18.98,372.7,21.92,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},96.36,A
5 - 4,36,Josh Jacobs,RB,Pitman MaleManipulator,210.51,14.03,328.3,19.31,17,{10F78273-9201-4EE8-B782-739201DEE809},95.14,A
5 - 6,38,A.J. Brown,WR,The Hungry Dogs,220.85,13.8,299.6,17.62,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},94.19,A
1 - 3,3,Christian McCaffrey,RB,Abyss Diamond Eyes,309.94,22.14,356.36,20.96,17,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A},94.11,A
3 - 2,18,Stefon Diggs,WR,Seigaku FC,258.25,16.14,316.6,19.79,16,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},94.09,A
5 - 2,34,Patrick Mahomes,QB,Seigaku FC,352.02,22.0,417.4,24.55,17,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},93.91,A
3 - 6,22,CeeDee Lamb,WR,The Hungry Dogs,252.45,15.78,301.6,17.74,17,{4656A2AD-A939-460B-96A2-ADA939760B8B},93.75,A
4 - 4,28,T.J. Hockenson,TE,Pleasant Valley Panthers,168.03,10.5,215.4,12.67,17,{8DC6CB03-411B-4540-86CB-03411B854029},91.67,A-
9 - 2,66,Amon-Ra St. Brown,WR,Seigaku FC,208.86,13.05,267.6,16.73,16,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546},91.46,A-
6 - 1,41,Jalen Hurts,QB,Champagne  Papi ,318.51,21.23,378.04,25.2,15,{E7893FEC-BC37-48CB-9509-34C663E71ADC},90.7,A-
