Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Jordan Love,QB,Pickens Brown Hubbard @ Mahomes,264.55,15.56,235.14,15.68,15,{1E294587-F125-49A7-AD9D-7567C0C3DEE1},77.1,C+
Sam Darnold,QB,Pickens Brown Hubbard @ Mahomes,241.69,14.22,226.6,14.16,16,{1E294587-F125-49A7-AD9D-7567C0C3DEE1},75.9,C
Daniel Jones,QB,i just wasted $20,212.97,16.38,226.44,17.42,13,{3BBCE971-7F4C-4D6F-AC1B-79EFC1DACB23},75.87,C
Woody Marks,RB,The Real Kevin Nichols,73.35,4.31,144.3,9.62,15,{DFBF45BA-746C-4337-BF45-BA746C73373F},75.35,C
Jaxson Dart,QB,Matthew Golden's Goose,132.17,14.69,221.18,17.01,13,{432EA93E-0C1B-4AD7-AEA9-3E0C1B8AD7D1},75.13,C
Kyle Monangai,RB,Leafy Water,51.55,3.03,140.8,8.8,16,{E74CE5E4-052E-4573-8BBD-CEFBC6AFEF21},74.64,C
Jacoby Brissett,QB,The Real Kevin Nichols,2.24,0.13,211.82,16.29,13,{DFBF45BA-746C-4337-BF45-BA746C73373F},73.8,C
Cairo Santos,K,Dr@ft King$,140.6,8.27,127.0,9.07,14,{3389AE65-1498-46A0-8119-84AC1B8D92A9},73.42,C
Christian Watson,WR,Matthew Dorchak,50.0,5.0,132.4,13.24,10,{A6404CB9-25F0-4B29-804C-B925F0CB2975},72.56,C-
C.J. Stroud,QB,Pickens Brown Hubbard @ Mahomes,280.36,16.49,191.28,14.71,13,{1E294587-F125-49A7-AD9D-7567C0C3DEE1},70.9,C-
Wil Lutz,K,Steenage Mutant Ninja Turtles,135.38,7.96,116.0,7.25,16,{F52EDAFE-42E8-4DD6-9DB5-61536C3C6528},70.55,C-
Chimere Dike,WR,Matthew Dorchak,37.72,2.22,120.4,7.53,16,{A6404CB9-25F0-4B29-804C-B925F0CB2975},69.93,D+
Theo Johnson,TE,Dr@ft King$,122.05,7.18,127.8,8.52,15,{3389AE65-1498-46A0-8119-84AC1B8D92A9},69.78,D+
Zach Ertz,TE,Kevin Nichols The Third,141.79,8.34,126.4,9.72,13,{E95CA752-6CD0-4670-853B-0AA8A2FDF295},69.43,D+
Buccaneers D/ST,D/ST,Steenage Mutant Ninja Turtles,106.06,6.24,80.0,5.0,16,{F52EDAFE-42E8-4DD6-9DB5-61536C3C6528},67.27,D+
Michael Carter,RB,Matthew Dorchak,0.0,0.0,92.1,7.67,12,{A6404CB9-25F0-4B29-804C-B925F0CB2975},64.86,D
Brenton Strange,TE,Kevin Nichols The Third,139.46,8.2,100.8,9.16,11,{E95CA752-6CD0-4670-853B-0AA8A2FDF295},63.01,D
Adonai Mitchell,WR,Steenage Mutant Ninja Turtles,84.4,4.96,87.9,5.86,15,{F52EDAFE-42E8-4DD6-9DB5-61536C3C6528},62.8,D-
Dylan Sampson,RB,Matthew Dorchak,199.2,11.72,81.2,5.8,14,{A6404CB9-25F0-4B29-804C-B925F0CB2975},62.67,D-
Chris Rodriguez Jr.,RB,Steenage Mutant Ninja Turtles,33.91,1.99,76.7,6.39,12,{F52EDAFE-42E8-4DD6-9DB5-61536C3C6528},61.76,D-
Giants D/ST,D/ST,Dr@ft King$,104.39,6.14,55.0,3.44,16,{3389AE65-1498-46A0-8119-84AC1B8D92A9},58.62,F
Raiders D/ST,D/ST,Kevin Nichols The Third,58.3,3.43,55.0,3.44,16,{E95CA752-6CD0-4670-853B-0AA8A2FDF295},58.62,F
Devin Neal,RB,Steenage Mutant Ninja Turtles,52.1,3.06,60.0,6.0,10,{F52EDAFE-42E8-4DD6-9DB5-61536C3C6528},58.41,F
Shedeur Sanders,QB,Dr@ft King$,55.96,13.99,79.86,11.41,7,{3389AE65-1498-46A0-8119-84AC1B8D92A9},55.13,F
Cowboys D/ST,D/ST,Pickens Brown Hubbard @ Mahomes,60.15,3.54,33.0,2.06,16,{1E294587-F125-49A7-AD9D-7567C0C3DEE1},51.0,F
