Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
14 - 9,139,Eagles D/ST,D/ST,Pain Inflictors,320.66,18.86,278.2,16.36,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},100.0,A+
1 - 9,9,Ja'Marr Chase,WR,The Chase is on,237.35,16.95,347.0,20.41,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},98.28,A+
15 - 9,149,Bengals D/ST,D/ST,The Chase is on,319.93,18.82,248.5,14.62,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},96.17,A
5 - 6,46,Lamar Jackson,QB,Team HebAchi,272.65,18.18,418.88,24.64,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},93.27,A
12 - 4,114,Steelers D/ST,D/ST,Brown Munde,353.79,20.81,241.3,14.19,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},92.44,A-
12 - 5,115,Browns D/ST,D/ST,Team HebAchi,322.98,19.0,237.1,13.95,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},91.34,A-
11 - 3,103,Cowboys D/ST,D/ST,BB,347.68,20.45,236.9,13.94,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},90.75,A-
12 - 9,119,Brian Thomas Jr.,WR,Pain Inflictors,141.16,9.41,243.5,14.32,17,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},90.46,A-
2 - 4,14,Jahmyr Gibbs,RB,Brown Munde,213.72,15.27,338.9,19.94,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},89.77,B+
16 - 3,153,Bears D/ST,D/ST,Vidhi's Spirited Team,339.56,19.97,223.6,13.15,17,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},89.73,B+
12 - 6,116,Brock Bowers,TE,Team CTE,115.89,7.73,208.2,12.25,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},89.69,B+
13 - 4,124,Brandon Aubrey,K,Groot-o-Matic,142.84,8.4,190.0,11.18,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},89.46,B+
3 - 1,21,Derrick Henry,RB,Cooper Troopers,213.97,15.28,328.9,19.35,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},89.36,B+
2 - 3,13,Saquon Barkley,RB,Vidhi's Spirited Team,230.07,16.43,343.8,21.49,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},89.22,B+
12 - 10,120,Ravens D/ST,D/ST,Cooper Troopers,345.05,20.3,227.6,13.39,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},88.97,B+
16 - 5,155,Lions D/ST,D/ST,Team HebAchi,305.64,17.98,216.7,12.75,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},87.99,B+
13 - 10,130,Jets D/ST,D/ST,Wakanda Forever,332.11,19.54,222.8,13.11,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},87.64,B+
7 - 9,69,Joe Burrow,QB,The Chase is on,248.52,16.57,346.82,20.4,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},87.27,B+
14 - 3,133,Saints D/ST,D/ST,Vidhi's Spirited Team,321.52,18.91,220.1,12.95,17,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},86.89,B
4 - 8,38,De'Von Achane,RB,BB,188.26,13.45,262.4,15.44,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},86.63,B
9 - 5,85,Terry McLaurin,WR,Team CTE,156.41,10.43,228.3,13.43,17,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},86.49,B
11 - 2,102,Chase Brown,RB,Pain Inflictors,146.65,10.48,228.0,14.25,16,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04},86.19,B
1 - 7,7,Justin Jefferson,WR,Brown Munde,229.38,15.29,268.98,15.82,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},86.13,B
11 - 7,107,Bucky Irving,RB,Brown Munde,99.1,7.08,220.9,12.99,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},86.06,B
5 - 9,49,George Kittle,TE,The Chase is on,144.43,9.63,197.6,13.17,15,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},85.95,B
14 - 4,134,Jared Goff,QB,Brown Munde,213.21,14.21,315.96,18.59,17,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9},85.8,B
12 - 7,117,49ers D/ST,D/ST,Groot-o-Matic,321.59,18.92,215.5,12.68,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},85.59,B
16 - 2,152,Ka'imi Fairbairn,K,The Chase is on,141.05,8.3,165.0,9.71,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},85.16,B
11 - 1,101,Chuba Hubbard,RB,Cooper Troopers,121.62,8.69,220.1,14.67,15,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},85.07,B
1 - 3,3,Bijan Robinson,RB,BB,261.31,18.67,311.2,18.31,17,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},84.96,B
3 - 9,29,Josh Jacobs,RB,The Chase is on,196.54,14.04,275.1,16.18,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},84.94,B
5 - 4,44,Josh Allen,QB,Groot-o-Matic,293.6,19.57,374.54,22.03,17,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},84.83,B
1 - 6,6,Amon-Ra St. Brown,WR,Team HebAchi,229.46,15.3,260.18,15.3,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},84.76,B
12 - 2,112,Jayden Daniels,QB,The Chase is on,223.55,14.9,317.32,18.67,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},83.86,B
5 - 3,43,Trey McBride,TE,BB,141.07,9.4,194.3,12.14,16,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},83.77,B
16 - 10,160,Falcons D/ST,D/ST,Cooper Troopers,301.78,17.75,199.8,11.75,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},83.37,B
11 - 9,109,Courtland Sutton,WR,The Chase is on,154.14,10.28,199.8,11.75,17,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC},83.23,B
14 - 1,131,Dolphins D/ST,D/ST,Wakanda Forever,332.84,19.58,205.5,12.09,17,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},82.84,B-
2 - 10,20,Drake London,WR,Cooper Troopers,184.14,12.28,230.8,13.58,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},82.7,B-
7 - 4,64,James Conner,RB,Groot-o-Matic,161.68,12.44,230.3,14.39,16,{CFED3745-01A7-4D35-B869-DD322FB8CCE1},82.63,B-
9 - 6,86,Jaxon Smith-Njigba,WR,Team HebAchi,153.92,10.26,203.0,11.94,17,{49094F84-F849-4173-B052-21E1CDEDB4EF},82.55,B-
10 - 1,91,Ladd McConkey,WR,Wakanda Forever,146.36,9.76,201.9,12.62,16,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC},82.37,B-
15 - 1,141,Jake Bates,K,Cooper Troopers,136.77,8.05,157.0,9.24,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},82.23,B-
4 - 6,36,Malik Nabers,WR,Team CTE,181.63,12.11,221.1,14.74,15,{65AA71E4-A3D5-46CC-A222-C0C93E886D81},81.68,B-
12 - 3,113,J.K. Dobbins,RB,Vidhi's Spirited Team,140.67,10.82,176.3,13.56,13,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},81.22,B-
3 - 8,28,James Cook,RB,Vidhi's Spirited Team,197.88,14.13,253.7,15.86,16,{8AA85666-1E0A-41B3-8FEF-E502B1D08914},81.19,B-
9 - 3,83,David Montgomery,RB,BB,166.97,11.93,203.72,14.55,14,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3},81.05,B-
