Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Draft Grade,Letter Grade
2 - 8,22,CeeDee Lamb,WR,Peter Pan + the Lost Boys ,0.0,0.0,335.7,19.75,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},98.63,A+
13 - 1,169,Raheem Mostert,RB,The  Dream crusher,0.0,0.0,255.2,17.01,15,{600C56A6-5DB0-42B1-8C56-A65DB022B176},96.55,A
1 - 4,4,Christian McCaffrey,RB,Maid of Honor,0.0,0.0,357.8,22.36,16,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},95.56,A
1 - 7,7,Tyreek Hill,WR,Peter Pan + the Lost Boys ,0.0,0.0,316.9,19.81,16,{D1128929-4E7D-4D10-9289-294E7DBD10E2},94.7,A
13 - 2,170,Nico Collins,WR,the   jadey bunch,0.0,0.0,220.4,14.69,15,{BC7B9B1D-2B32-43B6-B744-17B9B386108B},93.0,A
3 - 3,31,Amon-Ra St. Brown,WR,Wu-Tangs Killabeez,194.41,12.96,271.4,16.96,16,{8BED9748-9839-4F55-AD97-4898394F5553},90.43,A-
2 - 6,20,Jalen Hurts,QB,Toon Squad,0.0,0.0,356.82,20.99,17,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},89.08,B+
1 - 12,12,Josh Allen,QB,Crazy Kat,0.0,0.0,392.64,23.1,17,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},88.99,B+
5 - 7,63,Dak Prescott,QB,Peter Pan + the Lost Boys ,0.0,0.0,342.84,20.17,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},88.8,B+
12 - 8,162,Ravens D/ST,D/ST,Peter Pan + the Lost Boys ,0.0,0.0,172.0,10.12,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},88.59,B+
14 - 11,193,Gus Edwards,RB,Maid of Honor,0.0,0.0,181.0,10.65,17,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},88.29,B+
14 - 7,189,De'Von Achane,RB,Off Script ,0.0,0.0,177.2,16.11,11,{BF8C828B-DE26-4592-8C82-8BDE2675929B},87.78,B+
5 - 2,58,Rachaad White,RB,the   jadey bunch,0.0,0.0,235.9,13.88,17,{BC7B9B1D-2B32-43B6-B744-17B9B386108B},87.38,B+
12 - 4,158,Jerome Ford,RB,Team Sunshine,0.0,0.0,189.2,11.13,17,{1AE08E91-6882-4C36-A08E-9168821C36D0},87.34,B+
8 - 11,109,Brock Purdy,QB,Maid of Honor,0.0,0.0,295.6,18.48,16,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},87.33,B+
