Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 10,10,Saquon Barkley,RB,Team BB,236.36,16.88,309.5,23.81,13,100.0,A+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
1 - 5,5,Ja'Marr Chase,WR,Bhals,247.81,17.7,285.9,21.99,13,97.81,A+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
13 - 3,123,Brock Bowers,TE,Meet the Nabers,145.79,9.72,210.7,16.21,13,95.57,A,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
2 - 4,14,Derrick Henry,RB,"All Barkley, No Bite",220.35,15.74,260.7,20.05,13,94.19,A,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
14 - 6,136,Chuba Hubbard,RB,Bhals,123.64,8.83,188.7,14.52,13,94.14,A,{0E22E7FC-569B-49C8-A313-22E034A6865F}
5 - 8,48,Lamar Jackson,QB,Hark,290.29,19.35,315.9,24.3,13,93.87,A,{8BF15A87-7793-43C2-B15A-87779313C26A}
4 - 4,34,Joe Mixon,RB,"All Barkley, No Bite",202.35,14.45,212.6,21.26,10,90.8,A-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
7 - 6,66,George Kittle,TE,NoHalfSends,179.18,11.95,198.1,16.51,12,90.65,A-,{6A39F767-40D1-4825-B0A7-1D20433A3184}
3 - 2,22,Josh Allen,QB,THE BIGMADBLUE,303.43,20.23,299.12,23.01,13,90.4,A-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
8 - 6,76,Joe Burrow,QB,Bhals,261.71,17.45,274.04,21.08,13,90.32,A-,{0E22E7FC-569B-49C8-A313-22E034A6865F}
15 - 1,141,Jared Goff,QB,BurgerBoyz,222.33,14.82,217.0,16.69,13,90.15,A-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
4 - 2,32,Alvin Kamara,RB,Still Rollin',201.51,14.39,223.3,17.18,13,89.6,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
9 - 1,81,David Montgomery,RB,BurgerBoyz,170.46,12.18,200.22,15.4,13,89.42,B+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
9 - 5,85,Jayden Daniels,QB,Bhals,240.45,16.03,249.26,19.17,13,89.15,B+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
7 - 5,65,Terry McLaurin,WR,Bhals,161.73,10.78,183.3,14.1,13,88.8,B+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
3 - 5,25,Josh Jacobs,RB,Bhals,201.67,14.41,220.8,16.98,13,88.45,B+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
2 - 6,16,Jahmyr Gibbs,RB,Bhals,218.2,15.59,224.8,17.29,13,88.07,B+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
14 - 9,139,Steelers D/ST,D/ST,THE BIGMADBLUE,174.94,10.29,168.0,12.92,13,88.02,B+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
11 - 6,106,Brian Thomas Jr.,WR,NoHalfSends,144.22,9.61,158.1,12.16,13,87.71,B+,{6A39F767-40D1-4825-B0A7-1D20433A3184}
10 - 7,97,Chase Brown,RB,Team Padodara,148.67,10.62,181.7,13.98,13,87.66,B+,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E}
16 - 10,160,Eagles D/ST,D/ST,BurgerBoyz,129.4,7.61,142.0,10.92,13,87.62,B+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
2 - 2,12,Kyren Williams,RB,Still Rollin',221.98,15.86,227.0,16.21,14,87.6,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
16 - 5,155,Ka'imi Fairbairn,K,NoHalfSends,137.24,8.07,140.0,10.77,13,86.65,B,{6A39F767-40D1-4825-B0A7-1D20433A3184}
1 - 3,3,Bijan Robinson,RB,Meet the Nabers,268.16,19.15,226.3,17.41,13,85.81,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
14 - 3,133,J.K. Dobbins,RB,Hark,143.79,11.06,156.0,14.18,11,85.71,B,{8BF15A87-7793-43C2-B15A-87779313C26A}
2 - 5,15,Jalen Hurts,QB,NoHalfSends,301.34,20.09,265.98,20.46,13,85.66,B,{6A39F767-40D1-4825-B0A7-1D20433A3184}
5 - 1,41,De'Von Achane,RB,BurgerBoyz,191.69,13.69,198.9,15.3,13,85.41,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
10 - 3,93,Jaxon Smith-Njigba,WR,Hark,157.76,10.52,167.7,12.9,13,85.11,B,{8BF15A87-7793-43C2-B15A-87779313C26A}
1 - 6,6,Justin Jefferson,WR,NoHalfSends,240.23,16.02,207.68,15.98,13,84.99,B,{6A39F767-40D1-4825-B0A7-1D20433A3184}
6 - 2,52,Trey McBride,TE,Still Rollin',185.29,12.35,181.3,15.11,12,84.72,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
13 - 1,121,Jerry Jeudy,WR,BurgerBoyz,150.61,10.04,160.9,12.38,13,84.72,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
5 - 2,42,James Conner,RB,THE BIGMADBLUE,165.4,12.72,183.6,14.12,13,84.12,B,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
7 - 10,70,Aaron Jones,RB,Team BB,172.15,12.3,172.0,13.23,13,83.88,B,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
14 - 10,140,Jordan Mason,RB,BurgerBoyz,78.01,6.0,115.5,9.62,12,83.46,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
11 - 2,102,Khalil Shakir,WR,THE BIGMADBLUE,125.9,8.39,129.4,10.78,12,82.89,B-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
