Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 3,3,Christian McCaffrey,RB,Bli Erinker,0.0,0.0,357.8,22.36,16,100.0,A+,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
16 - 11,191,Brock Purdy,QB,I'd_Tap_ That,0.0,0.0,295.6,18.48,16,97.31,A+,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
2 - 2,14,CeeDee Lamb,WR,Pennoni Adjacent,0.0,0.0,337.7,19.86,17,96.42,A,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
1 - 7,7,Tyreek Hill,WR,Team Cogs,0.0,0.0,318.9,19.93,16,94.46,A,{91828F94-1966-4B65-828F-9419663B65D8}
3 - 4,28,Josh Allen,QB,19th St Halal Cart,0.0,0.0,392.64,23.1,17,93.72,A,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
10 - 4,112,Raheem Mostert,RB,Philadelphia British Army,0.0,0.0,255.2,17.01,15,93.19,A,{65213399-AD95-4113-B087-DAB0440DEF10}
15 - 4,172,Sam LaPorta,TE,19th St Halal Cart,0.0,0.0,239.3,14.08,17,91.45,A-,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
6 - 1,61,Dak Prescott,QB,Book of MoreMoms,0.0,0.0,344.84,20.28,17,90.86,A-,{5E530C03-3F19-48F0-A309-52B769E76347}
11 - 3,123,Tua Tagovailoa,QB,Bli Erinker,0.0,0.0,272.36,16.02,17,90.09,A-,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
3 - 2,26,Jalen Hurts,QB,I'd_Tap_ That,0.0,0.0,356.82,20.99,17,89.78,B+,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
13 - 10,154,Jared Goff,QB,Came and Wentz,0.0,0.0,289.1,17.01,17,89.5,B+,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
2 - 5,17,Amon-Ra St. Brown,WR,PAI India Division Manager,194.58,12.97,271.4,16.96,16,87.97,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
10 - 2,110,Russell Wilson,QB,Pennoni Adjacent,0.0,0.0,256.9,17.13,15,87.64,B+,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
3 - 8,32,Lamar Jackson,QB,PAI India Division Manager,0.0,0.0,331.22,20.7,16,87.56,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
5 - 6,54,Breece Hall,RB,The Golden Receivers,0.0,0.0,252.5,14.85,17,87.05,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
14 - 9,165,Matthew Stafford,QB,19th St Halal Cart,0.0,0.0,243.1,16.21,15,86.88,B,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
13 - 5,149,Nico Collins,WR,PAI Alcoholics Anonymous ,0.0,0.0,220.4,14.69,15,86.7,B,{0CE04EAF-1603-4259-869A-A567F9953F44}
15 - 6,174,Derek Carr,QB,The Golden Receivers,0.0,0.0,241.12,14.18,17,86.28,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
14 - 12,168,De'Von Achane,RB,Prahlad's Ghost,0.0,0.0,179.2,16.29,11,85.85,B,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
5 - 12,60,Mike Evans,WR,Book of MoreMoms,0.0,0.0,243.0,14.29,17,85.67,B,{5E530C03-3F19-48F0-A309-52B769E76347}
9 - 3,99,Geno Smith,QB,Bli Erinker,0.0,0.0,226.76,15.12,15,85.4,B,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
5 - 7,55,DJ Moore,WR,Team Cogs,0.0,0.0,240.5,14.15,17,85.29,B,{91828F94-1966-4B65-828F-9419663B65D8}
4 - 5,41,Keenan Allen,WR,PAI India Division Manager,0.0,0.0,226.86,17.45,13,84.62,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
16 - 7,187,Ravens D/ST,D/ST,The Golden Receivers,0.0,0.0,190.0,11.18,17,84.07,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 10,34,Travis Etienne Jr.,RB,Came and Wentz,0.0,0.0,253.4,14.91,17,83.7,B,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
6 - 5,65,Rachaad White,RB,PAI India Division Manager,0.0,0.0,235.9,13.88,17,82.94,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
2 - 8,20,Joe Mixon,RB,PAI Alcoholics Anonymous ,0.0,0.0,241.0,14.18,17,82.76,B-,{0CE04EAF-1603-4259-869A-A567F9953F44}
2 - 12,24,Patrick Mahomes,QB,Prahlad's Ghost,0.0,0.0,282.22,17.64,16,82.59,B-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
1 - 5,5,A.J. Brown,WR,PAI Alcoholics Anonymous ,0.0,0.0,236.6,13.92,17,82.41,B-,{0CE04EAF-1603-4259-869A-A567F9953F44}
8 - 7,91,David Njoku,TE,The Golden Receivers,0.0,0.0,201.2,12.57,16,82.11,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
6 - 2,62,Evan Engram,TE,Pennoni Adjacent,0.0,0.0,230.3,13.55,17,81.96,B-,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
7 - 6,78,Brandon Aiyuk,WR,The Golden Receivers,0.0,0.0,211.7,13.23,16,81.58,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
9 - 11,107,Jakobi Meyers,WR,Pennoni Adjacent,0.0,0.0,183.08,11.44,16,81.5,B-,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
4 - 9,45,T.J. Hockenson,TE,19th St Halal Cart,0.0,0.0,219.0,14.6,15,81.36,B-,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
1 - 11,11,Derrick Henry,RB,Pennoni Adjacent,0.0,0.0,232.66,13.69,17,81.3,B-,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
8 - 9,93,Michael Pittman Jr.,WR,19th St Halal Cart,0.0,0.0,195.7,12.23,16,81.3,B-,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
4 - 7,43,Trevor Lawrence,QB,The Golden Receivers,0.0,0.0,262.54,16.41,16,81.21,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
7 - 4,76,David Montgomery,RB,19th St Halal Cart,0.0,0.0,199.2,14.23,14,80.87,B-,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
1 - 2,2,Ja'Marr Chase,WR,I'd_Tap_ That,0.0,0.0,212.72,13.3,16,80.38,B-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
1 - 8,8,Travis Kelce,TE,PAI India Division Manager,0.0,0.0,219.4,14.63,15,80.32,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 3,39,Justin Herbert,QB,Came and Wentz,0.0,0.0,235.66,18.13,13,80.17,B-,{C184521A-CEAF-42DB-8452-1ACEAFE2DBB7}
