Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
16 - 14,224,Daniel Jones,QB,Maid of Honor,252.4,16.83,289.0,18.06,16,100.0,A+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
6 - 5,75,Jalen Hurts,QB,The Truth Hurts,318.51,21.23,378.04,25.2,15,97.49,A+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 14,42,Patrick Mahomes,QB,The  Dream crusher,352.02,22.0,416.9,24.52,17,95.25,A,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
1 - 3,3,Austin Ekeler,RB,Saving Private Ryan,251.86,16.79,319.2,18.78,17,94.53,A,{A8781626-DB52-4D55-B816-26DB528D55B6}
1 - 2,2,Christian McCaffrey,RB,Crazy Kat,265.15,18.94,313.86,18.46,17,94.38,A,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
3 - 2,30,Josh Allen,QB,Crazy Kat,374.63,23.41,395.52,24.72,16,93.91,A,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
7 - 7,91,Joe Burrow,QB,Breece’s  Pieces,294.45,18.4,350.7,21.92,16,93.16,A,{AB606613-7901-4CE2-A066-1379013CE29D}
15 - 12,208,Trevor Lawrence,QB,Wu-Tangs Killabeez,260.71,16.29,295.62,17.39,17,93.04,A,{8BED9748-9839-4F55-AD97-4898394F5553}
1 - 5,5,Justin Jefferson,WR,the   jadey bunch,238.33,14.9,304.66,17.92,17,92.84,A-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
2 - 3,17,Tyreek Hill,WR,Wu-Tangs Killabeez,202.54,12.66,287.7,16.92,17,91.8,A-,{8BED9748-9839-4F55-AD97-4898394F5553}
3 - 13,41,Josh Jacobs,RB,Lucky #13s,191.82,12.79,301.8,17.75,17,91.56,A-,{1AE08E91-6882-4C36-A08E-9168821C36D0}
13 - 5,173,Justin Fields,QB,the   jadey bunch,253.09,15.82,295.98,19.73,15,91.32,A-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
2 - 1,15,Travis Kelce,TE,The  Dream crusher,184.05,11.5,261.3,15.37,17,90.89,A-,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
1 - 6,6,Derrick Henry,RB,Dirty Tone and  The Boys,250.1,16.67,286.26,17.89,16,90.07,A-,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
1 - 9,9,Davante Adams,WR,Team Rodriguez,205.3,13.69,285.5,16.79,17,89.86,B+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
2 - 9,23,Stefon Diggs,WR,Dirty Tone and  The Boys,211.88,13.24,262.6,16.41,16,88.67,B+,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
9 - 9,121,Kirk Cousins,QB,Team Rodriguez,269.17,16.82,291.58,17.15,17,87.35,B+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
11 - 4,144,Jamaal Williams,RB,Need a New Name,111.46,7.96,219.9,12.94,17,87.24,B+,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
2 - 10,24,Saquon Barkley,RB,the   jadey bunch,202.04,14.43,255.5,15.97,16,86.95,B,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
3 - 6,34,Nick Chubb,RB,Dirty Tone and  The Boys,202.77,13.52,267.9,15.76,17,86.78,B,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
8 - 3,101,Tom Brady,QB,Wu-Tangs Killabeez,306.83,19.18,271.66,15.98,17,86.2,B,{8BED9748-9839-4F55-AD97-4898394F5553}
2 - 5,19,CeeDee Lamb,WR,The Truth Hurts,209.12,13.07,248.1,14.59,17,85.86,B,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 9,37,A.J. Brown,WR,Team Rodriguez,184.42,11.53,255.6,15.04,17,85.61,B,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
5 - 14,70,Tony Pollard,RB,The  Dream crusher,157.21,10.48,229.3,14.33,16,85.09,B,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
4 - 13,55,Amon-Ra St. Brown,WR,Crazy Kat,168.9,10.56,214.6,13.41,16,84.63,B,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
13 - 13,181,Tua Tagovailoa,QB,Lucky #13s,271.03,16.94,230.92,17.76,13,84.15,B,{1AE08E91-6882-4C36-A08E-9168821C36D0}
5 - 1,57,Justin Herbert,QB,Maid of Honor,328.04,20.5,280.26,16.49,17,83.99,B,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
4 - 10,52,Amari Cooper,WR,the   jadey bunch,159.91,9.99,207.0,12.18,17,82.6,B-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
5 - 13,69,Lamar Jackson,QB,Lucky #13s,316.41,19.78,236.08,18.16,13,81.78,B-,{1AE08E91-6882-4C36-A08E-9168821C36D0}
6 - 13,83,Rhamondre Stevenson,RB,Crazy Kat,162.38,10.83,214.6,12.62,17,81.3,B-,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
10 - 7,133,Dak Prescott,QB,Peter Pan + the Lost Boys ,306.52,19.16,198.6,16.55,12,81.13,B-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
2 - 8,22,Aaron Jones,RB,Breece’s  Pieces,213.26,15.23,219.1,12.89,17,80.65,B-,{AB606613-7901-4CE2-A066-1379013CE29D}
6 - 3,73,DeVonta Smith,WR,Wu-Tangs Killabeez,159.9,9.99,207.1,12.18,17,80.59,B-,{8BED9748-9839-4F55-AD97-4898394F5553}
3 - 11,39,Jaylen Waddle,WR,Free  Brady,175.39,10.96,221.7,13.04,17,80.35,B-,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
9 - 12,124,Kenneth Walker III,RB,Wu-Tangs Killabeez,116.56,8.33,189.0,12.6,15,80.22,B-,{8BED9748-9839-4F55-AD97-4898394F5553}
7 - 12,96,Miles Sanders,RB,Wu-Tangs Killabeez,172.35,12.31,206.7,12.16,17,80.08,B-,{8BED9748-9839-4F55-AD97-4898394F5553}
1 - 7,7,Ja'Marr Chase,WR,Breece’s  Pieces,234.2,14.64,198.9,16.57,12,79.75,C+,{AB606613-7901-4CE2-A066-1379013CE29D}
1 - 8,8,Joe Mixon,RB,Peter Pan + the Lost Boys ,237.97,15.86,209.5,14.96,14,79.39,C+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
6 - 4,74,Christian Kirk,WR,Free  Brady,159.39,9.96,199.9,11.76,17,79.35,C+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
7 - 2,86,Tyler Lockett,WR,Crazy Kat,157.51,9.84,195.3,12.21,16,79.19,C+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
1 - 12,12,Dalvin Cook,RB,Wu-Tangs Killabeez,236.0,16.86,218.3,12.84,17,79.1,C+,{8BED9748-9839-4F55-AD97-4898394F5553}
12 - 13,167,Jerick McKinnon,RB,Crazy Kat,72.89,5.61,168.3,9.9,17,78.94,C+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
14 - 9,191,Evan Engram,TE,Dirty Tone and  The Boys,99.1,6.61,140.4,8.26,17,78.84,C+,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
9 - 11,123,Derek Carr,QB,Free  Brady,260.61,16.29,219.08,14.61,15,78.68,C+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
5 - 5,61,Aaron Rodgers,QB,the   jadey bunch,309.66,19.35,239.2,14.07,17,78.3,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
4 - 5,47,DK Metcalf,WR,The Truth Hurts,175.72,10.98,181.8,10.69,17,78.01,C+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
7 - 3,87,Kyler Murray,QB,Saving Private Ryan,314.0,19.62,200.52,18.23,11,77.98,C+,{A8781626-DB52-4D55-B816-26DB528D55B6}
5 - 2,58,George Kittle,TE,Crazy Kat,138.23,9.87,170.5,11.37,15,77.96,C+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
8 - 10,108,Garrett Wilson,WR,the   jadey bunch,143.93,9.0,174.2,10.25,17,77.7,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
16 - 3,213,Graham Gano,K,Wu-Tangs Killabeez,131.95,7.76,142.0,8.35,17,77.63,C+,{8BED9748-9839-4F55-AD97-4898394F5553}
7 - 14,98,Brandon Aiyuk,WR,The  Dream crusher,153.67,9.6,188.8,11.11,17,77.49,C+,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
7 - 8,92,Russell Wilson,QB,Peter Pan + the Lost Boys ,302.42,18.9,225.26,15.02,15,77.17,C+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
4 - 7,49,Jerry Jeudy,WR,Peter Pan + the Lost Boys ,176.6,11.04,170.7,11.38,15,77.12,C+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
1 - 4,4,Cooper Kupp,WR,Need a New Name,255.38,15.96,163.9,18.21,9,76.99,C,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
1 - 10,10,Najee Harris,RB,The Truth Hurts,235.84,15.72,202.96,11.94,17,76.71,C,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
6 - 6,76,T.J. Hockenson,TE,Team Rodriguez,133.91,8.37,172.4,10.14,17,76.7,C,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
8 - 8,106,Chris Olave,WR,Breece’s  Pieces,144.5,9.03,162.2,10.81,15,76.6,C,{AB606613-7901-4CE2-A066-1379013CE29D}
11 - 5,145,Daniel Carlson,K,the   jadey bunch,139.12,8.18,159.0,9.35,17,76.52,C,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
11 - 1,141,Justin Tucker,K,Maid of Honor,144.4,8.49,158.0,9.29,17,76.3,C,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
11 - 9,149,Cowboys D/ST,D/ST,Team Rodriguez,106.49,6.26,153.0,9.0,17,75.88,C,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
2 - 4,18,James Conner,RB,Free  Brady,217.75,15.55,177.2,13.63,13,75.84,C,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
2 - 14,28,Tee Higgins,WR,Maid of Honor,197.32,12.33,183.9,11.49,16,75.63,C,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
3 - 1,29,Mike Evans,WR,Maid of Honor,186.49,11.66,186.9,12.46,15,75.45,C,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
13 - 8,176,Eagles D/ST,D/ST,Peter Pan + the Lost Boys ,121.78,7.16,158.0,9.29,17,75.23,C,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
3 - 10,38,Terry McLaurin,WR,The Truth Hurts,183.37,11.46,190.5,11.21,17,75.21,C,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
6 - 7,77,Chris Godwin,WR,Peter Pan + the Lost Boys ,160.7,11.48,170.8,11.39,15,75.11,C,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
11 - 10,150,Christian Watson,WR,The Truth Hurts,91.14,5.7,143.6,10.26,14,74.87,C,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
1 - 14,14,Leonard Fournette,RB,The  Dream crusher,229.42,15.29,189.6,11.85,16,74.74,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
3 - 3,31,Travis Etienne Jr.,RB,Saving Private Ryan,178.17,11.88,187.6,11.04,17,74.2,C,{A8781626-DB52-4D55-B816-26DB528D55B6}
9 - 5,117,49ers D/ST,D/ST,the   jadey bunch,112.33,6.61,156.0,9.18,17,74.18,C,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
1 - 13,13,Alvin Kamara,RB,Lucky #13s,226.46,16.18,183.2,12.21,15,74.09,C,{1AE08E91-6882-4C36-A08E-9168821C36D0}
10 - 2,128,Raheem Mostert,RB,Lucky #13s,123.79,9.52,152.8,9.55,16,73.81,C,{1AE08E91-6882-4C36-A08E-9168821C36D0}
15 - 14,210,Curtis Samuel,WR,The  Dream crusher,110.68,7.38,144.3,8.49,17,73.76,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
14 - 1,183,D'Onta Foreman,RB,The  Dream crusher,63.88,4.26,128.5,7.56,17,73.73,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
8 - 2,100,DeAndre Hopkins,WR,Lucky #13s,121.96,12.2,119.7,13.3,9,73.7,C,{1AE08E91-6882-4C36-A08E-9168821C36D0}
10 - 10,136,Tyler Allgeier,RB,the   jadey bunch,75.36,5.02,151.4,9.46,16,73.51,C,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
14 - 12,194,K.J. Osborn,WR,Saving Private Ryan,112.15,7.01,125.6,7.39,17,73.38,C,{A8781626-DB52-4D55-B816-26DB528D55B6}
3 - 5,33,Ezekiel Elliott,RB,the   jadey bunch,193.81,12.92,177.3,11.82,15,73.19,C,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
14 - 7,189,Samaje Perine,RB,Peter Pan + the Lost Boys ,78.4,5.23,123.1,7.69,16,73.11,C,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
9 - 7,119,Jakobi Meyers,WR,Breece’s  Pieces,137.74,9.18,146.8,10.49,14,72.88,C-,{AB606613-7901-4CE2-A066-1379013CE29D}
14 - 4,186,Commanders D/ST,D/ST,Free  Brady,109.17,6.42,120.0,7.06,17,72.87,C-,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
16 - 9,219,Baker Mayfield,QB,Dirty Tone and  The Boys,228.1,14.26,121.42,10.12,12,72.63,C-,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
2 - 12,26,Michael Pittman Jr.,WR,Saving Private Ryan,192.28,12.02,167.0,10.44,16,72.55,C-,{A8781626-DB52-4D55-B816-26DB528D55B6}
5 - 9,65,Devin Singletary,RB,Team Rodriguez,173.47,11.56,158.9,9.93,16,72.37,C-,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
12 - 10,164,Joshua Palmer,WR,the   jadey bunch,123.7,7.73,133.3,8.33,16,72.36,C-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
4 - 12,54,Gabe Davis,WR,Saving Private Ryan,176.0,11.0,147.6,9.84,15,72.34,C-,{A8781626-DB52-4D55-B816-26DB528D55B6}
2 - 7,21,DJ Moore,WR,Peter Pan + the Lost Boys ,195.05,12.19,167.6,9.86,17,72.33,C-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
6 - 8,78,Dameon Pierce,RB,Breece’s  Pieces,167.62,11.17,151.4,11.65,13,72.12,C-,{AB606613-7901-4CE2-A066-1379013CE29D}
8 - 1,99,Bills D/ST,D/ST,The  Dream crusher,143.85,8.46,138.0,8.62,16,71.83,C-,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
1 - 11,11,D'Andre Swift,RB,Free  Brady,220.62,14.71,167.1,11.94,14,71.74,C-,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
14 - 11,193,Gerald Everett,TE,Need a New Name,102.47,6.4,110.5,6.91,16,71.72,C-,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
13 - 10,178,Matt Ryan,QB,The Truth Hurts,245.41,15.34,155.28,12.94,12,71.57,C-,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
