Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Seahawks D/ST,D/ST,Dak Stinks,113.67,6.69,108.0,8.31,13,78.3,C+,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
Chargers D/ST,D/ST,I'm Batman,87.64,5.16,118.0,9.08,13,77.77,C+,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
Hunter Henry,TE,Patrick's Stars,111.04,7.4,125.0,9.62,13,76.37,C,{99C913F4-1FF6-4361-93D2-117EA19F759C}
Josh Downs,WR,Patrick's Stars,111.26,8.56,137.6,13.76,10,75.69,C,{99C913F4-1FF6-4361-93D2-117EA19F759C}
Bills D/ST,D/ST,Division iPad,87.59,5.15,102.0,7.85,13,75.3,C,{A279F58E-795F-4115-B9F5-8E795F7115FC}
Chase McLaughlin,K,All my homies hate Dallas,127.51,7.5,112.0,8.62,13,75.18,C,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
Eagles D/ST,D/ST,Division iPad,100.35,5.9,108.0,8.31,13,74.13,C,{A279F58E-795F-4115-B9F5-8E795F7115FC}
Zach Ertz,TE,Chicken Fried Chicken Meal,74.0,4.93,130.1,10.01,13,73.3,C,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Cole Kmet,TE,Division iPad,113.65,7.58,106.8,8.22,13,69.93,D+,{A279F58E-795F-4115-B9F5-8E795F7115FC}
Tyler Bass,K,Dak Stinks,117.44,6.91,95.0,7.31,13,69.41,D+,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
DeMario Douglas,WR,It's Britney's Bench,164.84,10.99,108.7,8.36,13,68.52,D+,{30B3E10C-D363-4E74-8961-7D4829DE152A}
Justice Hill,RB,Chicken Fried Chicken Meal,89.08,6.36,106.3,8.18,13,67.76,D+,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Alexander Mattison,RB,Division iPad,92.85,6.63,107.5,10.75,10,67.54,D+,{A279F58E-795F-4115-B9F5-8E795F7115FC}
Nick Westbrook-Ikhine,WR,Dak Stinks,22.26,1.59,107.4,8.26,13,67.07,D+,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
Kareem Hunt,RB,Metcalves of Steele,0.0,0.0,125.6,12.56,10,66.32,D,{5E530C03-3F19-48F0-A309-52B769E76347}
Quentin Johnston,WR,Metcalves of Steele,110.25,7.35,113.0,10.27,11,64.3,D,{5E530C03-3F19-48F0-A309-52B769E76347}
Xavier Legette,WR,Metcalves of Steele,131.86,8.79,108.4,8.34,13,63.52,D,{5E530C03-3F19-48F0-A309-52B769E76347}
Tank Bigsby,RB,Olave Another,74.4,5.31,100.2,8.35,12,62.57,D-,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
Russell Wilson,QB,3rd World Immigrant,176.55,14.71,119.76,17.11,7,62.25,D-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Buccaneers D/ST,D/ST,Chicken Fried Chicken Meal,82.89,4.88,62.0,4.77,13,57.23,F-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Isaac Guerendo,RB,Metcalves of Steele,40.35,2.88,79.8,5.7,14,53.65,F-,{5E530C03-3F19-48F0-A309-52B769E76347}
Braelon Allen,RB,3rd World Immigrant,75.42,5.39,75.8,5.83,13,53.11,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Cedric Tillman,WR,Chicken Fried Chicken Meal,78.82,5.25,80.4,7.31,11,51.9,F-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Gabe Davis,WR,It's Britney's Bench,170.83,11.39,53.9,5.39,10,42.46,F-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
Sincere McCormick,RB,Dak Stinks,0.0,0.0,22.7,5.67,4,10.0,F-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
