Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
5 - 8,64,Zay Flowers,WR,It HURTS being an Eagles fan ,177.24,11.82,144.7,11.13,13,80.12,B-,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
4 - 9,51,Malik Nabers,WR,sports,181.4,12.09,142.1,12.92,11,79.99,C+,{A8781626-DB52-4D55-B816-26DB528D55B6}
14 - 9,191,Jason Sanders,K,sports,132.08,7.77,115.0,8.85,13,79.77,C+,{A8781626-DB52-4D55-B816-26DB528D55B6}
13 - 2,170,Pat Freiermuth,TE,Crazy Kat,109.8,7.32,97.0,7.46,13,79.25,C+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
3 - 13,41,Jordan Love,QB,The Upside Down,206.72,17.23,188.06,17.1,11,79.19,C+,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
2 - 6,20,Garrett Wilson,WR,Maid of Honor,211.34,14.09,158.7,12.21,13,79.19,C+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
5 - 1,57,Rhamondre Stevenson,RB,the   jadey bunch,168.88,12.06,138.5,11.54,12,78.87,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
5 - 3,59,DJ Moore,WR,Wu-Tangs Killabeez,184.91,12.33,140.8,10.83,13,78.65,C+,{8BED9748-9839-4F55-AD97-4898394F5553}
1 - 9,9,Patrick Mahomes,QB,Maid of Honor,307.68,20.51,217.06,16.7,13,78.63,C+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
13 - 4,172,Younghoe Koo,K,Dirty Tone and  The Boys,137.08,8.06,103.0,7.92,13,78.43,C+,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
10 - 8,134,Austin Ekeler,RB,Peter Pan + the Lost Boys ,148.78,10.63,110.6,10.05,11,78.42,C+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
1 - 6,6,Breece Hall,RB,sports,255.52,18.25,166.3,13.86,12,77.91,C+,{A8781626-DB52-4D55-B816-26DB528D55B6}
3 - 12,40,Nico Collins,WR,Team Rodriguez,190.63,12.71,131.7,16.46,8,77.81,C+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
8 - 14,112,Russell Wilson,QB,the   jadey bunch,176.55,14.71,119.76,17.11,7,77.73,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
6 - 10,80,Chris Godwin,WR,Terrell Suggs to be you,173.33,11.56,112.8,16.11,7,77.66,C+,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
6 - 7,77,Aaron Rodgers,QB,It HURTS being an Eagles fan ,265.24,17.68,188.24,14.48,13,77.51,C+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
6 - 13,83,Brian Robinson Jr.,RB,Crazy Kat,161.33,11.52,128.5,12.85,10,77.51,C+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
2 - 14,28,Cooper Kupp,WR,the   jadey bunch,178.91,11.93,134.2,13.42,10,77.48,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
7 - 9,93,George Pickens,WR,Maid of Honor,173.73,11.58,127.9,10.66,12,77.32,C+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
1 - 13,13,Puka Nacua,WR,The Upside Down,213.73,14.25,139.6,15.51,9,77.11,C+,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
3 - 2,30,Rachaad White,RB,Crazy Kat,198.51,14.18,149.6,12.47,12,76.7,C,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
3 - 14,42,Tua Tagovailoa,QB,The  Dream crusher,240.5,16.03,165.24,18.36,9,75.95,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
13 - 14,182,Joshua Karty,K,The  Dream crusher,132.39,7.79,96.0,6.86,14,75.6,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
11 - 5,145,Justin Tucker,K,Terrell Suggs to be you,141.89,8.35,104.0,8.0,13,75.59,C,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
9 - 1,113,49ers D/ST,D/ST,the   jadey bunch,127.76,7.52,94.0,6.71,14,75.57,C,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
12 - 2,156,Jake Moody,K,The Upside Down,138.58,8.15,95.0,8.64,11,75.56,C,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
12 - 8,162,Matt Gay,K,Peter Pan + the Lost Boys ,126.78,8.45,95.0,7.92,12,75.14,C,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
6 - 1,71,Tee Higgins,WR,The  Dream crusher,169.24,12.09,110.6,13.82,8,75.05,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
14 - 13,195,Ray Davis,RB,Crazy Kat,68.65,4.9,79.0,6.08,13,75.01,C,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
4 - 3,45,Travis Kelce,TE,Team Rodriguez,167.74,11.18,118.3,9.1,13,74.72,C,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
6 - 9,79,Kirk Cousins,QB,sports,250.92,16.73,169.84,13.06,13,74.62,C,{A8781626-DB52-4D55-B816-26DB528D55B6}
1 - 4,4,Tyreek Hill,WR,Dirty Tone and  The Boys,245.99,16.4,144.7,11.13,13,74.52,C,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
5 - 11,67,Calvin Ridley,WR,Taco Tuesday Everyday,182.9,12.19,124.0,9.54,13,74.44,C,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
4 - 14,56,Mark Andrews,TE,the   jadey bunch,153.14,10.21,112.9,8.68,13,74.2,C,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
4 - 6,48,DK Metcalf,WR,Maid of Honor,190.21,12.68,122.2,11.11,11,74.18,C,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
1 - 10,10,A.J. Brown,WR,Toon Squad,214.89,14.33,131.6,13.16,10,74.09,C,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
2 - 1,15,Jonathan Taylor,RB,The  Dream crusher,236.16,16.87,135.2,13.52,10,73.73,C,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
3 - 9,37,C.J. Stroud,QB,Maid of Honor,276.58,18.44,180.58,13.89,13,73.5,C,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
2 - 9,23,Marvin Harrison Jr.,WR,sports,186.72,12.45,128.0,9.85,13,73.28,C,{A8781626-DB52-4D55-B816-26DB528D55B6}
2 - 13,27,Mike Evans,WR,Crazy Kat,196.8,13.12,122.5,12.25,10,73.25,C,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
7 - 6,90,Daniel Jones,QB,sports,225.4,16.1,135.3,13.53,10,73.17,C,{A8781626-DB52-4D55-B816-26DB528D55B6}
9 - 8,120,DeAndre Hopkins,WR,It HURTS being an Eagles fan ,145.01,10.36,105.5,8.12,13,73.06,C,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
14 - 14,196,Xavier Legette,WR,the   jadey bunch,108.6,7.24,88.9,6.84,13,72.53,C-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
8 - 5,103,Xavier Worthy,WR,Toon Squad,148.04,9.87,105.2,8.09,13,72.52,C-,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
6 - 2,72,Trevor Lawrence,QB,The Upside Down,249.08,16.61,145.2,14.52,10,72.42,C-,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
5 - 2,58,DeVonta Smith,WR,Crazy Kat,183.25,12.22,107.8,10.78,10,72.24,C-,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
3 - 4,32,Davante Adams,WR,Dirty Tone and  The Boys,189.43,12.63,119.2,11.92,10,72.16,C-,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
12 - 6,160,Evan McPherson,K,Maid of Honor,138.85,8.17,88.0,7.33,12,72.01,C-,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
8 - 13,111,Rome Odunze,WR,Crazy Kat,145.35,9.69,100.5,7.73,13,71.29,C-,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
12 - 14,168,Rashid Shaheed,WR,the   jadey bunch,131.58,8.77,69.8,9.97,7,71.29,C-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
8 - 6,104,Keenan Allen,WR,Maid of Honor,159.94,12.3,100.6,9.15,11,71.25,C-,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
11 - 1,141,Dallas Goedert,TE,the   jadey bunch,119.07,7.94,75.1,8.34,9,71.13,C-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
13 - 9,177,Chiefs D/ST,D/ST,Maid of Honor,102.3,6.02,67.0,5.15,13,70.98,C-,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
4 - 2,44,Stefon Diggs,WR,The Upside Down,183.35,12.22,98.42,12.3,8,70.88,C-,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
14 - 2,184,Romeo Doubs,WR,The Upside Down,110.82,7.39,77.3,7.73,10,70.41,C-,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
12 - 11,165,Adam Thielen,WR,Dirty Tone and  The Boys,134.41,8.96,62.7,10.45,6,70.19,C-,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
6 - 6,76,Javonte Williams,RB,Maid of Honor,160.77,11.48,109.5,8.42,13,70.03,C-,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
10 - 1,127,Jets D/ST,D/ST,The  Dream crusher,130.8,7.69,73.0,5.62,13,69.85,D+,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
3 - 8,36,Jaylen Waddle,WR,It HURTS being an Eagles fan ,178.81,11.92,113.6,8.74,13,69.51,D+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
9 - 2,114,Harrison Butker,K,Crazy Kat,146.59,8.62,80.0,8.89,9,69.16,D+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
14 - 5,187,Isaiah Likely,TE,Toon Squad,115.45,7.7,76.9,6.41,12,69.07,D+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
10 - 10,136,Tyler Lockett,WR,Terrell Suggs to be you,135.79,9.7,83.6,6.43,13,69.01,D+,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
8 - 10,108,Kyle Pitts,TE,Terrell Suggs to be you,137.23,9.15,86.8,6.68,13,68.77,D+,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
13 - 10,178,Dalton Schultz,TE,Toon Squad,106.33,7.09,68.9,5.3,13,68.5,D+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
8 - 3,101,Will Levis,QB,Team Rodriguez,229.52,15.3,112.58,11.26,10,68.2,D+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
11 - 4,144,DeMario Douglas,WR,Dirty Tone and  The Boys,135.02,9.0,82.7,6.36,13,67.91,D+,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
7 - 1,85,Jake Elliott,K,the   jadey bunch,143.43,8.44,87.0,6.69,13,67.67,D+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
4 - 7,49,Sam LaPorta,TE,It HURTS being an Eagles fan ,167.73,11.18,92.5,7.71,12,67.56,D+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
11 - 7,147,Tyler Allgeier,RB,Peter Pan + the Lost Boys ,127.26,9.09,82.0,6.31,13,67.56,D+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
1 - 14,14,Anthony Richardson,QB,The  Dream crusher,275.89,18.39,128.74,14.3,9,66.39,D,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
10 - 2,128,Jaylen Warren,RB,The Upside Down,150.65,10.76,75.6,6.87,11,66.05,D,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
4 - 10,52,Deebo Samuel Sr.,WR,Terrell Suggs to be you,190.09,13.58,97.9,7.53,13,65.97,D,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
5 - 9,65,Tank Dell,WR,Maid of Honor,176.65,11.78,90.6,7.55,12,65.76,D,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
9 - 9,121,Zack Moss,RB,Maid of Honor,140.17,10.01,70.4,8.8,8,65.32,D,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
12 - 9,163,Joshua Palmer,WR,sports,136.5,9.1,72.2,6.02,12,65.3,D,{A8781626-DB52-4D55-B816-26DB528D55B6}
3 - 3,31,Dak Prescott,QB,Wu-Tangs Killabeez,276.67,18.44,116.52,14.57,8,64.84,D,{8BED9748-9839-4F55-AD97-4898394F5553}
4 - 5,47,Michael Pittman Jr.,WR,Toon Squad,181.26,12.08,90.0,7.5,12,64.69,D,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
9 - 6,118,Jerome Ford,RB,sports,127.77,9.13,74.3,6.75,11,64.68,D,{A8781626-DB52-4D55-B816-26DB528D55B6}
6 - 5,75,Amari Cooper,WR,Toon Squad,172.86,11.52,86.1,7.83,11,64.21,D,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
9 - 11,123,Cowboys D/ST,D/ST,Taco Tuesday Everyday,131.5,7.74,64.0,4.92,13,64.09,D,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
7 - 10,94,Christian Watson,WR,Toon Squad,161.35,10.76,81.4,6.78,12,64.08,D,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
9 - 4,116,Evan Engram,TE,Dirty Tone and  The Boys,139.71,9.31,66.0,7.33,9,63.98,D,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
11 - 12,152,Saints D/ST,D/ST,Team Rodriguez,116.17,6.83,58.0,4.46,13,63.58,D,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
11 - 13,153,Dolphins D/ST,D/ST,The Upside Down,116.75,6.87,58.0,4.46,13,63.53,D,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
5 - 7,63,Rashee Rice,WR,Peter Pan + the Lost Boys ,171.73,12.27,52.9,13.23,4,63.4,D,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
6 - 8,78,Keon Coleman,WR,Peter Pan + the Lost Boys ,140.5,9.37,72.7,8.08,9,63.14,D,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
12 - 1,155,Jaleel McLaughlin,RB,The  Dream crusher,117.83,8.42,65.9,5.07,13,63.0,D,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
12 - 10,164,Antonio Gibson,RB,Terrell Suggs to be you,122.16,9.4,65.5,5.04,13,62.29,D-,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
7 - 2,86,Browns D/ST,D/ST,Crazy Kat,137.81,8.11,62.0,4.77,13,62.19,D-,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
5 - 6,62,Dalton Kincaid,TE,sports,134.52,8.97,64.6,6.46,10,61.53,D-,{A8781626-DB52-4D55-B816-26DB528D55B6}
9 - 13,125,Jake Ferguson,TE,The Upside Down,132.96,8.86,61.1,6.11,10,61.43,D-,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
9 - 3,115,Nick Chubb,RB,Wu-Tangs Killabeez,125.75,13.97,58.7,8.39,7,61.31,D-,{8BED9748-9839-4F55-AD97-4898394F5553}
