Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
5 - 8,48,Patrick Mahomes,QB,MOTHER MAY I,319.91,19.99,390.9,22.99,17,100.0,A+,{5E530C03-3F19-48F0-A309-52B769E76347}
6 - 4,54,Jalen Hurts,QB,The Big Hurts,287.41,19.16,340.04,22.67,15,92.91,A-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
3 - 3,23,Travis Kelce,TE,Office Director,184.05,11.5,261.3,15.37,17,91.85,A-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
16 - 3,153,Trevor Lawrence,QB,MOTHER MAY I,225.48,14.09,268.62,15.8,17,91.55,A-,{5E530C03-3F19-48F0-A309-52B769E76347}
11 - 2,102,Joe Burrow,QB,Team Just here 4 fun,247.78,15.49,309.7,19.36,16,91.37,A-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
1 - 10,10,Josh Allen,QB,PHL Mike,342.02,21.38,362.52,22.66,16,91.17,A-,{C9BB5EBF-5B95-444A-A2BC-43CEA8B6DC9E}
1 - 2,2,Christian McCaffrey,RB,Team Just here 4 fun,265.15,18.94,313.86,18.46,17,91.05,A-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
1 - 5,5,Austin Ekeler,RB,MPT Phase1A,251.86,16.79,319.2,18.78,17,90.62,A-,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
6 - 3,53,Josh Jacobs,RB,MOTHER MAY I,191.82,12.79,301.8,17.75,17,90.56,A-,{5E530C03-3F19-48F0-A309-52B769E76347}
1 - 3,3,Justin Jefferson,WR,Office Director,238.07,14.88,304.66,17.92,17,88.9,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
2 - 9,19,Tyreek Hill,WR,Team Just here 4 fun,202.54,12.66,287.7,16.92,17,87.43,B+,{30B3E10C-D363-4E74-8961-7D4829DE152A}
2 - 2,12,Davante Adams,WR,Hot Sauce 'n' Bananas,205.3,13.69,284.5,16.74,17,87.05,B+,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
1 - 7,7,Derrick Henry,RB,The Big Hurts,250.1,16.67,286.26,17.89,16,86.06,B,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
4 - 1,31,Nick Chubb,RB,PHL Mike,202.77,13.52,267.9,15.76,17,85.9,B,{C9BB5EBF-5B95-444A-A2BC-43CEA8B6DC9E}
15 - 1,141,Justin Fields,QB,Prahlad's  Life Coach,207.32,12.96,240.98,16.07,15,84.72,B,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
3 - 5,25,Saquon Barkley,RB,MPT Phase1A,202.04,14.43,255.5,15.97,16,84.61,B,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
2 - 5,15,Stefon Diggs,WR,Brady Gaga,211.88,13.24,262.6,16.41,16,84.11,B,{99C913F4-1FF6-4361-93D2-117EA19F759C}
4 - 4,34,A.J. Brown,WR,The Big Hurts,184.42,11.53,255.6,15.04,17,83.69,B,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
12 - 8,118,Jamaal Williams,RB,Office Director,111.46,7.96,219.9,12.94,17,82.64,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
13 - 3,123,Kirk Cousins,QB,Office Director,234.33,14.65,245.58,14.45,17,82.55,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
9 - 9,89,Tony Pollard,RB,Hot Sauce 'n' Bananas,157.21,10.48,229.3,14.33,16,81.86,B-,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
14 - 4,134,Tua Tagovailoa,QB,The Big Hurts,236.99,14.81,209.92,16.15,13,81.2,B-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
2 - 6,16,CeeDee Lamb,WR,MPT Phase1A,209.12,13.07,248.1,14.59,17,80.89,B-,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
10 - 2,92,DeVonta Smith,WR,Hot Sauce 'n' Bananas,159.9,9.99,207.1,12.18,17,80.8,B-,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
