Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
6 - 1,41,Jalen Hurts,QB,Champagne  Papi ,318.51,21.23,378.04,25.2,15,100.0,A+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
5 - 2,34,Patrick Mahomes,QB,Seigaku FC,352.02,22.0,417.4,24.55,17,99.32,A+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
1 - 2,2,Austin Ekeler,RB,Seigaku FC,284.73,18.98,372.7,21.92,17,98.08,A+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
1 - 4,4,Josh Allen,QB,Pitman MaleManipulator,374.63,23.41,395.52,24.72,16,96.65,A,{10F78273-9201-4EE8-B782-739201DEE809}
8 - 3,59,Joe Burrow,QB,The Hungry Dogs,294.45,18.4,350.7,21.92,16,96.1,A,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 8,24,Travis Kelce,TE,Champagne  Papi ,227.3,14.21,316.3,18.61,17,95.82,A,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
1 - 8,8,Justin Jefferson,WR,Champagne  Papi ,287.8,17.99,368.66,21.69,17,95.24,A,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
1 - 3,3,Christian McCaffrey,RB,Abyss Diamond Eyes,309.94,22.14,356.36,20.96,17,95.15,A,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
3 - 1,17,Tyreek Hill,WR,Wut happened uh 🤷🏽‍♂️,246.45,15.4,347.2,20.42,17,94.38,A,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
2 - 8,16,Davante Adams,WR,Wut happened uh 🤷🏽‍♂️,253.59,16.91,335.5,19.74,17,93.0,A,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
5 - 4,36,Josh Jacobs,RB,Pitman MaleManipulator,210.51,14.03,328.3,19.31,17,91.32,A-,{10F78273-9201-4EE8-B782-739201DEE809}
3 - 2,18,Stefon Diggs,WR,Seigaku FC,258.25,16.14,316.6,19.79,16,90.69,A-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
3 - 6,22,CeeDee Lamb,WR,The Hungry Dogs,252.45,15.78,301.6,17.74,17,87.53,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
1 - 6,6,Derrick Henry,RB,The Hungry Dogs,264.47,17.63,302.76,18.92,16,87.34,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 8,32,Nick Chubb,RB,Wut happened uh 🤷🏽‍♂️,216.04,14.4,281.4,16.55,17,87.07,B+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
5 - 6,38,A.J. Brown,WR,The Hungry Dogs,220.85,13.8,299.6,17.62,17,86.36,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
9 - 2,66,Amon-Ra St. Brown,WR,Seigaku FC,208.86,13.05,267.6,16.73,16,86.24,B,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
15 - 1,113,Rhamondre Stevenson,RB,Wut happened uh 🤷🏽‍♂️,182.24,12.15,249.1,14.65,17,86.24,B,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
13 - 4,100,Christian Kirk,WR,Pitman MaleManipulator,200.01,12.5,241.9,14.23,17,85.62,B,{10F78273-9201-4EE8-B782-739201DEE809}
10 - 2,74,DeVonta Smith,WR,Riley  Read option,192.23,12.01,254.6,14.98,17,85.33,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
5 - 7,39,Saquon Barkley,RB,Riley  Read option,227.77,16.27,284.0,17.75,16,85.22,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
11 - 1,81,Tua Tagovailoa,QB,Wut happened uh 🤷🏽‍♂️,271.03,16.94,230.92,17.76,13,85.06,B,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
7 - 3,51,Jaylen Waddle,WR,Abyss Diamond Eyes,218.23,13.64,259.2,15.25,17,84.52,B,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
4 - 2,26,Justin Herbert,QB,Riley  Read option,328.04,20.5,281.26,16.54,17,83.61,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
2 - 5,13,Ja'Marr Chase,WR,Pitman MaleManipulator,276.17,17.26,242.4,20.2,12,83.09,B,{10F78273-9201-4EE8-B782-739201DEE809}
10 - 4,76,Tyler Lockett,WR,Pleasant Valley Panthers,197.01,12.31,237.3,14.83,16,83.06,B,{8DC6CB03-411B-4540-86CB-03411B854029}
11 - 2,82,Chris Godwin,WR,Seigaku FC,198.2,14.16,222.8,14.85,15,82.91,B-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
7 - 4,52,Amari Cooper,WR,Pitman MaleManipulator,198.97,12.44,246.0,14.47,17,82.18,B-,{10F78273-9201-4EE8-B782-739201DEE809}
6 - 6,46,Tom Brady,QB,Abyss Diamond Eyes,306.83,19.18,271.66,15.98,17,81.85,B-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
16 - 7,127,Brandon Aiyuk,WR,Seigaku FC,184.92,11.56,227.8,13.4,17,81.6,B-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
2 - 1,9,Joe Mixon,RB,Champagne  Papi ,258.91,17.26,239.5,17.11,14,80.81,B-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
14 - 5,109,Miles Sanders,RB,Pitman MaleManipulator,184.65,13.19,216.7,12.75,17,80.3,B-,{10F78273-9201-4EE8-B782-739201DEE809}
2 - 4,12,Aaron Jones,RB,Pleasant Valley Panthers,242.56,17.33,248.6,14.62,17,79.93,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
4 - 4,28,T.J. Hockenson,TE,Pleasant Valley Panthers,168.03,10.5,215.4,12.67,17,79.85,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
12 - 8,96,Chris Olave,WR,Wut happened uh 🤷🏽‍♂️,174.45,10.9,198.2,13.21,15,79.33,C+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
16 - 4,124,Garrett Wilson,WR,Pleasant Valley Panthers,175.31,10.96,215.7,12.69,17,79.23,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
