Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
2 - 3,13,Saquon Barkley,RB,Vidhi's Spirited Team,230.07,16.43,290.0,22.31,13,100.0,A+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
1 - 9,9,Ja'Marr Chase,WR,The Chase is on,237.35,16.95,278.4,21.42,13,97.36,A+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
5 - 6,46,Lamar Jackson,QB,Team HebAchi,272.65,18.18,312.4,24.03,13,94.09,A,{49094F84-F849-4173-B052-21E1CDEDB4EF}
3 - 1,21,Derrick Henry,RB,Cooper Troopers,213.97,15.28,249.2,19.17,13,93.6,A,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
7 - 9,69,Joe Burrow,QB,The Chase is on,248.52,16.57,273.04,21.0,13,92.3,A-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
11 - 1,101,Chuba Hubbard,RB,Cooper Troopers,121.62,8.69,182.7,14.05,13,91.55,A-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
5 - 4,44,Josh Allen,QB,Groot-o-Matic,293.6,19.57,299.62,23.05,13,91.31,A-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
4 - 1,31,Joe Mixon,RB,Wakanda Forever,197.9,14.14,199.1,19.91,10,90.42,A-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
12 - 6,116,Brock Bowers,TE,Team CTE,115.89,7.73,163.7,12.59,13,89.95,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
2 - 4,14,Jahmyr Gibbs,RB,Brown Munde,213.72,15.27,221.8,17.06,13,89.23,B+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
3 - 6,26,Alvin Kamara,RB,Team HebAchi,197.68,14.12,217.8,16.75,13,88.98,B+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
11 - 7,107,Bucky Irving,RB,Brown Munde,99.1,7.08,155.5,11.96,13,88.74,B+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
9 - 3,83,David Montgomery,RB,BB,166.97,11.93,198.22,15.25,13,88.67,B+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
3 - 9,29,Josh Jacobs,RB,The Chase is on,196.54,14.04,214.8,16.52,13,88.48,B+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
2 - 6,16,Kyren Williams,RB,Team CTE,216.19,15.44,221.0,15.79,14,88.17,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
11 - 2,102,Chase Brown,RB,Pain Inflictors,146.65,10.48,179.7,13.82,13,87.69,B+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 8,38,De'Von Achane,RB,BB,188.26,13.45,198.9,15.3,13,87.6,B+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
12 - 2,112,Jayden Daniels,QB,The Chase is on,223.55,14.9,240.26,18.48,13,87.23,B+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
1 - 3,3,Bijan Robinson,RB,BB,261.31,18.67,220.3,16.95,13,86.53,B,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
5 - 9,49,George Kittle,TE,The Chase is on,144.43,9.63,164.1,13.68,12,86.28,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
14 - 4,134,Jared Goff,QB,Brown Munde,213.21,14.21,213.5,16.42,13,86.04,B,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
10 - 5,95,Najee Harris,RB,Team HebAchi,161.6,11.54,157.1,12.08,13,85.24,B,{49094F84-F849-4173-B052-21E1CDEDB4EF}
16 - 2,152,Ka'imi Fairbairn,K,The Chase is on,141.05,8.3,146.0,11.23,13,85.2,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
9 - 5,85,Terry McLaurin,WR,Team CTE,156.41,10.43,173.8,13.37,13,85.08,B,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
5 - 5,45,Jalen Hurts,QB,Team CTE,287.9,19.19,253.98,19.54,13,84.86,B,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 7,7,Justin Jefferson,WR,Brown Munde,229.38,15.29,200.68,15.44,13,84.49,B,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
7 - 4,64,James Conner,RB,Groot-o-Matic,161.68,12.44,175.6,13.51,13,84.27,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
6 - 1,51,Aaron Jones,RB,Wakanda Forever,168.76,12.05,168.0,12.92,13,83.77,B,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
11 - 10,110,Jordan Love,QB,Wakanda Forever,187.88,15.66,184.56,16.78,11,82.81,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
10 - 1,91,Ladd McConkey,WR,Wakanda Forever,146.36,9.76,136.0,11.33,12,82.63,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
9 - 6,86,Jaxon Smith-Njigba,WR,Team HebAchi,153.92,10.26,161.7,12.44,13,82.55,B-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
3 - 8,28,James Cook,RB,Vidhi's Spirited Team,197.88,14.13,180.7,15.06,12,82.43,B-,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
13 - 4,124,Brandon Aubrey,K,Groot-o-Matic,142.84,8.4,138.0,10.62,13,82.39,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
11 - 5,105,Tony Pollard,RB,Team CTE,154.22,11.02,158.5,12.19,13,82.07,B-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
12 - 9,119,Brian Thomas Jr.,WR,Pain Inflictors,141.16,9.41,156.6,12.05,13,82.0,B-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
12 - 3,113,J.K. Dobbins,RB,Vidhi's Spirited Team,140.67,10.82,152.5,13.86,11,81.7,B-,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
1 - 6,6,Amon-Ra St. Brown,WR,Team HebAchi,229.46,15.3,185.68,14.28,13,81.65,B-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
