Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Raheem Mostert,RB,Pleasant Valley Panthers,0.0,0.0,267.7,17.85,15,100.0,A+,{8DC6CB03-411B-4540-86CB-03411B854029}
Nico Collins,WR,Pleasant Valley Panthers,0.0,0.0,260.4,17.36,15,96.07,A,{8DC6CB03-411B-4540-86CB-03411B854029}
Brock Purdy,QB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,295.6,18.48,16,95.35,A,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Baker Mayfield,QB,Bryson Stott Fan Club,0.0,0.0,274.06,16.12,17,94.92,A,{10F78273-9201-4EE8-B782-739201DEE809}
Sam LaPorta,TE,Abyss Diamond Eyes,0.0,0.0,239.3,14.08,17,86.86,B,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
Brandon Aubrey,K,Pleasant Valley Panthers,131.9,7.76,180.0,10.59,17,85.98,B,{8DC6CB03-411B-4540-86CB-03411B854029}
Puka Nacua,WR,Inter Miami CF,0.0,0.0,298.5,17.56,17,84.19,B,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Kyren Williams,RB,The Hungry Dogs,0.0,0.0,255.0,21.25,12,84.05,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Browns D/ST,D/ST,Wut happened uh 🤷🏽‍♂️,0.0,0.0,166.0,9.76,17,83.79,B,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Rashee Rice,WR,Bryson Stott Fan Club,0.0,0.0,212.5,13.28,16,82.73,B-,{10F78273-9201-4EE8-B782-739201DEE809}
Jared Goff,QB,The Hungry Dogs,0.0,0.0,289.1,17.01,17,79.75,C+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Chuba Hubbard,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,182.5,10.74,17,75.89,C,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Chiefs D/ST,D/ST,Pleasant Valley Panthers,0.0,0.0,140.0,8.24,17,75.08,C,{8DC6CB03-411B-4540-86CB-03411B854029}
Dolphins D/ST,D/ST,Bryson Stott Fan Club,0.0,0.0,139.0,8.18,17,75.06,C,{10F78273-9201-4EE8-B782-739201DEE809}
Trey McBride,TE,The Hungry Dogs,70.57,4.7,181.5,10.68,17,74.89,C,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Adam Thielen,WR,Inter Miami CF,0.0,0.0,231.0,13.59,17,73.77,C,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Tyjae Spears,RB,Bryson Stott Fan Club,0.0,0.0,153.8,9.05,17,70.9,C-,{10F78273-9201-4EE8-B782-739201DEE809}
C.J. Stroud,QB,Pleasant Valley Panthers,0.0,0.0,276.02,18.4,15,70.3,C-,{8DC6CB03-411B-4540-86CB-03411B854029}
Sam Howell,QB,THE POOL,0.0,0.0,257.54,15.15,17,69.7,D+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
Jakobi Meyers,WR,THE POOL,0.0,0.0,218.58,13.66,16,69.01,D+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
Jake Ferguson,TE,Wut happened uh 🤷🏽‍♂️,0.0,0.0,177.1,10.42,17,68.42,D+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Dustin Hopkins,K,Inter Miami CF,136.5,8.03,146.0,9.73,15,68.25,D+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Ty Chandler,RB,THE POOL,0.0,0.0,101.0,5.94,17,67.91,D+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
Russell Wilson,QB,Inter Miami CF,0.0,0.0,256.9,17.13,15,64.74,D,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
De'Von Achane,RB,Inter Miami CF,0.0,0.0,190.7,17.34,11,63.96,D,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Kyler Murray,QB,Abyss Diamond Eyes,0.0,0.0,146.36,18.3,8,63.37,D,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
Gus Edwards,RB,Inter Miami CF,0.0,0.0,187.0,11.0,17,63.02,D,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Jaylen Warren,RB,Pleasant Valley Panthers,0.0,0.0,196.4,11.55,17,62.92,D-,{8DC6CB03-411B-4540-86CB-03411B854029}
Cairo Santos,K,THE POOL,139.29,8.19,155.0,9.12,17,61.96,D-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
Dalton Kincaid,TE,The Hungry Dogs,0.0,0.0,150.3,9.39,16,58.08,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Jake Moody,K,Wut happened uh 🤷🏽‍♂️,0.0,0.0,127.0,7.47,17,52.96,F-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Devin Singletary,RB,Abyss Diamond Eyes,0.0,0.0,167.34,9.84,17,51.77,F-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
