Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
7 - 6,54,Cooper Kupp,WR,Pure Mature,235.02,14.69,439.5,25.85,17,100.0,A+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
14 - 8,112,Deebo Samuel,WR,Hungry Dogs,194.43,12.96,338.96,21.19,16,95.94,A,{4656A2AD-A939-460B-96A2-ADA939760B8B}
2 - 4,12,Jonathan Taylor,RB,South East  Anbu ,264.97,17.66,373.1,21.95,17,91.21,A-,{7C989087-DC3A-4135-A9F9-563E420927D1}
4 - 3,27,Josh Allen,QB,Pure Mature,377.5,23.59,402.58,23.68,17,89.36,B+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
2 - 6,14,Austin Ekeler,RB,Seigaku FC,263.95,18.85,343.8,21.49,16,88.53,B+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
13 - 4,100,Ja'Marr Chase,WR,Abyss Diamond Eyes,206.43,12.9,304.6,17.92,17,88.46,B+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
2 - 3,11,Davante Adams,WR,Pure Mature,322.92,21.53,344.3,21.52,16,88.02,B+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
5 - 7,39,Mark Andrews,TE,Pleasant Valley Panthers,201.03,12.56,301.1,17.71,17,87.92,B+,{8DC6CB03-411B-4540-86CB-03411B854029}
3 - 5,21,Justin Jefferson,WR,South East  Anbu ,260.37,16.27,330.4,19.44,17,86.86,B,{7C989087-DC3A-4135-A9F9-563E420927D1}
7 - 1,49,Justin Herbert,QB,Hungry Dogs,308.99,19.31,380.76,22.4,17,86.81,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
13 - 1,97,Matthew Stafford,QB,Hungry Dogs,282.97,17.69,329.74,19.4,17,85.58,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
6 - 6,46,Tom Brady,QB,Seigaku FC,319.57,21.3,374.74,22.04,17,85.32,B,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
14 - 6,110,Kirk Cousins,QB,Seigaku FC,248.11,15.51,300.34,18.77,16,85.24,B,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
13 - 5,101,Joe Burrow,QB,South East  Anbu ,282.87,17.68,314.24,19.64,16,84.74,B,{7C989087-DC3A-4135-A9F9-563E420927D1}
4 - 1,25,Joe Mixon,RB,Pitman OBJYN,240.4,17.17,287.9,17.99,16,84.27,B,{10F78273-9201-4EE8-B782-739201DEE809}
3 - 8,24,Najee Harris,RB,Pitman OBJYN,255.66,17.04,300.7,17.69,17,83.89,B,{10F78273-9201-4EE8-B782-739201DEE809}
3 - 7,23,Patrick Mahomes,QB,Pleasant Valley Panthers,369.41,23.09,361.66,21.27,17,83.61,B,{8DC6CB03-411B-4540-86CB-03411B854029}
12 - 1,89,Leonard Fournette,RB,Pitman OBJYN,179.78,11.99,255.6,18.26,14,83.43,B,{10F78273-9201-4EE8-B782-739201DEE809}
1 - 8,8,Tyreek Hill,WR,Pitman OBJYN,307.92,19.24,296.5,17.44,17,82.59,B-,{10F78273-9201-4EE8-B782-739201DEE809}
1 - 6,6,Travis Kelce,TE,Pure Mature,305.12,19.07,262.8,16.43,16,82.15,B-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
8 - 5,61,Aaron Rodgers,QB,Abyss Diamond Eyes,321.95,20.12,333.3,20.83,16,81.76,B-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
7 - 7,55,Diontae Johnson,WR,Pleasant Valley Panthers,228.13,14.26,274.4,17.15,16,81.63,B-,{8DC6CB03-411B-4540-86CB-03411B854029}
3 - 1,17,Stefon Diggs,WR,Hungry Dogs,302.15,18.88,285.5,16.79,17,81.51,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
9 - 1,65,Tee Higgins,WR,Hungry Dogs,214.87,13.43,219.1,15.65,14,80.99,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
11 - 8,88,Brandin Cooks,WR,Pitman OBJYN,210.94,13.18,231.8,14.49,16,80.98,B-,{10F78273-9201-4EE8-B782-739201DEE809}
8 - 2,58,Dak Prescott,QB,Pleasant Valley Panthers,344.05,21.5,320.56,20.04,16,80.38,B-,{8DC6CB03-411B-4540-86CB-03411B854029}
5 - 2,34,Mike Evans,WR,Sorry 🤷🏽‍♂️,243.84,15.24,262.5,16.41,16,80.34,B-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
6 - 1,41,Kyler Murray,QB,Pitman OBJYN,356.68,22.29,300.48,21.46,14,79.92,C+,{10F78273-9201-4EE8-B782-739201DEE809}
4 - 6,30,Keenan Allen,WR,Seigaku FC,253.82,15.86,257.8,16.11,16,79.73,C+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
10 - 6,78,Rob Gronkowski,TE,Seigaku FC,148.18,9.26,171.2,14.27,12,79.55,C+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
1 - 2,2,Alvin Kamara,RB,Sorry 🤷🏽‍♂️,298.58,19.91,234.7,18.05,13,79.12,C+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
2 - 1,9,Jalen Hurts,QB,Pitman OBJYN,293.69,19.58,312.16,20.81,15,78.8,C+,{10F78273-9201-4EE8-B782-739201DEE809}
1 - 4,4,Derrick Henry,RB,Abyss Diamond Eyes,285.84,19.06,193.3,24.16,8,78.28,C+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
6 - 8,48,Chris Godwin,WR,Hungry Dogs,225.84,15.06,242.4,17.31,14,77.99,C+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
1 - 7,7,Ezekiel Elliott,RB,Pleasant Valley Panthers,273.8,18.25,252.06,14.83,17,77.66,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
12 - 3,91,Ryan Tannehill,QB,Pure Mature,293.42,18.34,268.36,15.79,17,76.74,C,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
6 - 4,44,Tyler Lockett,WR,South East  Anbu ,244.32,15.27,241.4,15.09,16,76.54,C,{7C989087-DC3A-4135-A9F9-563E420927D1}
11 - 3,83,Javonte Williams,RB,Seigaku FC,174.52,11.63,204.9,12.05,17,76.49,C,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
4 - 8,32,CeeDee Lamb,WR,Hungry Dogs,246.11,15.38,232.8,14.55,16,76.28,C,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 2,18,DK Metcalf,WR,Sorry 🤷🏽‍♂️,279.08,17.44,244.3,14.37,17,76.22,C,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
5 - 4,36,Lamar Jackson,QB,Abyss Diamond Eyes,338.93,22.6,239.98,20.0,12,75.7,C,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
