Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Buccaneers D/ST,D/ST,Wakanda Forever,0.0,0.0,132.7,7.81,17,100.0,A+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Tyjae Spears,RB,Brown Munde,0.0,0.0,154.8,9.11,17,99.35,A+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Raiders D/ST,D/ST,Team CTE,0.0,0.0,152.1,8.95,17,97.49,A+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Tank Dell,WR,Team CTE,0.0,0.0,156.9,14.26,11,96.35,A,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Kyren Williams,RB,Team HebAchi,0.0,0.0,241.9,20.16,12,93.81,A,{49094F84-F849-4173-B052-21E1CDEDB4EF}
Brandon Aubrey,K,Kelce You Again!,129.19,7.6,176.0,10.35,17,93.13,A,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Brock Purdy,QB,Kelce You Again!,0.0,0.0,283.1,17.69,16,92.71,A-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Jayden Reed,WR,THE BIGMADBLUE,0.0,0.0,194.6,12.16,16,92.59,A-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Rashid Shaheed,WR,THE BIGMADBLUE,0.0,0.0,206.9,13.79,15,92.02,A-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Logan Thomas,TE,Pain Inflictors,77.17,5.51,99.3,6.21,16,91.11,A-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Rashee Rice,WR,Wakanda Forever,0.0,0.0,173.0,10.81,16,89.92,B+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Jason Sanders,K,Brown Munde,132.33,7.78,143.0,8.41,17,88.67,B+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Devin Singletary,RB,Team CTE,0.0,0.0,161.34,9.49,17,88.1,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Puka Nacua,WR,Pain Inflictors,0.0,0.0,247.5,14.56,17,87.3,B+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Bears D/ST,D/ST,Brown Munde,0.0,0.0,126.4,7.44,17,86.85,B,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Chuba Hubbard,RB,Team HebAchi,0.0,0.0,163.0,9.59,17,86.22,B,{49094F84-F849-4173-B052-21E1CDEDB4EF}
Baker Mayfield,QB,Brown Munde,0.0,0.0,244.56,14.39,17,84.77,B,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
C.J. Stroud,QB,Team CTE,0.0,0.0,254.02,16.93,15,84.59,B,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Trey McBride,TE,Kelce You Again!,54.93,3.66,141.0,8.29,17,84.15,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Vikings D/ST,D/ST,Wakanda Forever,0.0,0.0,126.4,7.44,17,82.09,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Matt Gay,K,Team HebAchi,131.29,7.72,152.0,8.94,17,81.48,B-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
Brandon McManus,K,Wakanda Forever,137.35,8.08,144.0,8.47,17,81.48,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Gus Edwards,RB,Run CMC,0.0,0.0,181.0,10.65,17,80.43,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Chris Boswell,K,Bhambhwani Pawan Dilip,129.83,7.64,131.0,7.71,17,79.65,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Taysom Hill,TE,Wakanda Forever,0.0,0.0,126.82,7.93,16,79.24,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Jake Moody,K,THE BIGMADBLUE,0.0,0.0,126.0,7.41,17,79.2,C+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Cade Otton,TE,Team CTE,0.0,0.0,93.0,5.47,17,78.94,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Chase McLaughlin,K,Pain Inflictors,117.52,6.91,135.0,7.94,17,78.76,C+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
D'Onta Foreman,RB,Team HebAchi,0.0,0.0,85.7,8.57,10,78.64,C+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
D'Ernest Johnson,RB,Wakanda Forever,0.0,0.0,42.4,2.49,17,78.26,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Cameron Dicker,K,Amon a Mission,140.21,8.25,151.0,8.88,17,77.58,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Marvin Mims Jr.,WR,Team CTE,0.0,0.0,132.1,8.26,16,77.04,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Colts D/ST,D/ST,Brown Munde,0.0,0.0,130.6,7.68,17,76.52,C,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Falcons D/ST,D/ST,Amon a Mission,0.0,0.0,105.6,6.21,17,75.9,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Ty Chandler,RB,Team CTE,0.0,0.0,100.2,5.89,17,74.45,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Rams D/ST,D/ST,Bhambhwani Pawan Dilip,0.0,0.0,86.7,5.1,17,72.79,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Kareem Hunt,RB,Bhambhwani Pawan Dilip,0.0,0.0,111.0,7.4,15,72.48,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Zay Flowers,WR,Amon a Mission,0.0,0.0,169.4,10.59,16,71.9,C-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Lions D/ST,D/ST,Run CMC,0.0,0.0,108.3,6.37,17,71.5,C-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Riley Patterson,K,Run CMC,0.0,0.0,88.0,5.87,15,68.97,D+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Broncos D/ST,D/ST,Kelce You Again!,0.0,0.0,110.4,6.49,17,66.0,D,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Clyde Edwards-Helaire,RB,Team CTE,75.89,5.42,61.6,4.11,15,62.78,D-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Isaiah Likely,TE,Bhambhwani Pawan Dilip,48.59,3.24,87.6,5.15,17,57.53,F-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Zamir White,RB,Pain Inflictors,0.0,0.0,66.4,3.91,17,56.42,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Easton Stick,QB,Amon a Mission,0.0,0.0,56.56,11.31,5,52.34,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Lucas Havrisik,K,THE BIGMADBLUE,0.0,0.0,63.0,7.0,9,51.51,F-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Tyler Boyd,WR,Brown Munde,120.98,8.07,111.3,6.55,17,48.11,F-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Kyler Murray,QB,Pain Inflictors,0.0,0.0,129.36,16.17,8,40.91,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Marcus Mariota,QB,THE BIGMADBLUE,0.0,0.0,8.76,2.92,3,10.0,F-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
