Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 6,6,Ja'Marr Chase,WR,The Hungry Dogs,289.45,20.67,317.4,24.42,13,100.0,A+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
2 - 2,10,Saquon Barkley,RB,Pleasant Valley Panthers,252.41,18.03,300.0,23.08,13,97.5,A+,{8DC6CB03-411B-4540-86CB-03411B854029}
15 - 8,120,Vikings D/ST,D/ST,First down syndrome ,90.25,5.31,127.0,9.77,13,93.28,A,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
6 - 5,45,Lamar Jackson,QB,Bryson Stott Fan Club,303.83,20.26,321.4,24.72,13,93.13,A,{10F78273-9201-4EE8-B782-739201DEE809}
3 - 3,19,Derrick Henry,RB,Inter Miami CF,225.04,16.07,254.2,19.55,13,92.83,A-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
14 - 4,108,Jayden Daniels,QB,Riley  Read option,255.91,17.06,261.76,20.14,13,92.23,A-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
7 - 1,49,Joe Burrow,QB,JanSteez,278.72,18.58,284.04,21.85,13,90.24,A-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
14 - 8,112,Chase Brown,RB,JanSteez,166.97,11.93,201.7,15.52,13,90.2,A-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
10 - 8,80,David Montgomery,RB,JanSteez,177.34,12.67,214.22,16.48,13,89.52,B+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
4 - 3,27,Josh Allen,QB,The Hungry Dogs,313.58,20.91,303.62,23.36,13,88.9,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 6,22,De'Von Achane,RB,The Hungry Dogs,211.07,15.08,230.4,17.72,13,88.84,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 6,30,Alvin Kamara,RB,Inter Miami CF,231.09,16.51,248.3,19.1,13,88.66,B+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
6 - 2,42,George Kittle,TE,Pleasant Valley Panthers,175.43,11.7,194.1,16.18,12,87.46,B+,{8DC6CB03-411B-4540-86CB-03411B854029}
16 - 6,126,Ka'imi Fairbairn,K,Inter Miami CF,140.45,8.26,145.0,11.15,13,87.11,B+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
11 - 5,85,Jaxon Smith-Njigba,WR,Riley  Read option,191.39,12.76,199.2,15.32,13,86.87,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
1 - 4,4,Bijan Robinson,RB,Bryson Stott Fan Club,292.77,20.91,246.8,18.98,13,86.39,B,{10F78273-9201-4EE8-B782-739201DEE809}
15 - 5,117,Steelers D/ST,D/ST,Riley  Read option,125.2,7.36,126.0,9.69,13,86.17,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
2 - 5,13,Jahmyr Gibbs,RB,Bryson Stott Fan Club,238.5,17.04,236.8,18.22,13,86.05,B,{10F78273-9201-4EE8-B782-739201DEE809}
6 - 4,44,Joe Mixon,RB,Riley  Read option,218.62,15.62,212.1,21.21,10,85.98,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
10 - 3,75,Terry McLaurin,WR,The Hungry Dogs,193.47,12.9,202.8,15.6,13,85.93,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 1,25,Josh Jacobs,RB,First down syndrome ,216.51,15.46,228.3,17.56,13,85.61,B,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
2 - 7,15,Kyren Williams,RB,Abyss Diamond Eyes,232.87,16.63,236.0,16.86,14,85.43,B,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
14 - 2,106,Brian Thomas Jr.,WR,Pleasant Valley Panthers,171.63,11.44,182.1,14.01,13,85.28,B,{8DC6CB03-411B-4540-86CB-03411B854029}
4 - 4,28,Jalen Hurts,QB,Riley  Read option,314.32,20.95,282.48,21.73,13,85.22,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
8 - 3,59,James Conner,RB,The Hungry Dogs,177.8,13.68,193.6,14.89,13,84.21,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
16 - 4,124,Brandon Aubrey,K,Riley  Read option,142.08,8.36,137.0,10.54,13,84.08,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
2 - 3,11,Justin Jefferson,WR,The Hungry Dogs,282.2,18.81,235.18,18.09,13,83.98,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
7 - 4,52,Trey McBride,TE,Bryson Stott Fan Club,182.3,12.15,177.3,14.78,12,83.73,B,{10F78273-9201-4EE8-B782-739201DEE809}
12 - 6,94,Kyler Murray,QB,Inter Miami CF,264.09,17.61,222.88,17.14,13,83.28,B,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
1 - 5,5,Amon-Ra St. Brown,WR,Riley  Read option,283.98,18.93,226.18,17.4,13,83.2,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
12 - 8,96,Courtland Sutton,WR,JanSteez,189.57,12.64,180.8,13.91,13,82.94,B-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
9 - 2,66,Aaron Jones,RB,Abyss Diamond Eyes,189.91,13.57,186.5,14.35,13,82.32,B-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
12 - 7,95,Brock Purdy,QB,Abyss Diamond Eyes,259.3,17.29,215.46,16.57,13,81.91,B-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
13 - 1,97,Jordan Addison,WR,JanSteez,188.63,12.58,164.8,14.98,11,81.77,B-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
1 - 3,3,CeeDee Lamb,WR,Inter Miami CF,316.73,21.12,219.3,16.87,13,80.85,B-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
10 - 1,73,Tony Pollard,RB,First down syndrome ,172.81,12.34,178.0,13.69,13,80.82,B-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
11 - 6,86,Najee Harris,RB,The Hungry Dogs,174.97,12.5,171.6,13.2,13,80.38,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
12 - 3,91,Jayden Reed,WR,The Hungry Dogs,180.45,12.03,168.1,12.93,13,80.28,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 1,17,Garrett Wilson,WR,JanSteez,251.59,16.77,199.2,15.32,13,79.71,C+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
11 - 8,88,Jakobi Meyers,WR,First down syndrome ,175.23,11.68,156.6,14.24,11,79.23,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
5 - 5,37,Malik Nabers,WR,Riley  Read option,222.57,14.84,182.1,16.55,11,79.18,C+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
16 - 1,121,Jameson Williams,WR,First down syndrome ,161.76,10.78,139.6,12.69,11,79.17,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
9 - 3,67,Ladd McConkey,WR,Inter Miami CF,178.4,11.89,163.5,13.62,12,78.98,C+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
4 - 5,29,Drake London,WR,Bryson Stott Fan Club,225.56,15.04,197.3,15.18,13,78.68,C+,{10F78273-9201-4EE8-B782-739201DEE809}
6 - 3,43,James Cook,RB,The Hungry Dogs,221.92,15.85,192.7,16.06,12,78.47,C+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
13 - 7,103,David Njoku,TE,Pleasant Valley Panthers,170.71,11.38,133.9,13.39,10,77.92,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
9 - 5,69,Chris Godwin,WR,Riley  Read option,214.03,14.27,137.8,19.69,7,77.84,C+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
7 - 8,56,D'Andre Swift,RB,First down syndrome ,180.74,12.91,171.7,13.21,13,77.23,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
