League,Year,Week,Home Team,Home Score,Home Predicted Score,Away Team,Away Score,Away Predicted Score,Predicted Winner,Actual Winner
Pennoni Younglings,2023,16,PAI India Division Manager,139.98,113.91,I'd_Tap_ That,70.5,89.84,PAI India Division Manager,PAI India Division Manager
Pennoni Younglings,2023,16,Philadelphia British Army,99.52,107.36,Prahlad's Ghost,140.7,92.57,Philadelphia British Army,Prahlad's Ghost
Pennoni Younglings,2023,16,Pennoni Adjacent,127.68,112.69,Came and Wentz,74.38,97.12,Pennoni Adjacent,Pennoni Adjacent
Pennoni Younglings,2023,17,Book of MoreMoms,139.8,139.8,Bli Erinker,93.18,93.18,Book of MoreMoms,Book of MoreMoms
Pennoni Younglings,2023,17,Team Cogs,99.52,99.52,19th St Halal Cart,122.86,122.86,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2023,17,The Golden Receivers,137.48,137.48,PAI India Division Manager,132.78,132.78,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2023,17,PAI Alcoholics Anonymous ,83.68,83.68,I'd_Tap_ That,104.4,104.4,I'd_Tap_ That,I'd_Tap_ That
Pennoni Younglings,2023,17,Pennoni Adjacent,127.52,127.52,Prahlad's Ghost,62.9,62.9,Pennoni Adjacent,Pennoni Adjacent
Pennoni Younglings,2023,17,Philadelphia British Army,81.6,81.6,Came and Wentz,73.94,73.94,Philadelphia British Army,Philadelphia British Army
Pennoni Younglings,2024,1,Philadelphia Bills Mafia,105.56,122.73,Came and Wentz,92.68,116.57,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,1,Prahlad's Ghost,97.6,119.5,19th St Halal Cart,131.02,119.91,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,1,Daddy's Home,104.84,122.55,Pennoni Adjacent,42.66,103.67,Daddy's Home,Daddy's Home
Pennoni Younglings,2024,1,Partners for What's Possible,133.38,124.39,PAI Alcoholics Anonymous ,120.22,116.42,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,1,The Golden Receivers,140.18,122.65,Team Cogs,98.42,119.04,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,1,Pho_King,145.66,117.42,Eli,138.18,120.65,Eli,Pho_King
Pennoni Younglings,2024,2,19th St Halal Cart,117.04,138.46,Came and Wentz,78.14,119.12,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,2,PAI Alcoholics Anonymous ,178.68,127.24,Philadelphia Bills Mafia,122.86,118.48,PAI Alcoholics Anonymous ,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,2,Daddy's Home,93.14,123.6,Prahlad's Ghost,109.98,121.73,Daddy's Home,Prahlad's Ghost
Pennoni Younglings,2024,2,Pennoni Adjacent,149.92,116.16,Eli,142.24,127.16,Eli,Pennoni Adjacent
Pennoni Younglings,2024,2,Team Cogs,113.82,124.13,Partners for What's Possible,108.76,117.53,Team Cogs,Team Cogs
Pennoni Younglings,2024,2,Pho_King,111.5,123.09,The Golden Receivers,103.46,115.66,Pho_King,Pho_King
Pennoni Younglings,2024,3,PAI Alcoholics Anonymous ,100.48,128.7,19th St Halal Cart,140.94,123.96,PAI Alcoholics Anonymous ,19th St Halal Cart
Pennoni Younglings,2024,3,Came and Wentz,127.96,112.21,Daddy's Home,102.98,119.01,Daddy's Home,Came and Wentz
Pennoni Younglings,2024,3,Philadelphia Bills Mafia,124.78,124.91,Prahlad's Ghost,151.6,118.27,Philadelphia Bills Mafia,Prahlad's Ghost
Pennoni Younglings,2024,3,Team Cogs,79.94,121.39,Pennoni Adjacent,102.56,123.35,Pennoni Adjacent,Pennoni Adjacent
Pennoni Younglings,2024,3,Eli,94.98,115.29,Pho_King,116.6,105.68,Eli,Pho_King
Pennoni Younglings,2024,3,Partners for What's Possible,100.52,108.68,The Golden Receivers,86.88,114.05,The Golden Receivers,Partners for What's Possible
Pennoni Younglings,2024,4,19th St Halal Cart,136.98,119.58,Daddy's Home,98.3,116.34,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,4,Prahlad's Ghost,133.58,121.1,PAI Alcoholics Anonymous ,171.64,130.29,PAI Alcoholics Anonymous ,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,4,Philadelphia Bills Mafia,107.72,119.49,Came and Wentz,139.5,108.86,Philadelphia Bills Mafia,Came and Wentz
Pennoni Younglings,2024,4,Pennoni Adjacent,96.08,118.79,Pho_King,109.9,121.34,Pho_King,Pho_King
Pennoni Younglings,2024,4,The Golden Receivers,92.14,112.33,Team Cogs,86.34,108.49,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,4,Partners for What's Possible,123.6,117.3,Eli,76.18,115.0,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,5,Prahlad's Ghost,101.66,123.58,19th St Halal Cart,99.86,110.66,Prahlad's Ghost,Prahlad's Ghost
Pennoni Younglings,2024,5,Daddy's Home,120.64,116.93,Philadelphia Bills Mafia,120.36,112.87,Daddy's Home,Daddy's Home
Pennoni Younglings,2024,5,PAI Alcoholics Anonymous ,141.32,134.89,Came and Wentz,153.96,114.83,PAI Alcoholics Anonymous ,Came and Wentz
Pennoni Younglings,2024,5,The Golden Receivers,105.96,105.13,Pennoni Adjacent,113.68,98.91,The Golden Receivers,Pennoni Adjacent
Pennoni Younglings,2024,5,Pho_King,89.84,104.15,Partners for What's Possible,116.42,115.37,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,5,Team Cogs,134.78,106.81,Eli,160.4,105.35,Team Cogs,Eli
Pennoni Younglings,2024,6,19th St Halal Cart,114.1,112.85,Pennoni Adjacent,108.02,99.29,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,6,Philadelphia Bills Mafia,115.38,114.16,Partners for What's Possible,131.76,121.69,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,6,Came and Wentz,109.56,113.92,Eli,100.06,118.88,Eli,Came and Wentz
Pennoni Younglings,2024,6,PAI Alcoholics Anonymous ,144.72,128.89,Team Cogs,129.96,123.41,PAI Alcoholics Anonymous ,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,6,Daddy's Home,116.54,113.31,Pho_King,146.08,115.69,Pho_King,Pho_King
Pennoni Younglings,2024,6,Prahlad's Ghost,102.62,106.34,The Golden Receivers,118.7,106.41,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,7,Pennoni Adjacent,64.74,109.36,Philadelphia Bills Mafia,109.48,108.31,Pennoni Adjacent,Philadelphia Bills Mafia
Pennoni Younglings,2024,7,Partners for What's Possible,93.34,124.5,Came and Wentz,124.34,118.78,Partners for What's Possible,Came and Wentz
Pennoni Younglings,2024,7,Eli,113.6,123.62,PAI Alcoholics Anonymous ,119.44,109.69,Eli,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,7,Team Cogs,137.66,119.4,Daddy's Home,124.46,112.86,Team Cogs,Team Cogs
Pennoni Younglings,2024,7,Pho_King,107.64,122.99,Prahlad's Ghost,140.6,114.68,Pho_King,Prahlad's Ghost
Pennoni Younglings,2024,7,The Golden Receivers,88.56,119.97,19th St Halal Cart,98.36,115.34,The Golden Receivers,19th St Halal Cart
Pennoni Younglings,2024,8,Came and Wentz,114.72,125.1,Pennoni Adjacent,108.16,110.59,Came and Wentz,Came and Wentz
Pennoni Younglings,2024,8,PAI Alcoholics Anonymous ,153.76,123.54,Partners for What's Possible,141.24,127.75,Partners for What's Possible,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,8,Daddy's Home,83.74,116.58,Eli,127.78,119.81,Eli,Eli
Pennoni Younglings,2024,8,Prahlad's Ghost,105.94,131.94,Team Cogs,152.14,120.29,Prahlad's Ghost,Team Cogs
Pennoni Younglings,2024,8,19th St Halal Cart,108.72,115.77,Pho_King,118.2,120.12,Pho_King,Pho_King
Pennoni Younglings,2024,8,Philadelphia Bills Mafia,136.4,122.06,The Golden Receivers,129.9,113.74,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,9,Pennoni Adjacent,108.94,109.08,PAI Alcoholics Anonymous ,139.3,123.67,PAI Alcoholics Anonymous ,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,9,Partners for What's Possible,119.94,126.81,Daddy's Home,112.94,111.94,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,9,Eli,122.26,123.27,Prahlad's Ghost,105.92,128.04,Prahlad's Ghost,Eli
Pennoni Younglings,2024,9,Team Cogs,155.2,123.94,19th St Halal Cart,107.9,124.05,19th St Halal Cart,Team Cogs
Pennoni Younglings,2024,9,Pho_King,120.74,117.62,Philadelphia Bills Mafia,115.82,123.36,Philadelphia Bills Mafia,Pho_King
Pennoni Younglings,2024,9,The Golden Receivers,143.5,128.1,Came and Wentz,127.14,110.74,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,10,Daddy's Home,83.3,106.56,Pennoni Adjacent,118.02,113.0,Pennoni Adjacent,Pennoni Adjacent
Pennoni Younglings,2024,10,Prahlad's Ghost,116.7,128.4,Partners for What's Possible,114.68,117.21,Prahlad's Ghost,Prahlad's Ghost
Pennoni Younglings,2024,10,19th St Halal Cart,102.84,106.45,Eli,106.76,115.27,Eli,Eli
Pennoni Younglings,2024,10,Philadelphia Bills Mafia,99.42,123.68,Team Cogs,91.78,120.02,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,10,Came and Wentz,109.14,102.29,Pho_King,91.7,122.57,Pho_King,Came and Wentz
Pennoni Younglings,2024,10,PAI Alcoholics Anonymous ,95.2,113.9,The Golden Receivers,134.98,125.73,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,11,Pennoni Adjacent,143.44,119.77,Prahlad's Ghost,99.1,113.71,Pennoni Adjacent,Pennoni Adjacent
Pennoni Younglings,2024,11,Partners for What's Possible,108.54,113.2,19th St Halal Cart,182.24,120.13,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,11,Eli,92.78,109.82,Philadelphia Bills Mafia,116.66,118.46,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,11,Team Cogs,94.44,119.9,Came and Wentz,108.06,112.2,Team Cogs,Came and Wentz
Pennoni Younglings,2024,11,Pho_King,145.08,117.24,PAI Alcoholics Anonymous ,114.38,122.87,PAI Alcoholics Anonymous ,Pho_King
Pennoni Younglings,2024,11,The Golden Receivers,139.98,125.93,Daddy's Home,147.34,107.73,The Golden Receivers,Daddy's Home
Pennoni Younglings,2024,12,Pennoni Adjacent,88.76,116.33,19th St Halal Cart,108.8,116.57,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,12,Partners for What's Possible,126.9,123.39,Philadelphia Bills Mafia,78.76,100.85,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,12,Eli,103.82,116.4,Came and Wentz,110.82,106.09,Eli,Came and Wentz
Pennoni Younglings,2024,12,Team Cogs,119.66,112.81,PAI Alcoholics Anonymous ,97.38,105.61,Team Cogs,Team Cogs
Pennoni Younglings,2024,12,Pho_King,151.22,113.75,Daddy's Home,130.96,97.68,Pho_King,Pho_King
Pennoni Younglings,2024,12,The Golden Receivers,137.46,120.56,Prahlad's Ghost,135.22,110.83,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,13,Philadelphia Bills Mafia,112.34,119.19,Pennoni Adjacent,123.9,121.64,Pennoni Adjacent,Pennoni Adjacent
Pennoni Younglings,2024,13,Came and Wentz,135.4,124.21,Partners for What's Possible,158.14,122.34,Came and Wentz,Partners for What's Possible
Pennoni Younglings,2024,13,PAI Alcoholics Anonymous ,97.78,133.93,Eli,111.58,115.83,PAI Alcoholics Anonymous ,Eli
Pennoni Younglings,2024,13,Daddy's Home,109.24,117.57,Team Cogs,104.02,115.31,Daddy's Home,Daddy's Home
Pennoni Younglings,2024,13,Prahlad's Ghost,137.06,124.12,Pho_King,93.46,125.94,Pho_King,Prahlad's Ghost
Pennoni Younglings,2024,13,19th St Halal Cart,116.8,131.61,The Golden Receivers,119.44,130.05,19th St Halal Cart,The Golden Receivers
Pennoni Younglings,2024,14,Prahlad's Ghost,141.12,119.42,Came and Wentz,119.62,104.73,Prahlad's Ghost,Prahlad's Ghost
Pennoni Younglings,2024,14,Daddy's Home,138.7,109.03,PAI Alcoholics Anonymous ,131.36,109.56,PAI Alcoholics Anonymous ,Daddy's Home
Pennoni Younglings,2024,14,Pennoni Adjacent,82.76,87.61,Partners for What's Possible,142.28,118.98,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,14,The Golden Receivers,145.22,131.32,Eli,129.42,113.86,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,14,Philadelphia Bills Mafia,85.7,101.9,19th St Halal Cart,137.88,126.73,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,14,Team Cogs,100.42,111.6,Pho_King,109.98,105.06,Team Cogs,Pho_King
Pennoni Younglings,2024,15,Pho_King,89.94,104.86,,0.0,0.0,Pho_King,Pho_King
Pennoni Younglings,2024,15,Came and Wentz,80.76,125.87,The Golden Receivers,144.14,131.99,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,15,19th St Halal Cart,115.94,129.61,Prahlad's Ghost,129.96,130.11,Prahlad's Ghost,Prahlad's Ghost
Pennoni Younglings,2024,15,Partners for What's Possible,142.58,102.22,PAI Alcoholics Anonymous ,128.9,132.4,PAI Alcoholics Anonymous ,Partners for What's Possible
Pennoni Younglings,2024,15,Pennoni Adjacent,116.24,98.35,Eli,127.36,116.82,Eli,Eli
Pennoni Younglings,2024,15,Team Cogs,111.2,116.67,Daddy's Home,116.96,116.96,Daddy's Home,Daddy's Home
Pennoni Younglings,2024,15,Philadelphia Bills Mafia,112.78,118.04,,0.0,0.0,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,16,Pho_King,125.22,120.41,The Golden Receivers,138.64,133.84,The Golden Receivers,The Golden Receivers
Pennoni Younglings,2024,16,Partners for What's Possible,129.96,119.48,Prahlad's Ghost,165.08,129.21,Prahlad's Ghost,Prahlad's Ghost
Pennoni Younglings,2024,16,19th St Halal Cart,133.64,118.29,Came and Wentz,133.94,125.57,Came and Wentz,Came and Wentz
Pennoni Younglings,2024,16,PAI Alcoholics Anonymous ,111.08,118.98,,0.0,0.0,PAI Alcoholics Anonymous ,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,16,Eli,122.88,121.79,Daddy's Home,89.7,110.36,Eli,Eli
Pennoni Younglings,2024,16,Pennoni Adjacent,103.18,108.42,Philadelphia Bills Mafia,135.32,110.79,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,16,Team Cogs,93.24,122.12,,0.0,0.0,Team Cogs,Team Cogs
Pennoni Younglings,2024,17,The Golden Receivers,112.82,112.82,Prahlad's Ghost,128.0,128.0,Prahlad's Ghost,Prahlad's Ghost
Pennoni Younglings,2024,17,Pho_King,118.16,118.16,Partners for What's Possible,181.38,181.38,Partners for What's Possible,Partners for What's Possible
Pennoni Younglings,2024,17,Came and Wentz,88.78,88.78,PAI Alcoholics Anonymous ,122.22,122.22,PAI Alcoholics Anonymous ,PAI Alcoholics Anonymous 
Pennoni Younglings,2024,17,19th St Halal Cart,143.98,143.98,,0.0,0.0,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2024,17,Eli,104.14,104.14,Philadelphia Bills Mafia,124.58,124.58,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2024,17,Team Cogs,159.26,159.26,Daddy's Home,95.6,95.6,Team Cogs,Team Cogs
Pennoni Younglings,2024,17,Pennoni Adjacent,112.18,112.18,,0.0,0.0,Pennoni Adjacent,Pennoni Adjacent
Family League,2024,1,Skibidi Rizzlers,108.38,118.39,SIGMAS,140.58,111.9,Skibidi Rizzlers,SIGMAS
Family League,2024,1,For Me to Poop on,125.66,125.92,Breece Hall Sucks,98.56,123.08,For Me to Poop on,For Me to Poop on
Family League,2024,1,Your Mom,111.44,117.49,Rizzly Bears,125.82,117.39,Your Mom,Rizzly Bears
Family League,2024,1,Tortured Football Department,76.02,119.68,lawrence's Loud Team,91.38,104.1,Tortured Football Department,lawrence's Loud Team
Family League,2024,1,Gabe's Grand Team,130.28,125.56,Oh My Josh,137.24,119.33,Gabe's Grand Team,Oh My Josh
Family League,2024,1,Golden Receivers,120.66,120.36,Numb Nutz - CHAMP,98.2,121.43,Numb Nutz - CHAMP,Golden Receivers
Family League,2024,2,SIGMAS,128.0,128.94,Breece Hall Sucks,124.12,126.01,SIGMAS,SIGMAS
Family League,2024,2,Rizzly Bears,112.78,111.7,Skibidi Rizzlers,161.74,126.0,Skibidi Rizzlers,Skibidi Rizzlers
Family League,2024,2,lawrence's Loud Team,73.36,112.59,For Me to Poop on,130.2,122.27,For Me to Poop on,For Me to Poop on
Family League,2024,2,Oh My Josh,93.86,112.07,Your Mom,92.34,113.59,Your Mom,Oh My Josh
Family League,2024,2,Numb Nutz - CHAMP,134.68,120.65,Tortured Football Department,118.32,124.06,Tortured Football Department,Numb Nutz - CHAMP
Family League,2024,2,Golden Receivers,119.54,127.22,Gabe's Grand Team,126.66,122.73,Golden Receivers,Gabe's Grand Team
Family League,2024,3,Rizzly Bears,120.58,116.39,SIGMAS,92.96,120.06,SIGMAS,Rizzly Bears
Family League,2024,3,Breece Hall Sucks,96.76,114.54,lawrence's Loud Team,114.94,110.95,Breece Hall Sucks,lawrence's Loud Team
Family League,2024,3,Skibidi Rizzlers,139.88,124.34,Oh My Josh,109.98,109.32,Skibidi Rizzlers,Skibidi Rizzlers
Family League,2024,3,For Me to Poop on,90.9,108.02,Numb Nutz - CHAMP,127.36,119.54,Numb Nutz - CHAMP,Numb Nutz - CHAMP
Family League,2024,3,Your Mom,97.78,129.27,Golden Receivers,154.26,127.51,Your Mom,Golden Receivers
Family League,2024,3,Tortured Football Department,80.24,119.46,Gabe's Grand Team,84.28,105.78,Tortured Football Department,Gabe's Grand Team
Family League,2024,4,SIGMAS,80.2,118.05,lawrence's Loud Team,104.4,111.91,SIGMAS,lawrence's Loud Team
Family League,2024,4,Oh My Josh,119.42,117.46,Rizzly Bears,128.44,118.75,Rizzly Bears,Rizzly Bears
Family League,2024,4,Numb Nutz - CHAMP,129.48,122.0,Breece Hall Sucks,88.74,115.46,Numb Nutz - CHAMP,Numb Nutz - CHAMP
Family League,2024,4,Golden Receivers,138.32,122.86,Skibidi Rizzlers,107.58,130.58,Skibidi Rizzlers,Golden Receivers
Family League,2024,4,Gabe's Grand Team,90.94,75.35,For Me to Poop on,130.28,114.69,For Me to Poop on,For Me to Poop on
Family League,2024,4,Tortured Football Department,118.62,106.28,Your Mom,117.8,114.92,Your Mom,Tortured Football Department
Family League,2024,5,Oh My Josh,149.56,109.23,SIGMAS,141.64,110.27,SIGMAS,Oh My Josh
Family League,2024,5,lawrence's Loud Team,117.04,109.41,Numb Nutz - CHAMP,122.06,116.09,Numb Nutz - CHAMP,Numb Nutz - CHAMP
Family League,2024,5,Rizzly Bears,126.32,121.93,Golden Receivers,144.72,129.37,Golden Receivers,Golden Receivers
Family League,2024,5,Breece Hall Sucks,100.2,118.94,Gabe's Grand Team,77.04,104.93,Breece Hall Sucks,Breece Hall Sucks
Family League,2024,5,Skibidi Rizzlers,131.3,116.65,Tortured Football Department,101.1,102.62,Skibidi Rizzlers,Skibidi Rizzlers
Family League,2024,5,For Me to Poop on,108.84,105.17,Your Mom,119.54,111.39,Your Mom,Your Mom
Family League,2024,6,SIGMAS,77.06,101.62,Numb Nutz - CHAMP,81.22,96.91,SIGMAS,Numb Nutz - CHAMP
Family League,2024,6,Golden Receivers,140.36,124.88,Oh My Josh,104.3,121.0,Golden Receivers,Golden Receivers
Family League,2024,6,Gabe's Grand Team,143.6,121.66,lawrence's Loud Team,109.7,106.67,Gabe's Grand Team,Gabe's Grand Team
Family League,2024,6,Tortured Football Department,97.72,104.45,Rizzly Bears,64.22,94.3,Tortured Football Department,Tortured Football Department
Family League,2024,6,Your Mom,125.4,110.93,Breece Hall Sucks,106.12,117.92,Breece Hall Sucks,Your Mom
Family League,2024,6,For Me to Poop on,131.98,116.26,Skibidi Rizzlers,137.96,128.22,Skibidi Rizzlers,Skibidi Rizzlers
Family League,2024,7,Golden Receivers,121.54,139.89,SIGMAS,107.32,105.82,Golden Receivers,Golden Receivers
Family League,2024,7,Numb Nutz - CHAMP,57.3,80.89,Gabe's Grand Team,97.26,105.59,Gabe's Grand Team,Gabe's Grand Team
Family League,2024,7,Oh My Josh,124.98,123.83,Tortured Football Department,97.06,101.92,Oh My Josh,Oh My Josh
Family League,2024,7,lawrence's Loud Team,84.42,113.89,Your Mom,99.36,115.38,Your Mom,Your Mom
Family League,2024,7,Rizzly Bears,106.74,101.46,For Me to Poop on,92.94,105.2,For Me to Poop on,Rizzly Bears
Family League,2024,7,Breece Hall Sucks,116.4,114.84,Skibidi Rizzlers,139.4,130.9,Skibidi Rizzlers,Skibidi Rizzlers
Family League,2024,8,SIGMAS,101.78,127.07,Gabe's Grand Team,126.34,128.34,Gabe's Grand Team,Gabe's Grand Team
Family League,2024,8,Tortured Football Department,134.14,109.69,Golden Receivers,145.8,125.81,Golden Receivers,Golden Receivers
Family League,2024,8,Your Mom,118.78,118.73,Numb Nutz - CHAMP,118.24,127.59,Numb Nutz - CHAMP,Your Mom
Family League,2024,8,For Me to Poop on,125.3,109.56,Oh My Josh,124.0,120.61,Oh My Josh,For Me to Poop on
Family League,2024,8,Skibidi Rizzlers,121.56,124.09,lawrence's Loud Team,113.42,113.56,Skibidi Rizzlers,Skibidi Rizzlers
Family League,2024,8,Breece Hall Sucks,133.3,120.66,Rizzly Bears,116.76,117.36,Breece Hall Sucks,Breece Hall Sucks
Family League,2024,9,Tortured Football Department,112.7,120.94,SIGMAS,148.62,122.79,SIGMAS,SIGMAS
Family League,2024,9,Gabe's Grand Team,123.68,122.75,Your Mom,130.34,120.54,Gabe's Grand Team,Your Mom
Family League,2024,9,Golden Receivers,139.76,141.58,For Me to Poop on,106.38,104.15,Golden Receivers,Golden Receivers
Family League,2024,9,Numb Nutz - CHAMP,101.68,127.51,Skibidi Rizzlers,95.06,128.29,Skibidi Rizzlers,Numb Nutz - CHAMP
Family League,2024,9,Oh My Josh,121.2,131.66,Breece Hall Sucks,105.6,113.49,Oh My Josh,Oh My Josh
Family League,2024,9,lawrence's Loud Team,127.34,104.18,Rizzly Bears,118.3,122.2,Rizzly Bears,lawrence's Loud Team
Family League,2024,10,SIGMAS,70.16,106.22,Your Mom,84.94,115.61,Your Mom,Your Mom
Family League,2024,10,For Me to Poop on,116.64,106.63,Tortured Football Department,104.38,98.39,For Me to Poop on,For Me to Poop on
Family League,2024,10,Skibidi Rizzlers,154.34,121.39,Gabe's Grand Team,70.0,121.85,Gabe's Grand Team,Skibidi Rizzlers
