Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
13 - 1,169,Raheem Mostert,RB,The  Dream crusher,0.0,0.0,255.2,17.01,15,100.0,A+,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
1 - 4,4,Christian McCaffrey,RB,Maid of Honor,0.0,0.0,357.8,22.36,16,97.4,A+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
13 - 2,170,Nico Collins,WR,the   jadey bunch,0.0,0.0,220.4,14.69,15,92.74,A-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
1 - 12,12,Josh Allen,QB,Crazy Kat,0.0,0.0,392.64,23.1,17,92.69,A-,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
2 - 8,22,CeeDee Lamb,WR,Peter Pan + the Lost Boys ,0.0,0.0,335.7,19.75,17,91.9,A-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
1 - 7,7,Tyreek Hill,WR,Peter Pan + the Lost Boys ,0.0,0.0,316.9,19.81,16,90.85,A-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
5 - 7,63,Dak Prescott,QB,Peter Pan + the Lost Boys ,0.0,0.0,342.84,20.17,17,90.53,A-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
2 - 6,20,Jalen Hurts,QB,Toon Squad,0.0,0.0,356.82,20.99,17,88.3,B+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
8 - 11,109,Brock Purdy,QB,Maid of Honor,0.0,0.0,295.6,18.48,16,87.93,B+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
5 - 11,67,Jordan Love,QB,Team Sunshine,0.0,0.0,319.06,18.77,17,87.64,B+,{1AE08E91-6882-4C36-A08E-9168821C36D0}
8 - 5,103,C.J. Stroud,QB,Dirty Tone and  The Boys,0.0,0.0,275.52,18.37,15,86.23,B,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
2 - 7,21,Lamar Jackson,QB,Off Script ,0.0,0.0,331.22,20.7,16,86.12,B,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 3,31,Amon-Ra St. Brown,WR,Wu-Tangs Killabeez,194.41,12.96,271.4,16.96,16,85.26,B,{8BED9748-9839-4F55-AD97-4898394F5553}
7 - 3,87,Jared Goff,QB,Wu-Tangs Killabeez,0.0,0.0,289.1,17.01,17,84.31,B,{8BED9748-9839-4F55-AD97-4898394F5553}
14 - 7,189,De'Von Achane,RB,Off Script ,0.0,0.0,177.2,16.11,11,83.14,B,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 5,33,Travis Etienne Jr.,RB,Taco Tuesday Everyday,0.0,0.0,253.4,14.91,17,83.0,B-,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
5 - 8,64,Keenan Allen,WR,Off Script ,0.0,0.0,224.86,17.3,13,82.97,B-,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 7,35,Breece Hall,RB,Peter Pan + the Lost Boys ,0.0,0.0,252.5,14.85,17,82.85,B-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
1 - 1,1,Derrick Henry,RB,The  Dream crusher,0.0,0.0,232.66,13.69,17,82.71,B-,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
5 - 2,58,Rachaad White,RB,the   jadey bunch,0.0,0.0,235.9,13.88,17,82.28,B-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
7 - 1,85,Russell Wilson,QB,The  Dream crusher,0.0,0.0,256.9,17.13,15,81.68,B-,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
4 - 5,47,Mike Evans,WR,Dirty Tone and  The Boys,0.0,0.0,243.0,14.29,17,81.5,B-,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
4 - 9,51,DJ Moore,WR,Team Rodriguez,0.0,0.0,238.5,14.03,17,80.83,B-,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
2 - 13,27,Joe Mixon,RB,the   jadey bunch,0.0,0.0,241.0,14.18,17,80.15,B-,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
2 - 1,15,Patrick Mahomes,QB,Rollin' with Mahomies,0.0,0.0,280.22,17.51,16,80.01,B-,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
7 - 2,86,Matthew Stafford,QB,the   jadey bunch,0.0,0.0,243.1,16.21,15,79.69,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
3 - 2,30,A.J. Brown,WR,the   jadey bunch,0.0,0.0,236.6,13.92,17,79.67,C+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
