Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 8,8,Christian McCaffrey,RB,Skibidi Rizzlers,318.41,18.73,404.9,25.31,16,100.0,A+,{88877912-82AE-408B-9AD4-17D54F48BACA}
4 - 2,38,Jaxon Smith-Njigba,WR,For Me to Poop on,240.91,14.17,345.5,21.59,16,100.0,A+,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
1 - 4,4,Bijan Robinson,RB,67 Big Backs,339.37,19.96,363.5,22.72,16,100.0,A+,{6056B364-2BEC-43D7-A948-C08055FA2C5F}
2 - 3,15,Jonathan Taylor,RB,Oh My Josh,288.77,16.99,356.4,22.27,16,99.55,A+,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
1 - 7,7,Puka Nacua,WR,Gabe's Grand Team,298.63,17.57,349.0,23.27,15,99.26,A+,{252B710A-A1BF-4BDD-93A8-A65DA1410626}
11 - 6,126,Matthew Stafford,QB,Hormones For You,274.08,16.12,323.72,20.23,16,98.3,A+,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
1 - 6,6,Jahmyr Gibbs,RB,Hormones For You,317.28,18.66,346.6,21.66,16,98.15,A+,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
2 - 1,13,De'Von Achane,RB,Numb Nutz - CHAMP,307.53,18.09,322.8,20.18,16,95.61,A,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
2 - 12,24,Josh Allen,QB,Tortured Cheerleaders Departmnt,367.87,21.64,364.62,22.79,16,94.23,A,{8F726947-16B6-4023-8839-58DD00CD6659}
3 - 4,28,Trey McBride,TE,67 Big Backs,259.22,15.25,302.4,18.9,16,93.66,A,{6056B364-2BEC-43D7-A948-C08055FA2C5F}
3 - 11,35,James Cook III,RB,For Me to Poop on,269.9,15.88,300.7,18.79,16,93.48,A,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
10 - 5,113,Drake Maye,QB,Skibidi Rizzlers,285.26,16.78,336.22,21.01,16,93.05,A,{88877912-82AE-408B-9AD4-17D54F48BACA}
1 - 10,10,Amon-Ra St. Brown,WR,Oh My Josh,290.62,17.1,299.1,18.69,16,92.36,A-,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
