Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Baker Mayfield,QB,Pennoni Adjacent,246.49,16.43,259.26,19.94,13,100.0,A+,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Bo Nix,QB,Pho_King,193.34,13.81,227.28,17.48,13,90.06,A-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Sam Darnold,QB,19th St Halal Cart,193.18,14.86,241.36,18.57,13,89.59,B+,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
Geno Smith,QB,Philadelphia Bills Mafia,227.89,16.28,205.56,15.81,13,88.8,B+,{65213399-AD95-4113-B087-DAB0440DEF10}
Jauan Jennings,WR,PAI Alcoholics Anonymous ,73.16,4.88,175.5,14.62,12,86.13,B,{0CE04EAF-1603-4259-869A-A567F9953F44}
Jonnu Smith,TE,Pennoni Adjacent,83.39,5.56,160.1,12.32,13,85.65,B,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Chris Boswell,K,Daddy's Home,125.7,7.39,162.0,12.46,13,84.69,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Vikings D/ST,D/ST,19th St Halal Cart,98.22,5.78,137.0,10.54,13,83.87,B,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
Tyrone Tracy Jr.,RB,Eli,82.88,5.92,143.0,11.0,13,81.42,B-,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
Texans D/ST,D/ST,Pennoni Adjacent,98.92,5.82,119.0,9.15,13,80.2,B-,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Broncos D/ST,D/ST,Daddy's Home,68.4,4.02,134.0,10.31,13,79.62,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Cade Otton,TE,The Golden Receivers,109.63,7.31,136.2,10.48,13,77.95,C+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Bills D/ST,D/ST,Prahlad's Ghost,87.59,5.15,102.0,7.85,13,76.22,C,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
Seahawks D/ST,D/ST,PAI Alcoholics Anonymous ,113.67,6.69,108.0,8.31,13,75.96,C,{0CE04EAF-1603-4259-869A-A567F9953F44}
Chargers D/ST,D/ST,Pennoni Adjacent,87.64,5.16,118.0,9.08,13,75.51,C,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Packers D/ST,D/ST,19th St Halal Cart,104.03,6.12,109.0,8.38,13,74.53,C,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
Tucker Kraft,TE,19th St Halal Cart,89.95,6.0,133.5,10.27,13,73.82,C,{DC811D3C-5EC4-4818-8E91-66D1350A42D2}
Kareem Hunt,RB,Eli,0.0,0.0,125.6,12.56,10,72.93,C-,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
Rashod Bateman,WR,Philadelphia Bills Mafia,113.32,7.55,122.4,9.42,13,72.32,C-,{65213399-AD95-4113-B087-DAB0440DEF10}
Zach Ertz,TE,Partners for What's Possible,74.01,4.93,130.1,10.01,13,72.08,C-,{5E530C03-3F19-48F0-A309-52B769E76347}
Nick Folk,K,PAI Alcoholics Anonymous ,132.01,7.77,103.0,7.92,13,69.85,D+,{0CE04EAF-1603-4259-869A-A567F9953F44}
Jason Myers,K,Eli,123.54,7.27,102.0,7.85,13,69.78,D+,{4406D5E2-027E-496A-8DB3-92E87CDFFD33}
Jameis Winston,QB,Pho_King,28.36,7.09,133.5,12.14,11,69.35,D+,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
Chase McLaughlin,K,Pennoni Adjacent,129.69,7.63,112.0,8.62,13,69.12,D+,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
Quentin Johnston,WR,Pennoni Adjacent,110.27,7.35,113.0,10.27,11,68.64,D+,{4FB9792B-D0E9-407C-A000-A60B0F30DB08}
