Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 6,6,Christian McCaffrey,RB,Team Padodara,0.0,0.0,372.8,23.3,16,100.0,A+,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E}
2 - 8,18,CeeDee Lamb,WR,Killler jatt ,0.0,0.0,355.7,20.92,17,100.0,A+,{60C8783C-68C6-446B-8A96-6FF3C6BDC774}
3 - 7,27,Josh Allen,QB,BurgerBoyz,0.0,0.0,383.64,22.57,17,100.0,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
1 - 5,5,Tyreek Hill,WR,Team bhalani,0.0,0.0,339.9,21.24,16,99.67,A+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
2 - 10,20,Jalen Hurts,QB,NoHalfSends,0.0,0.0,340.82,20.05,17,95.89,A,{6A39F767-40D1-4825-B0A7-1D20433A3184}
11 - 6,106,Dak Prescott,QB,Team Padodara,0.0,0.0,326.34,19.2,17,95.5,A,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E}
3 - 9,29,Lamar Jackson,QB,"All Barkley, No Bite",0.0,0.0,316.72,19.8,16,93.45,A,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
2 - 9,19,Amon-Ra St. Brown,WR,Still Rollin',200.57,13.37,289.9,18.12,16,93.44,A,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
10 - 5,95,Raheem Mostert,RB,Team Padodara,0.0,0.0,259.2,17.28,15,91.91,A-,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E}
6 - 2,52,Breece Hall,RB,"All Barkley, No Bite",0.0,0.0,261.5,15.38,17,89.93,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
4 - 9,39,Keenan Allen,WR,Still Rollin',0.0,0.0,237.86,18.3,13,89.76,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
3 - 10,30,Travis Etienne Jr.,RB,Hark,0.0,0.0,259.4,15.26,17,89.15,B+,{8BF15A87-7793-43C2-B15A-87779313C26A}
5 - 2,42,Rachaad White,RB,Still Rollin',0.0,0.0,239.9,14.11,17,88.26,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
7 - 1,61,DJ Moore,WR,NoHalfSends,0.0,0.0,252.5,14.85,17,88.0,B+,{6A39F767-40D1-4825-B0A7-1D20433A3184}
2 - 6,16,A.J. Brown,WR,Team bhalani,0.0,0.0,251.6,14.8,17,87.78,B+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
3 - 5,25,Patrick Mahomes,QB,Team bhalani,0.0,0.0,268.72,16.8,16,87.6,B+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
7 - 6,66,Mike Evans,WR,Team Padodara,0.0,0.0,250.0,14.71,17,87.44,B+,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E}
2 - 2,12,Derrick Henry,RB,"All Barkley, No Bite",0.0,0.0,240.66,14.16,17,87.33,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
3 - 1,21,Joe Mixon,RB,NoHalfSends,0.0,0.0,243.0,14.29,17,87.24,B+,{6A39F767-40D1-4825-B0A7-1D20433A3184}
