Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
10 - 6,114,Tyler Lockett,WR,Breece Hall Sucks,170.33,12.17,121.0,7.12,17,65.88,D,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
12 - 2,134,Tyler Allgeier,RB,Your Mom,141.24,10.09,106.2,6.25,17,65.69,D,{F1F84656-65C6-418D-85EB-A941DF949C09}
10 - 12,120,Keon Coleman,WR,lawrence's Loud Team,169.97,11.33,111.5,8.58,13,65.09,D,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
6 - 11,71,Dallas Goedert,TE,Skibidi Rizzlers,152.14,10.14,103.6,10.36,10,64.76,D,{88877912-82AE-408B-9AD4-17D54F48BACA}
12 - 10,142,Joshua Palmer,WR,SIGMAS,168.28,11.22,107.4,7.16,15,64.67,D,{6056B364-2BEC-43D7-A948-C08055FA2C5F}
4 - 12,48,Stefon Diggs,WR,lawrence's Loud Team,226.85,15.12,121.92,15.24,8,64.66,D,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
13 - 1,145,Jaleel McLaughlin,RB,lawrence's Loud Team,137.78,9.84,97.2,6.08,16,64.17,D,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
15 - 11,179,Saints D/ST,D/ST,Your Mom,116.17,6.83,66.0,3.88,17,63.95,D,{F1F84656-65C6-418D-85EB-A941DF949C09}
8 - 7,91,Tyjae Spears,RB,Numb Nutz - CHAMP,175.41,12.53,113.6,9.47,12,63.92,D,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
14 - 4,160,Rashid Shaheed,WR,Rizzly Bears,158.99,10.6,79.8,11.4,7,63.5,D,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
16 - 12,192,Kenneth Gainwell,RB,lawrence's Loud Team,77.15,5.51,62.6,3.68,17,63.1,D,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
7 - 9,81,Jake Ferguson,TE,Rizzly Bears,165.68,11.05,104.4,7.46,14,61.96,D-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
16 - 11,191,Tyler Boyd,WR,Skibidi Rizzlers,131.96,8.8,78.3,4.89,16,61.75,D-,{88877912-82AE-408B-9AD4-17D54F48BACA}
11 - 10,130,T.J. Hockenson,TE,Oh My Josh,130.0,13.0,86.5,8.65,10,61.69,D-,{5134AA18-1271-4376-B91C-1EECCCFF2E92}
4 - 10,46,Amari Cooper,WR,SIGMAS,209.6,13.97,122.7,8.76,14,60.74,D-,{6056B364-2BEC-43D7-A948-C08055FA2C5F}
11 - 4,124,Browns D/ST,D/ST,Gabe's Grand Team,137.81,8.11,70.0,4.12,17,60.4,D-,{252B710A-A1BF-4BDD-93A8-A65DA1410626}
2 - 7,19,Travis Etienne Jr.,RB,Numb Nutz - CHAMP,225.37,16.1,130.2,8.68,15,59.91,F-,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
6 - 7,67,Dalton Kincaid,TE,Numb Nutz - CHAMP,172.22,11.48,100.8,7.75,13,59.8,F-,{44E96D81-20A7-4A88-AA77-7AF689BE12D7}
8 - 8,92,Christian Watson,WR,For Me to Poop on,188.61,12.57,105.3,7.02,15,59.72,F-,{80A5169E-FE6E-46F3-A516-9EFE6EE6F368}
7 - 7,79,Dak Prescott,QB,Breece Hall Sucks,276.67,18.44,116.52,14.57,8,59.42,F-,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
9 - 7,103,Devin Singletary,RB,Breece Hall Sucks,168.32,12.02,96.6,6.44,15,59.1,F-,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
9 - 1,97,Zack Moss,RB,lawrence's Loud Team,155.33,11.09,81.9,10.24,8,58.85,F-,{D0CA38D4-82C5-48C1-8974-77C7B710B5EB}
15 - 7,175,Brandin Cooks,WR,Breece Hall Sucks,155.49,10.37,69.6,6.96,10,57.52,F-,{A1A69B8D-9552-46EC-8145-7D9DC7026AC9}
