Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 7,7,Jonathan Taylor,RB,THE BIGMADBLUE,244.86,16.32,357.6,21.04,17,100.0,A+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
5 - 9,49,Cooper Kupp,WR,Wakanda Forever,189.45,11.84,368.5,21.68,17,100.0,A+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
9 - 9,89,Tom Brady,QB,Wakanda Forever,300.36,20.02,364.74,21.46,17,100.0,A+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
11 - 9,109,Deebo Samuel,WR,Wakanda Forever,159.53,10.64,304.46,19.03,16,99.87,A+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
5 - 3,43,Josh Allen,QB,Team TitBit,348.62,21.79,379.58,22.33,17,99.51,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
1 - 9,9,Austin Ekeler,RB,Team Vellapanti,227.56,16.25,308.8,19.3,16,99.14,A+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
5 - 6,46,Justin Herbert,QB,Pain Inflictors,280.55,17.53,361.76,21.28,17,97.39,A+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 4,34,Patrick Mahomes,QB,THE BIGMADBLUE,349.09,21.82,339.66,19.98,17,97.27,A+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
3 - 1,21,Justin Jefferson,WR,Team HebAchi,216.32,13.52,278.4,16.38,17,96.4,A,{49094F84-F849-4173-B052-21E1CDEDB4EF}
3 - 3,23,Joe Mixon,RB,Team TitBit,216.9,15.49,267.4,16.71,16,95.83,A,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
6 - 6,56,Dak Prescott,QB,Bhambhwani Pawan Dilip,316.91,19.81,291.56,18.22,16,95.56,A,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
1 - 6,6,Davante Adams,WR,Pain Inflictors,266.76,17.78,282.8,17.68,16,95.39,A,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 6,36,Mark Andrews,TE,Bhambhwani Pawan Dilip,166.26,10.39,247.6,14.56,17,95.27,A,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
11 - 10,110,Matthew Stafford,QB,Inglorious Staffords,249.36,15.59,317.74,18.69,17,95.16,A,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
10 - 5,95,Jalen Hurts,QB,Pain Inflictors,261.53,17.44,286.16,19.08,15,94.94,A,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
2 - 6,16,Najee Harris,RB,Bhambhwani Pawan Dilip,231.81,15.45,263.7,15.51,17,93.97,A,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
9 - 6,86,Ja'Marr Chase,WR,Pain Inflictors,169.97,10.62,272.1,16.01,17,93.97,A,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 10,40,Aaron Rodgers,QB,Team HebAchi,296.24,18.52,305.8,19.11,16,93.74,A,{49094F84-F849-4173-B052-21E1CDEDB4EF}
10 - 10,100,James Conner,RB,Team HebAchi,137.95,9.85,239.7,15.98,15,92.52,A-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
14 - 1,131,Joe Burrow,QB,Inglorious Staffords,247.7,15.48,289.24,18.08,16,92.49,A-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
10 - 3,93,Leonard Fournette,RB,The  Never CameBack,165.76,11.05,221.6,15.83,14,90.76,A-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
2 - 3,13,Tyreek Hill,WR,The  Never CameBack,260.82,16.3,243.0,14.29,17,90.75,A-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 3,3,Derrick Henry,RB,Team TitBit,273.17,18.21,187.3,23.41,8,90.55,A-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
1 - 10,10,Travis Kelce,TE,Inglorious Staffords,251.59,15.72,217.3,13.58,16,90.38,A-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
6 - 5,55,Diontae Johnson,WR,Pain Inflictors,182.16,11.39,222.9,13.93,16,89.86,B+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
5 - 4,44,Kyler Murray,QB,Team Vellapanti,327.49,20.47,274.48,19.61,14,89.42,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
2 - 4,14,Stefon Diggs,WR,THE BIGMADBLUE,247.73,15.48,233.0,13.71,17,89.23,B+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
