Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
5 - 6,46,Lamar Jackson,QB,Team HebAchi,272.65,18.18,418.88,24.64,17,100.0,A+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
2 - 3,13,Saquon Barkley,RB,Vidhi's Spirited Team,230.07,16.43,343.8,21.49,16,100.0,A+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
2 - 4,14,Jahmyr Gibbs,RB,Brown Munde,213.72,15.27,338.9,19.94,17,100.0,A+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
1 - 9,9,Ja'Marr Chase,WR,The Chase is on,237.35,16.95,347.0,20.41,17,100.0,A+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
11 - 7,107,Bucky Irving,RB,Brown Munde,99.1,7.08,220.9,12.99,17,100.0,A+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
3 - 1,21,Derrick Henry,RB,Cooper Troopers,213.97,15.28,328.9,19.35,17,100.0,A+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
12 - 6,116,Brock Bowers,TE,Team CTE,115.89,7.73,208.2,12.25,17,99.67,A+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
12 - 9,119,Brian Thomas Jr.,WR,Pain Inflictors,141.16,9.41,243.5,14.32,17,99.26,A+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
14 - 4,134,Jared Goff,QB,Brown Munde,213.21,14.21,315.96,18.59,17,98.86,A+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
7 - 9,69,Joe Burrow,QB,The Chase is on,248.52,16.57,346.82,20.4,17,97.61,A+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
5 - 4,44,Josh Allen,QB,Groot-o-Matic,293.6,19.57,374.54,22.03,17,97.53,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
11 - 1,101,Chuba Hubbard,RB,Cooper Troopers,121.62,8.69,220.1,14.67,15,97.48,A+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
12 - 2,112,Jayden Daniels,QB,The Chase is on,223.55,14.9,317.32,18.67,17,97.19,A+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
11 - 2,102,Chase Brown,RB,Pain Inflictors,146.65,10.48,228.0,14.25,16,94.57,A,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
1 - 3,3,Bijan Robinson,RB,BB,261.31,18.67,311.2,18.31,17,94.42,A,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
3 - 9,29,Josh Jacobs,RB,The Chase is on,196.54,14.04,275.1,16.18,17,94.07,A,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
