Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Mike Davis,RB,Multiple Scoregasm,48.7,3.48,177.0,11.8,15,100.0,A+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
J.D. McKissic,RB,Team Amijaz,57.71,4.12,151.4,9.46,16,98.52,A+,{E8084BA7-697B-4617-884B-A7697B7617C9}
Cole Beasley,WR,Bhambhwani Pawan Dilip,111.72,7.45,166.5,11.1,15,98.37,A+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Tyler Bass,K,Multiple Scoregasm,120.49,7.53,151.0,9.44,16,96.95,A,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Rams D/ST,D/ST,Muqaddar Ka Sikandar,95.7,5.98,164.0,10.25,16,95.8,A,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Dolphins D/ST,D/ST,Multiple Scoregasm,89.54,5.6,110.0,6.88,16,95.39,A,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Corey Davis,WR,Fresh Prince  Of Hel-Aire,101.35,7.24,160.4,11.46,14,87.75,B+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Robert Tonyan,TE,Team BIGMADBLUE,33.31,2.22,150.6,9.41,16,86.73,B,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Robby Anderson,WR,Team BIGMADBLUE,140.36,9.36,178.6,11.16,16,86.28,B,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Tee Higgins,WR,Team Amijaz,72.58,4.84,161.1,10.07,16,86.04,B,{E8084BA7-697B-4617-884B-A7697B7617C9}
Nyheim Hines,RB,Fresh Prince  Of Hel-Aire,109.19,7.8,161.7,10.11,16,85.73,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Jason Sanders,K,Team Vellapanti,110.86,6.93,169.0,10.56,16,85.47,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Dalton Schultz,TE,Wakanda Forever,31.75,2.12,115.0,7.19,16,85.35,B,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
CeeDee Lamb,WR,Team BIGMADBLUE,124.19,8.28,182.7,11.42,16,85.19,B,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Washington D/ST,D/ST,Bhambhwani Pawan Dilip,66.51,4.16,135.0,8.44,16,84.82,B,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
James Robinson,RB,Pain Inflictors,95.42,6.82,225.9,16.14,14,83.05,B,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Dawson Knox,TE,Muqaddar Ka Sikandar,80.17,5.34,54.8,4.57,12,82.02,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Nelson Agholor,WR,Muqaddar Ka Sikandar,40.05,2.67,165.1,10.32,16,81.4,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Ryan Succop,K,Team TitBit,120.16,7.51,142.0,8.88,16,80.53,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Gus Edwards,RB,Muqaddar Ka Sikandar,50.14,3.58,123.7,7.73,16,79.96,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Daniel Carlson,K,Muqaddar Ka Sikandar,114.43,7.15,153.0,9.56,16,79.1,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Wayne Gallman,RB,Team Amijaz,21.02,1.5,126.1,8.41,15,78.77,C+,{E8084BA7-697B-4617-884B-A7697B7617C9}
Justin Jefferson,WR,Multiple Scoregasm,114.44,7.63,232.2,14.51,16,78.08,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Justin Herbert,QB,Muqaddar Ka Sikandar,163.92,14.9,345.84,23.06,15,77.63,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Brandon Aiyuk,WR,Team BIGMADBLUE,103.06,7.36,154.5,12.88,12,77.46,C+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Derek Carr,QB,Team Vellapanti,244.58,16.31,284.12,17.76,16,77.01,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Damien Harris,RB,Wakanda Forever,78.52,7.14,88.8,8.88,10,75.75,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Browns D/ST,D/ST,Team BIGMADBLUE,94.37,5.9,85.0,5.31,16,74.91,C,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Giovani Bernard,RB,Team Vellapanti,73.46,5.25,134.6,8.41,16,74.33,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Joey Slye,K,Bhambhwani Pawan Dilip,117.52,7.35,122.0,7.62,16,73.78,C,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Mike Williams,WR,Team Vellapanti,125.4,8.96,131.7,8.78,15,72.78,C-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Myles Gaskin,RB,Team TitBit,20.8,1.49,145.2,14.52,10,72.37,C-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Chase Claypool,WR,Bhambhwani Pawan Dilip,86.98,5.8,185.4,11.59,16,71.42,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Rodrigo Blankenship,K,Team Amijaz,125.51,7.84,145.0,9.06,16,71.2,C-,{E8084BA7-697B-4617-884B-A7697B7617C9}
Curtis Samuel,WR,Bhambhwani Pawan Dilip,127.89,8.53,173.6,11.57,15,70.06,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Malcolm Brown,RB,Fresh Prince  Of Hel-Aire,40.99,2.93,97.6,6.1,16,69.26,D+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Mason Crosby,K,Pain Inflictors,119.4,7.46,120.0,7.5,16,68.72,D+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Panthers D/ST,D/ST,Multiple Scoregasm,51.93,3.25,83.0,5.19,16,67.45,D+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
Salvon Ahmed,RB,Team TitBit,0.0,0.0,63.5,10.58,6,67.45,D+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Logan Thomas,TE,Team BIGMADBLUE,63.83,4.26,140.62,8.79,16,66.88,D,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Jeff Wilson Jr.,RB,Team BIGMADBLUE,15.28,1.09,135.8,11.32,12,65.55,D,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Stephen Gostkowski,K,Team Amijaz,112.83,7.05,111.0,7.4,15,63.58,D,{E8084BA7-697B-4617-884B-A7697B7617C9}
Jamison Crowder,WR,Wakanda Forever,152.58,10.17,145.02,12.09,12,61.71,D-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Philip Rivers,QB,Fresh Prince  Of Hel-Aire,231.72,16.55,242.96,15.18,16,59.67,F-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Mitchell Trubisky,QB,Bhambhwani Pawan Dilip,144.52,18.07,153.7,15.37,10,58.34,F-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Cardinals D/ST,D/ST,Pain Inflictors,71.66,4.48,95.0,5.94,16,56.08,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Jalen Hurts,QB,Pain Inflictors,26.78,13.39,111.94,7.46,15,55.36,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Chase Edmonds,RB,Pain Inflictors,75.64,5.4,141.5,8.84,16,54.88,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Jordan Akins,TE,Muqaddar Ka Sikandar,79.6,5.31,65.2,5.02,13,52.95,F-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Packers D/ST,D/ST,Team TitBit,79.08,4.94,100.0,6.25,16,51.54,F-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
Irv Smith Jr.,TE,Bhambhwani Pawan Dilip,88.44,5.9,83.5,6.42,13,48.76,F-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
John Brown,WR,Pain Inflictors,137.42,9.16,80.8,8.98,9,48.29,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Antonio Brown,WR,Team Vellapanti,0.0,0.0,95.1,11.89,8,46.96,F-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
Carlos Hyde,RB,Muqaddar Ka Sikandar,50.24,3.59,78.4,7.84,10,45.97,F-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
Keke Coutee,WR,Pain Inflictors,0.0,0.0,70.5,8.81,8,44.66,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Ito Smith,RB,Team BIGMADBLUE,48.75,3.48,48.8,3.49,14,44.14,F-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
Jakobi Meyers,WR,Pain Inflictors,55.93,3.73,113.02,8.07,14,39.35,F-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
Dare Ogunbowale,RB,Bhambhwani Pawan Dilip,23.38,1.67,24.9,1.78,14,36.62,F-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
Mike Boone,RB,Wakanda Forever,21.78,1.56,13.9,0.87,16,33.81,F-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
Ty Johnson,RB,Fresh Prince  Of Hel-Aire,7.27,0.52,55.3,4.25,13,24.34,F-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
Ty Montgomery,RB,Fresh Prince  Of Hel-Aire,21.44,1.53,14.3,2.38,6,10.0,F-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
