Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 3,3,Christian McCaffrey,RB,Pain Inflictors,293.41,19.56,418.2,26.14,16,100.0,A+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
10 - 7,97,Lamar Jackson,QB,Team BIGMADBLUE,275.14,19.65,426.18,28.41,15,100.0,A+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
5 - 2,42,Deshaun Watson,QB,Muqaddar Ka Sikandar,337.15,22.48,325.48,21.7,15,92.52,A-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 3,73,Dak Prescott,QB,Team Vellapanti,304.97,20.33,350.78,21.92,16,92.44,A-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
1 - 7,7,Michael Thomas,WR,Multiple Scoregasm,235.97,14.75,300.1,18.76,16,91.98,A-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
6 - 1,51,Derrick Henry,RB,Team Amiji,222.54,14.84,291.6,19.44,15,91.76,A-,{8EF83BEE-329B-4056-9953-F0E1B26AC099}
12 - 10,120,Russell Wilson,QB,All Barkley No Bite,285.98,19.07,336.6,21.04,16,91.4,A-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
11 - 1,101,Austin Ekeler,RB,All Barkley No Bite,146.95,9.8,266.5,16.66,16,90.3,A-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
3 - 8,28,Aaron Jones,RB,Team Vellapanti,212.51,15.18,293.3,18.33,16,89.7,B+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
1 - 10,10,Ezekiel Elliott,RB,Team Amiji,304.26,20.28,284.7,17.79,16,88.92,B+,{8EF83BEE-329B-4056-9953-F0E1B26AC099}
9 - 7,87,Carson Wentz,QB,Multiple Scoregasm,301.53,20.1,281.86,17.62,16,88.85,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
3 - 1,21,Dalvin Cook,RB,All Barkley No Bite,233.2,15.55,267.4,19.1,14,88.17,B+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
2 - 2,12,Travis Kelce,TE,Team TitBit,232.33,14.52,205.8,12.86,16,88.06,B+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
3 - 4,24,Patrick Mahomes,QB,Team BIGMADBLUE,353.15,23.54,302.04,21.57,14,87.97,B+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
4 - 4,34,Aaron Rodgers,QB,Multiple Scoregasm,307.51,20.5,285.38,17.84,16,86.29,B,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
7 - 5,65,Matt Ryan,QB,Wakanda Forever,314.84,20.99,273.34,18.22,15,86.19,B,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
10 - 6,96,Patriots D/ST,D/ST,Wakanda Forever,101.79,6.36,227.0,14.19,16,85.84,B,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
13 - 1,121,Kyler Murray,QB,All Barkley No Bite,291.62,19.44,291.28,18.2,16,85.59,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
6 - 2,52,Chris Godwin,WR,Team TitBit,169.55,10.6,234.6,16.76,14,85.37,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
14 - 3,133,Kirk Cousins,QB,Team Vellapanti,271.0,18.07,257.42,17.16,15,85.32,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
5 - 3,43,Mark Ingram II,RB,Pain Inflictors,197.39,13.16,229.5,15.3,15,83.88,B,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 3,33,George Kittle,TE,Team Vellapanti,192.35,12.02,181.5,12.96,14,83.87,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
1 - 1,1,Saquon Barkley,RB,All Barkley No Bite,322.93,21.53,221.1,17.01,13,82.91,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
3 - 3,23,Nick Chubb,RB,Pain Inflictors,229.65,15.31,238.7,14.92,16,82.73,B-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
8 - 2,72,Drew Brees,QB,Team TitBit,289.37,19.29,228.76,20.8,11,82.7,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
1 - 9,9,Julio Jones,WR,Team TitBit,238.45,14.9,226.1,15.07,15,82.65,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
5 - 1,41,Kenny Golladay,WR,All Barkley No Bite,175.74,10.98,219.5,13.72,16,82.55,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
2 - 7,17,Zach Ertz,TE,Team BIGMADBLUE,177.18,11.07,171.6,11.44,15,82.24,B-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
6 - 6,56,Cooper Kupp,WR,Wakanda Forever,167.26,11.15,225.0,14.06,16,82.17,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
13 - 5,125,Tom Brady,QB,Wakanda Forever,308.06,20.54,266.68,16.67,16,82.1,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
1 - 5,5,DeAndre Hopkins,WR,Wakanda Forever,241.8,15.11,217.04,14.47,15,81.53,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
14 - 10,140,Mark Andrews,TE,All Barkley No Bite,111.09,6.94,175.2,11.68,15,81.53,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
4 - 1,31,Amari Cooper,WR,Team Amiji,201.79,12.61,209.0,13.06,16,80.92,B-,{8EF83BEE-329B-4056-9953-F0E1B26AC099}
15 - 3,143,Philip Rivers,QB,Pain Inflictors,276.28,18.42,243.5,15.22,16,80.86,B-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
3 - 7,27,Leonard Fournette,RB,Multiple Scoregasm,211.13,15.08,221.4,14.76,15,80.73,B-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
2 - 10,20,Joe Mixon,RB,All Barkley No Bite,238.87,15.92,207.9,12.99,16,80.61,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
12 - 5,115,Jared Goff,QB,Bhambhwani Pawan Dilip,285.59,19.04,250.52,15.66,16,80.25,B-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
1 - 2,2,Alvin Kamara,RB,Muqaddar Ka Sikandar,292.52,19.5,208.52,14.89,14,80.24,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
4 - 7,37,Julian Edelman,WR,Team BIGMADBLUE,175.18,11.68,206.28,12.89,16,80.24,B-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
3 - 6,26,Mike Evans,WR,Bhambhwani Pawan Dilip,218.66,13.67,202.2,15.55,13,80.12,B-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
3 - 9,29,Chris Carson,RB,Team TitBit,210.56,14.04,214.1,14.27,15,79.58,C+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
3 - 2,22,Keenan Allen,WR,Muqaddar Ka Sikandar,214.87,13.43,209.5,13.09,16,79.49,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
7 - 6,66,Austin Hooper,TE,Bhambhwani Pawan Dilip,122.97,7.69,154.2,11.86,13,78.98,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
15 - 8,148,Steelers D/ST,D/ST,Team Vellapanti,100.26,6.27,188.0,11.75,16,78.96,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
6 - 5,55,Baker Mayfield,QB,Bhambhwani Pawan Dilip,290.93,19.4,236.18,14.76,16,78.95,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
1 - 4,4,Todd Gurley II,RB,Team BIGMADBLUE,255.31,18.24,203.9,13.59,15,78.86,C+,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
14 - 9,139,A.J. Brown,WR,Muqaddar Ka Sikandar,81.06,5.07,197.6,12.35,16,78.8,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
2 - 9,19,Miles Sanders,RB,Muqaddar Ka Sikandar,153.76,10.25,195.2,12.2,16,78.74,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
2 - 6,16,Davante Adams,WR,Wakanda Forever,234.16,15.61,171.2,14.27,12,78.66,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
8 - 1,71,Allen Robinson II,WR,Team Amiji,170.9,11.39,205.9,12.87,16,78.57,C+,{8EF83BEE-329B-4056-9953-F0E1B26AC099}
5 - 8,48,Tyler Lockett,WR,Team Vellapanti,174.25,10.89,194.7,12.17,16,78.38,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 8,38,Robert Woods,WR,Pain Inflictors,177.01,11.8,187.9,12.53,15,77.9,C+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 6,36,Josh Jacobs,RB,Wakanda Forever,212.01,14.13,181.6,13.97,13,77.74,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
2 - 1,11,Le'Veon Bell,RB,Team Amiji,247.75,16.52,182.0,12.13,15,77.62,C+,{8EF83BEE-329B-4056-9953-F0E1B26AC099}
16 - 5,155,Michael Gallup,WR,Bhambhwani Pawan Dilip,130.71,8.17,180.7,12.91,14,77.45,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
4 - 10,40,Stefon Diggs,WR,All Barkley No Bite,181.65,11.35,185.6,12.37,15,77.43,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
6 - 10,60,DJ Moore,WR,All Barkley No Bite,171.56,10.72,190.0,12.67,15,77.16,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
11 - 2,102,Wil Lutz,K,Muqaddar Ka Sikandar,137.4,8.59,159.0,9.94,16,77.16,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 6,76,Jarvis Landry,WR,Wakanda Forever,155.43,9.71,197.4,12.34,16,77.0,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
4 - 9,39,Jared Cook,TE,Muqaddar Ka Sikandar,139.31,8.71,147.5,10.54,14,76.92,C,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 5,75,Kenyan Drake,RB,Bhambhwani Pawan Dilip,180.64,12.04,190.7,13.62,14,76.53,C,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
15 - 5,145,Courtland Sutton,WR,Wakanda Forever,128.63,8.04,187.92,11.75,16,76.17,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
7 - 7,67,Marlon Mack,RB,Multiple Scoregasm,178.22,11.88,175.8,12.56,14,75.9,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
7 - 4,64,Calvin Ridley,WR,Team BIGMADBLUE,165.4,10.34,165.5,12.73,13,75.73,C,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
7 - 10,70,Tyler Boyd,WR,Team Amiji,168.88,10.55,178.4,11.15,16,75.53,C,{8EF83BEE-329B-4056-9953-F0E1B26AC099}
7 - 8,68,Phillip Lindsay,RB,Team Vellapanti,156.98,10.47,180.2,11.26,16,75.2,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
2 - 4,14,Odell Beckham Jr.,WR,Multiple Scoregasm,227.44,15.16,165.8,10.36,16,75.0,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
5 - 7,47,Melvin Gordon,RB,Multiple Scoregasm,190.9,17.35,159.8,13.32,12,74.8,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 8,8,Tyreek Hill,WR,Team Vellapanti,246.63,15.41,162.3,13.53,12,74.8,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
13 - 7,127,Harrison Butker,K,Multiple Scoregasm,138.47,8.65,162.0,10.12,16,74.6,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
12 - 2,112,Mitchell Trubisky,QB,Team TitBit,286.65,19.11,202.82,13.52,15,74.19,C,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
13 - 2,122,Sam Darnold,QB,Muqaddar Ka Sikandar,246.67,16.44,192.16,14.78,13,74.02,C,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
10 - 8,98,Justin Tucker,K,Pain Inflictors,146.97,9.19,152.0,9.5,16,73.97,C,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
16 - 8,158,Ravens D/ST,D/ST,Pain Inflictors,93.85,5.87,160.0,10.0,16,73.96,C,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
3 - 5,25,Devonta Freeman,RB,Wakanda Forever,218.83,14.59,168.1,12.01,14,73.29,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
12 - 3,113,Marvin Jones Jr.,WR,Team Vellapanti,154.22,9.64,162.9,12.53,13,73.14,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
7 - 1,61,Hunter Henry,TE,All Barkley No Bite,137.1,9.14,122.7,10.22,12,72.89,C-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
6 - 7,57,James White,RB,Team BIGMADBLUE,155.34,10.36,164.2,10.95,15,72.27,C-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
2 - 3,13,James Conner,RB,Team Vellapanti,238.86,15.92,128.5,12.85,10,72.14,C-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
5 - 6,46,David Montgomery,RB,Bhambhwani Pawan Dilip,191.25,12.75,157.9,9.87,16,71.71,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
11 - 8,108,Emmanuel Sanders,WR,Team Vellapanti,146.13,10.44,158.8,9.34,16,71.65,C-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
14 - 8,138,Jamison Crowder,WR,Pain Inflictors,135.22,8.45,158.7,9.92,16,71.54,C-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
