Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Patriots D/ST,D/ST,Brady Gaga,95.64,5.63,186.0,10.94,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},100.0,A+
Evan Engram,TE,MPT Phase1A,99.1,6.61,140.4,8.26,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},88.54,B+
Jerick McKinnon,RB,The Big Hurts,72.89,5.61,168.3,9.9,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},88.32,B+
Taysom Hill,TE,The Big Hurts,68.8,4.3,139.3,8.71,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},88.15,B+
Jared Goff,QB,MPT Phase1A,200.11,12.51,260.82,15.34,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},86.44,B
Geno Smith,QB,Prahlad's  Life Coach,120.88,12.09,257.88,15.17,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},86.14,B
Zay Jones,WR,Hot Sauce 'n' Bananas,89.14,5.57,157.1,9.82,16,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},84.99,B
Daniel Jones,QB,MPT Phase1A,215.65,14.38,245.0,15.31,16,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},84.86,B
Jeff Wilson Jr.,RB,Prahlad's  Life Coach,45.26,3.02,147.5,9.22,16,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},84.15,B
Brett Maher,K,MPT Phase1A,117.44,6.91,156.0,9.18,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},83.93,B
Latavius Murray,RB,Hot Sauce 'n' Bananas,0.0,0.0,140.7,10.82,13,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},82.79,B-
Curtis Samuel,WR,MPT Phase1A,110.68,7.38,144.3,8.49,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},82.29,B-
Christian Watson,WR,Prahlad's  Life Coach,91.14,5.7,143.6,10.26,14,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},82.15,B-
Jets D/ST,D/ST,Prahlad's  Life Coach,80.8,4.75,133.0,7.82,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},81.97,B-
George Pickens,WR,Chicken Fried Chicken Meal,118.95,7.43,140.5,8.26,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},81.49,B-
Donovan Peoples-Jones,WR,MPT Phase1A,87.74,5.48,136.6,8.04,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},80.67,B-
Isiah Pacheco,RB,Hot Sauce 'n' Bananas,59.15,3.94,128.5,7.56,17,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},80.35,B-
D'Onta Foreman,RB,The Big Hurts,63.88,4.26,128.5,7.56,17,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},80.35,B-
Joshua Palmer,WR,Team Just here 4 fun,123.7,7.73,133.3,8.33,16,{30B3E10C-D363-4E74-8961-7D4829DE152A},79.98,C+
Tyler Higbee,TE,Chicken Fried Chicken Meal,104.09,6.94,116.0,6.82,17,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},79.92,C+
Jason Myers,K,Brady Gaga,114.95,6.76,148.0,8.71,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},79.7,C+
Samaje Perine,RB,The Big Hurts,78.4,5.23,123.1,7.69,16,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},79.26,C+
Juwan Johnson,TE,MPT Phase1A,3.47,0.23,113.8,7.11,16,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},79.14,C+
Chiefs D/ST,D/ST,Prahlad's  Life Coach,64.77,3.81,124.0,7.29,17,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},78.78,C+
Gerald Everett,TE,Team Just here 4 fun,102.47,6.4,110.5,6.91,16,{30B3E10C-D363-4E74-8961-7D4829DE152A},77.98,C+
Younghoe Koo,K,Team Just here 4 fun,121.0,7.12,144.0,8.47,17,{30B3E10C-D363-4E74-8961-7D4829DE152A},77.59,C+
Rachaad White,RB,Brady Gaga,83.82,5.59,114.1,6.71,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},77.46,C+
Khalil Herbert,RB,Brady Gaga,98.55,6.57,113.3,8.72,13,{99C913F4-1FF6-4361-93D2-117EA19F759C},77.3,C+
Tyler Conklin,TE,Team Just here 4 fun,68.04,4.25,102.5,6.03,17,{30B3E10C-D363-4E74-8961-7D4829DE152A},75.15,C
Broncos D/ST,D/ST,MOTHER MAY I,94.56,5.56,111.0,6.53,17,{5E530C03-3F19-48F0-A309-52B769E76347},74.17,C
Darius Slayton,WR,MPT Phase1A,13.17,0.88,105.4,6.59,16,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},74.1,C
Eddy Pineiro,K,MPT Phase1A,116.92,6.88,137.0,8.06,17,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2},73.89,C
Graham Gano,K,PHL Mike,126.92,7.47,135.0,7.94,17,{C9BB5EBF-5B95-444A-A2BC-43CEA8B6DC9E},72.83,C-
Chuba Hubbard,RB,Prahlad's  Life Coach,60.38,4.03,80.7,5.38,15,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42},70.77,C-
Brock Purdy,QB,Chicken Fried Chicken Meal,0.0,0.0,95.26,10.58,9,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB},69.88,D+
Carson Wentz,QB,The Big Hurts,217.05,13.57,86.8,10.85,8,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},69.03,D+
Mecole Hardman,WR,MOTHER MAY I,117.36,7.33,81.3,10.16,8,{5E530C03-3F19-48F0-A309-52B769E76347},69.02,D+
Giants D/ST,D/ST,Office Director,84.38,4.96,96.0,5.65,17,{4C1C5213-4BB5-4243-87AC-0BCB2D637264},68.85,D+
Treylon Burks,WR,Brady Gaga,136.27,8.52,77.6,7.05,11,{99C913F4-1FF6-4361-93D2-117EA19F759C},68.24,D+
Titans D/ST,D/ST,Brady Gaga,88.57,5.21,94.0,5.53,17,{99C913F4-1FF6-4361-93D2-117EA19F759C},68.15,D+
Riley Patterson,K,Team Just here 4 fun,118.03,6.94,125.0,7.35,17,{30B3E10C-D363-4E74-8961-7D4829DE152A},67.54,D+
Hayden Hurst,TE,Hot Sauce 'n' Bananas,104.32,6.52,79.4,6.11,13,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8},66.99,D
Deshaun Watson,QB,Brady Gaga,96.72,16.12,65.58,10.93,6,{99C913F4-1FF6-4361-93D2-117EA19F759C},66.91,D
Gus Edwards,RB,The Big Hurts,78.12,7.1,59.3,6.59,9,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826},66.49,D
