Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
5 - 7,63,Cooper Kupp,WR,Kenny The Tick Salcido,235.02,14.69,439.5,25.85,17,100.0,A+,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7}
1 - 8,8,Jonathan Taylor,RB,Gato’s Mom Breezy,264.97,17.66,373.1,21.95,17,96.47,A,{7F18EDA9-DAE0-410A-9EC4-FE2F20716D07}
1 - 11,11,Austin Ekeler,RB,"Lights, Kamara, Action",263.95,18.85,343.8,21.49,16,93.72,A,{43035DAF-DDD6-4952-835D-AFDDD6195257}
6 - 13,83,Deebo Samuel,WR,Titan Up,194.43,12.96,338.96,21.19,16,92.44,A-,{2B6C7E1E-0755-48FB-89CE-4CFFA3D5DC1A}
5 - 5,61,Justin Herbert,QB,Reagor Bombs,308.99,19.31,380.76,22.4,17,91.98,A-,{17471759-D3C1-4206-8612-A156BCC23AA1}
1 - 7,7,Davante Adams,WR,Kenny The Tick Salcido,322.92,21.53,344.3,21.52,16,91.97,A-,{45D714CF-B0D8-49FA-9714-CFB0D859FAB7}
2 - 14,28,Josh Allen,QB,Team Behel,377.5,23.59,402.58,23.68,17,91.57,A-,{59EB215C-D5A2-4E2A-B66E-E96ABD1A9B82}
2 - 10,24,Justin Jefferson,WR,Reagor Bombs,260.37,16.27,330.4,19.44,17,90.2,A-,{17471759-D3C1-4206-8612-A156BCC23AA1}
4 - 4,46,Tom Brady,QB,"Lights, Kamara, Action",319.57,21.3,374.74,22.04,17,89.26,B+,{43035DAF-DDD6-4952-835D-AFDDD6195257}
2 - 4,18,Najee Harris,RB,"Lights, Kamara, Action",255.66,17.04,300.7,17.69,17,88.61,B+,{43035DAF-DDD6-4952-835D-AFDDD6195257}
4 - 12,54,Mark Andrews,TE, Johnny  Dramas ,201.03,12.56,301.1,17.71,17,88.54,B+,{80A1B4AF-9D17-4408-BDA1-9667BD326651}
8 - 6,104,James Conner,RB,Dennis The Menace ,151.66,10.83,257.7,17.18,15,88.32,B+,{72E06046-9EEC-4999-A060-469EEC399959}
6 - 2,72,Ja'Marr Chase,WR,Oversized Pumpkins,206.43,12.9,304.6,17.92,17,87.67,B+,{83937314-A1CA-41FD-A242-C9B5B534B295}
2 - 6,20,Joe Mixon,RB,Dennis The Menace ,240.4,17.17,287.9,17.99,16,87.55,B+,{72E06046-9EEC-4999-A060-469EEC399959}
2 - 12,26,Patrick Mahomes,QB, Johnny  Dramas ,369.41,23.09,361.66,21.27,17,87.54,B+,{80A1B4AF-9D17-4408-BDA1-9667BD326651}
3 - 5,33,Aaron Rodgers,QB,Reagor Bombs,321.95,20.12,333.3,20.83,16,86.09,B,{17471759-D3C1-4206-8612-A156BCC23AA1}
7 - 4,88,Joe Burrow,QB,Team Flaherty,282.87,17.68,314.24,19.64,16,85.89,B,{A319B00D-609E-486D-99B0-0D609EE86D5F}
