Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Performance Grade,Letter Grade,Owner ID
Brock Bowers,TE,First down syndrome ,144.0,9.6,205.7,15.82,13,100.0,A+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
Bo Nix,QB,JanSteez,192.76,13.77,227.28,17.48,13,91.61,A-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Baker Mayfield,QB,Pleasant Valley Panthers,245.41,16.36,259.26,19.94,13,91.28,A-,{8DC6CB03-411B-4540-86CB-03411B854029}
Sam Darnold,QB,Bryson Stott Fan Club,192.49,14.81,241.36,18.57,13,90.13,A-,{10F78273-9201-4EE8-B782-739201DEE809}
Chris Boswell,K,Abyss Diamond Eyes,129.64,7.63,162.0,12.46,13,88.76,B+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
Chuba Hubbard,RB,First down syndrome ,136.19,9.73,200.2,15.4,13,78.86,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
Jerry Jeudy,WR,Inter Miami CF,176.72,11.78,181.4,13.95,13,78.1,C+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Justin Herbert,QB,Abyss Diamond Eyes,252.01,16.8,196.96,15.15,13,77.63,C+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
Bucky Irving,RB,Inter Miami CF,112.11,8.01,173.5,13.35,13,76.59,C,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
J.K. Dobbins,RB,Inter Miami CF,155.48,11.96,166.0,15.09,11,75.51,C,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Jauan Jennings,WR,Inter Miami CF,73.15,4.88,175.5,14.62,12,75.2,C,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Jared Goff,QB,The Hungry Dogs,234.9,15.66,223.0,17.15,13,72.76,C-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Darnell Mooney,WR,Inter Miami CF,174.04,11.6,174.3,13.41,13,72.44,C-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Jonnu Smith,TE,The Hungry Dogs,83.38,5.56,160.1,12.32,13,71.34,C-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Rico Dowdle,RB,JanSteez,148.5,10.61,148.6,12.38,12,66.92,D,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Jake Bates,K,Bryson Stott Fan Club,137.91,8.11,125.0,9.62,13,66.01,D,{10F78273-9201-4EE8-B782-739201DEE809}
Cameron Dicker,K,Pleasant Valley Panthers,138.3,8.14,129.0,9.92,13,65.13,D,{8DC6CB03-411B-4540-86CB-03411B854029}
Cade Otton,TE,Inter Miami CF,109.61,7.31,136.2,10.48,13,64.38,D,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Jason Sanders,K,First down syndrome ,132.08,7.77,115.0,8.85,13,63.13,D,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
Chargers D/ST,D/ST,JanSteez,78.89,4.64,104.0,8.0,13,62.9,D-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Tua Tagovailoa,QB,Inter Miami CF,240.5,16.03,165.24,18.36,9,62.57,D-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
Josh Downs,WR,Abyss Diamond Eyes,111.26,8.56,137.6,13.76,10,60.45,D-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
Pat Freiermuth,TE,Bryson Stott Fan Club,138.09,9.21,119.0,9.15,13,56.04,F-,{10F78273-9201-4EE8-B782-739201DEE809}
Chase McLaughlin,K,The Hungry Dogs,133.62,7.86,114.0,8.77,13,54.96,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Eagles D/ST,D/ST,Abyss Diamond Eyes,89.53,5.27,94.0,7.23,13,54.21,F-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
Tyrone Tracy Jr.,RB,Pleasant Valley Panthers,82.86,5.92,143.0,11.0,13,54.18,F-,{8DC6CB03-411B-4540-86CB-03411B854029}
Lions D/ST,D/ST,The Hungry Dogs,106.71,6.28,99.0,7.62,13,51.98,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
Quentin Johnston,WR,JanSteez,110.25,7.35,113.0,10.27,11,42.3,F-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
Justin Fields,QB,First down syndrome ,89.65,17.93,118.34,13.15,9,10.0,F-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
