Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
9 - 3,147,Tyler Allgeier,RB,Sacks and the City,104.78,6.16,120.1,7.51,16,66.49,D,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
8 - 7,133,Jayden Higgins,WR,Serving Punt,161.48,9.5,119.2,7.45,16,66.34,D,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
6 - 11,101,Jordan Mason,RB,Nikki  ,133.58,7.86,119.5,7.97,15,66.27,D,{E358DE2E-F3F6-4E5C-BD8F-18CC4AD28D6C}
14 - 1,235,Blake Corum,RB,Becca’s Ballers,74.41,4.38,114.3,7.14,16,66.18,D,{2CC13964-3B93-4869-A746-1634AE79F650}
2 - 17,35,Terry McLaurin,WR,Shae's Sunday Scaries ,247.66,14.57,104.5,11.61,9,65.53,D,{301FF24A-F501-4A68-A146-66AEDC81FB63}
11 - 7,187,Brenton Strange,TE,Lamb of Goedert,139.46,8.2,100.8,9.16,11,65.43,D,{4DBC9875-C246-495B-9731-408DC5E2DFCE}
4 - 8,62,Jerry Jeudy,WR,Tush Push Director 🍑,231.44,13.61,116.5,7.28,16,65.38,D,{6463FE68-068E-42B0-BF9C-B0AEFD28D60C}
10 - 12,174,Wil Lutz,K,Lamb of Goedert,135.38,7.96,116.0,7.25,16,65.3,D,{4DBC9875-C246-495B-9731-408DC5E2DFCE}
4 - 18,72,T.J. Hockenson,TE,Flock Around and Find Out,184.54,10.86,112.8,7.52,15,64.89,D,{3251D3F1-A2F9-4601-BEF2-9005CBB120BE}
3 - 13,49,Alvin Kamara,RB,Say Cheese 🧀💚🧀,266.7,15.69,100.7,9.15,11,64.72,D,{A3DDC0EE-C12D-4E65-8469-41034B77D8F5}
3 - 11,47,Xavier Worthy,WR,Tush Push Director 🍑,166.79,13.9,109.9,7.85,14,64.67,D,{6463FE68-068E-42B0-BF9C-B0AEFD28D60C}
13 - 13,229,Mason Taylor,TE,Say Cheese 🧀💚🧀,130.03,7.65,88.9,6.84,13,64.38,D,{A3DDC0EE-C12D-4E65-8469-41034B77D8F5}
3 - 3,39,Mike Evans,WR,Sacks and the City,235.07,13.83,79.4,11.34,7,63.65,D,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
12 - 13,211,Tyjae Spears,RB,It's Miller Time,119.18,9.17,102.0,8.5,12,63.65,D,{46993514-CB12-4CFA-9935-14CB122CFA5F}
15 - 12,264,Brandon McManus,K,Serving Punt,136.74,8.04,104.0,8.0,13,63.38,D,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
8 - 16,142,Jake Elliott,K,Sacks and the City,141.38,8.32,104.0,6.5,16,63.31,D,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
5 - 4,76,Cooper Kupp,WR,Nothing Beats A Jets 2 Holiday,202.37,11.9,111.4,7.43,15,63.15,D,{9979E92C-9818-4436-9671-ABA329BBE6D9}
7 - 14,122,Chris Godwin Jr.,WR,Gridiron Grace,187.56,14.43,81.2,10.15,8,63.14,D,{2C5A506D-2152-485A-A901-E0C1F08F8915}
12 - 17,215,Darren Waller,TE,Shae's Sunday Scaries ,131.55,8.22,88.7,9.86,9,63.13,D,{301FF24A-F501-4A68-A146-66AEDC81FB63}
5 - 9,81,Kyler Murray,QB,Face Down Sacks Up,306.94,18.06,77.78,15.56,5,63.05,D,{406D4692-3C67-4DBA-B1E3-5736014C31B1}
12 - 4,202,Elic Ayomanor,WR,Hurts so good,88.79,5.22,108.5,7.23,15,62.94,D-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
7 - 2,110,Keon Coleman,WR,Shae's Sunday Scaries ,201.02,11.82,93.5,7.79,12,62.49,D-,{301FF24A-F501-4A68-A146-66AEDC81FB63}
14 - 16,250,Devin Singletary,RB,Sacks and the City,19.96,1.17,98.2,6.14,16,61.75,D-,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
5 - 16,88,Ricky Pearsall,WR,Men in Tight(End)s,198.38,11.67,88.6,9.84,9,61.14,D-,{337D12A9-D79A-4DBC-BD12-A9D79ACDBCEB}
1 - 10,10,Malik Nabers,WR,Nicole's Nifty Team,301.35,17.73,57.1,14.28,4,61.11,D-,{17F30800-A7FB-486F-A8C5-04FBF8270D9B}
6 - 4,94,Evan Engram,TE,Hurts so good,168.69,9.92,95.3,6.35,15,61.1,D-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
12 - 9,207,Bears D/ST,D/ST,Nicole's Nifty Team,90.62,5.33,92.0,5.75,16,60.87,D-,{17F30800-A7FB-486F-A8C5-04FBF8270D9B}
12 - 14,212,Cade Otton,TE,Faith's Fantastic Team,138.34,8.14,99.8,6.65,15,60.78,D-,{06A97A56-FAD2-4E95-B9D4-B3702CA829AE}
8 - 10,136,Marvin Mims Jr.,WR,Face Down Sacks Up,149.08,8.77,90.0,6.43,14,60.63,D-,{406D4692-3C67-4DBA-B1E3-5736014C31B1}
4 - 14,68,Isiah Pacheco,RB,Faith's Fantastic Team,213.79,12.58,87.3,6.72,13,60.57,D-,{06A97A56-FAD2-4E95-B9D4-B3702CA829AE}
8 - 1,127,Nick Chubb,RB,Becca’s Ballers,119.72,7.04,88.3,5.89,15,60.47,D-,{2CC13964-3B93-4869-A746-1634AE79F650}
13 - 5,221,Chiefs D/ST,D/ST,Faith's Fantastic Team,96.97,5.7,76.0,4.75,16,60.39,D-,{06A97A56-FAD2-4E95-B9D4-B3702CA829AE}
2 - 7,25,Tyreek Hill,WR,Serving Punt,263.71,15.51,53.5,13.38,4,60.3,D-,{FE598F7B-DEEB-43CB-B866-038706DB52C8}
11 - 1,181,Lions D/ST,D/ST,Flock Around and Find Out,122.53,7.21,85.0,5.31,16,60.28,D-,{3251D3F1-A2F9-4601-BEF2-9005CBB120BE}
11 - 17,197,Matt Gay,K,Breezy’s Bros,140.08,8.24,85.0,7.08,12,60.09,D-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
12 - 2,200,Darius Slayton,WR,Breezy’s Bros,115.24,6.78,89.4,6.88,13,59.49,F-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
16 - 10,280,Sean Tucker,RB,Face Down Sacks Up,28.28,1.66,91.8,5.74,16,59.43,F-,{406D4692-3C67-4DBA-B1E3-5736014C31B1}
10 - 4,166,DeMario Douglas,WR,Hurts so good,141.71,8.34,90.9,5.68,16,59.36,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
11 - 11,191,Colts D/ST,D/ST,Tush Push Director 🍑,111.49,6.56,82.0,5.12,16,59.17,F-,{6463FE68-068E-42B0-BF9C-B0AEFD28D60C}
14 - 17,251,Adonai Mitchell,WR,Shae's Sunday Scaries ,84.4,4.96,87.9,5.86,15,59.1,F-,{301FF24A-F501-4A68-A146-66AEDC81FB63}
5 - 7,79,David Njoku,TE,Lamb of Goedert,176.39,10.38,86.3,7.19,12,59.01,F-,{4DBC9875-C246-495B-9731-408DC5E2DFCE}
8 - 3,129,Bhayshul Tuten,RB,Men in Tight(End)s,4.71,0.28,80.3,5.74,14,58.82,F-,{337D12A9-D79A-4DBC-BD12-A9D79ACDBCEB}
7 - 15,123,Xavier Legette,WR,Hurts so good,165.97,9.76,84.1,6.01,14,58.77,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
4 - 13,67,Travis Hunter,WR,It's Miller Time,212.54,12.5,63.8,9.11,7,58.75,F-,{46993514-CB12-4CFA-9935-14CB122CFA5F}
13 - 14,230,Calvin Austin III,WR,Gridiron Grace,107.54,6.33,71.7,5.52,13,58.73,F-,{2C5A506D-2152-485A-A901-E0C1F08F8915}
16 - 12,282,Emanuel Wilson,RB,Lamb of Goedert,32.13,1.89,88.7,5.54,16,58.51,F-,{4DBC9875-C246-495B-9731-408DC5E2DFCE}
7 - 17,125,Jonnu Smith,TE,Breezy’s Bros,135.09,7.95,83.8,5.24,16,58.2,F-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
9 - 17,161,Jalen Coker,WR,Breezy’s Bros,108.61,8.35,73.7,7.37,10,58.07,F-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
9 - 15,159,Dylan Sampson,RB,Hurts so good,199.2,11.72,81.2,5.8,14,57.97,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
16 - 9,279,Chris Rodriguez Jr.,RB,Nicole's Nifty Team,33.91,1.99,76.7,6.39,12,57.75,F-,{17F30800-A7FB-486F-A8C5-04FBF8270D9B}
14 - 2,236,Ty Johnson,RB,Breezy’s Bros,54.61,3.21,80.7,5.04,16,57.49,F-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
9 - 6,150,Ravens D/ST,D/ST,It's Miller Time,122.95,7.23,74.0,4.62,16,57.49,F-,{46993514-CB12-4CFA-9935-14CB122CFA5F}
15 - 4,256,Buccaneers D/ST,D/ST,Nothing Beats A Jets 2 Holiday,106.06,6.24,80.0,5.0,16,57.24,F-,{9979E92C-9818-4436-9671-ABA329BBE6D9}
7 - 18,126,Darnell Mooney,WR,Becca’s Ballers,160.79,10.05,77.3,5.52,14,57.01,F-,{2CC13964-3B93-4869-A746-1634AE79F650}
13 - 4,220,Pat Bryant,WR,Nothing Beats A Jets 2 Holiday,95.45,5.61,67.7,4.84,14,57.0,F-,{9979E92C-9818-4436-9671-ABA329BBE6D9}
14 - 4,238,Packers D/ST,D/ST,Hurts so good,100.77,5.93,73.0,4.56,16,56.91,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
15 - 5,257,Andrei Iosivas,WR,Faith's Fantastic Team,71.45,4.2,86.9,5.43,16,56.83,F-,{06A97A56-FAD2-4E95-B9D4-B3702CA829AE}
15 - 10,262,KaVontae Turpin,WR,Nicole's Nifty Team,104.21,6.13,83.8,5.99,14,56.79,F-,{17F30800-A7FB-486F-A8C5-04FBF8270D9B}
3 - 2,38,James Conner,RB,Shae's Sunday Scaries ,250.16,14.72,33.3,11.1,3,56.69,F-,{301FF24A-F501-4A68-A146-66AEDC81FB63}
7 - 10,118,Justice Hill,RB,Nicole's Nifty Team,108.21,6.37,65.2,6.52,10,56.4,F-,{17F30800-A7FB-486F-A8C5-04FBF8270D9B}
4 - 16,70,Matthew Golden,WR,Sacks and the City,203.32,11.96,68.2,5.25,13,55.6,F-,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
14 - 9,243,Mike Gesicki,TE,Nicole's Nifty Team,115.76,6.81,67.4,5.62,12,55.33,F-,{17F30800-A7FB-486F-A8C5-04FBF8270D9B}
8 - 4,130,Trey Benson,RB,Hurts so good,128.58,7.56,35.4,8.85,4,55.23,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
13 - 17,233,Tyler Higbee,TE,Breezy’s Bros,124.11,7.3,51.0,5.67,9,55.2,F-,{C582F37F-EA8C-4A16-802F-468A6362CA16}
7 - 16,124,Jayden Reed,WR,Men in Tight(End)s,177.77,10.46,48.5,8.08,6,55.05,F-,{337D12A9-D79A-4DBC-BD12-A9D79ACDBCEB}
14 - 11,245,Tyler Lockett,WR,Nikki  ,99.84,5.87,71.6,4.47,16,54.26,F-,{E358DE2E-F3F6-4E5C-BD8F-18CC4AD28D6C}
13 - 1,217,Miles Sanders,RB,Flock Around and Find Out,88.63,5.21,26.7,6.68,4,53.75,F-,{3251D3F1-A2F9-4601-BEF2-9005CBB120BE}
15 - 8,260,Cardinals D/ST,D/ST,Nikki  ,97.74,5.75,68.0,4.25,16,53.59,F-,{E358DE2E-F3F6-4E5C-BD8F-18CC4AD28D6C}
16 - 13,283,Isaiah Davis,RB,It's Miller Time,27.47,1.62,71.2,4.45,16,53.47,F-,{46993514-CB12-4CFA-9935-14CB122CFA5F}
4 - 4,58,Calvin Ridley,WR,Hurts so good,229.18,13.48,47.3,6.76,7,53.45,F-,{2CC644B9-3D0A-49C1-A594-91F37AAB004C}
15 - 7,259,Samaje Perine,RB,Lamb of Goedert,62.7,3.69,69.7,4.98,14,53.19,F-,{4DBC9875-C246-495B-9731-408DC5E2DFCE}
16 - 16,286,Devaughn Vele,WR,Sacks and the City,45.43,2.67,66.3,5.1,13,52.94,F-,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
15 - 6,258,Russell Wilson,QB,It's Miller Time,120.01,15.0,49.84,8.31,6,52.92,F-,{46993514-CB12-4CFA-9935-14CB122CFA5F}
15 - 1,253,Joshua Karty,K,Flock Around and Find Out,137.33,8.08,53.0,6.62,8,52.61,F-,{3251D3F1-A2F9-4601-BEF2-9005CBB120BE}
15 - 11,263,Devin Neal,RB,Tush Push Director 🍑,52.1,3.06,60.0,6.0,10,52.56,F-,{6463FE68-068E-42B0-BF9C-B0AEFD28D60C}
11 - 13,193,Tre' Harris,WR,Say Cheese 🧀💚🧀,25.75,1.51,64.6,4.04,16,52.4,F-,{A3DDC0EE-C12D-4E65-8469-41034B77D8F5}
9 - 1,145,Cedric Tillman,WR,Flock Around and Find Out,166.03,9.77,56.7,4.73,12,52.12,F-,{3251D3F1-A2F9-4601-BEF2-9005CBB120BE}
9 - 8,152,Christian Kirk,WR,Nikki  ,129.19,8.07,57.2,4.77,12,52.03,F-,{E358DE2E-F3F6-4E5C-BD8F-18CC4AD28D6C}
12 - 15,213,DeAndre Hopkins,WR,Nothing Beats A Jets 2 Holiday,88.67,5.22,67.0,4.19,16,51.97,F-,{9979E92C-9818-4436-9671-ABA329BBE6D9}
10 - 16,178,Brian Robinson Jr.,RB,Sacks and the City,76.35,4.49,61.6,3.85,16,51.97,F-,{FD379251-A8A4-42A5-8FA5-83D1DA913174}
14 - 3,237,Giants D/ST,D/ST,Men in Tight(End)s,104.39,6.14,55.0,3.44,16,51.26,F-,{337D12A9-D79A-4DBC-BD12-A9D79ACDBCEB}
