Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 7,7,Christian McCaffrey,RB,Wakanda Forever,283.38,16.67,356.9,22.31,16,100.0,A+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
2 - 2,12,Jonathan Taylor,RB,Vidhi's Spirited Team,273.39,16.08,337.9,21.12,16,100.0,A+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
1 - 3,3,Bijan Robinson,RB,Team CTE,308.99,18.18,330.0,20.62,16,100.0,A+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 4,4,Jahmyr Gibbs,RB,Obi-Wan Jakobi,287.81,16.93,313.6,19.6,16,99.28,A+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 5,35,Jaxon Smith-Njigba,WR,Team HebAchi,196.94,11.58,292.5,18.28,16,99.13,A+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
1 - 10,10,Puka Nacua,WR,Pain Inflictors,246.4,14.49,290.5,19.37,15,97.8,A+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
3 - 5,25,Josh Allen,QB,Groot-o-Matic,347.99,20.47,334.62,20.91,16,97.53,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
2 - 5,15,De'Von Achane,RB,Team HebAchi,270.95,15.94,291.8,18.24,16,97.1,A+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
3 - 9,29,James Cook III,RB,Vidhi's Spirited Team,252.35,14.84,287.2,17.95,16,96.02,A,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
11 - 4,104,Dak Prescott,QB,Obi-Wan Jakobi,258.36,15.2,293.08,18.32,16,95.54,A,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 2,32,Trey McBride,TE,Vidhi's Spirited Team,202.81,11.93,242.9,15.18,16,93.99,A,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
7 - 7,67,George Pickens,WR,Wakanda Forever,185.57,10.92,244.5,15.28,16,93.26,A,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
2 - 1,11,Derrick Henry,RB,Pain Inflictors,273.76,16.1,259.9,16.24,16,92.75,A-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
6 - 10,60,Bo Nix,QB,Brown Munde,274.59,16.15,281.3,17.58,16,92.66,A-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
15 - 3,143,Drake Maye,QB,Team CTE,253.31,14.9,295.22,18.45,16,92.4,A-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
9 - 1,81,Chris Olave,WR,Brown Munde,168.39,9.91,219.5,13.72,16,92.02,A-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 3,73,Patrick Mahomes,QB,BB,298.62,17.57,253.18,18.08,14,92.0,A-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
14 - 3,133,Trevor Lawrence,QB,BB,254.37,14.96,277.38,17.34,16,91.11,A-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
1 - 9,9,Amon-Ra St. Brown,WR,Vidhi's Spirited Team,232.52,13.68,246.1,15.38,16,90.75,A-,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
10 - 9,99,Caleb Williams,QB,The Chase is on,245.71,14.45,288.1,18.01,16,90.68,A-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
1 - 2,2,Ja'Marr Chase,WR,The Chase is on,282.07,16.59,233.0,15.53,15,89.71,B+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
3 - 6,26,Jalen Hurts,QB,Team HebAchi,331.82,19.52,272.56,17.04,16,89.61,B+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
13 - 3,123,Travis Etienne Jr.,RB,Team CTE,164.54,9.68,232.6,14.54,16,88.66,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
3 - 8,28,Kyren Williams,RB,BB,267.16,15.72,235.7,14.73,16,88.59,B+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
2 - 10,20,Chase Brown,RB,Brown Munde,249.72,14.69,231.1,14.44,16,88.15,B+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
15 - 9,149,Seahawks D/ST,D/ST,Vidhi's Spirited Team,178.74,10.51,240.7,15.04,16,87.39,B+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
2 - 4,14,Josh Jacobs,RB,Wakanda Forever,263.05,15.47,219.6,14.64,15,87.3,B+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
12 - 6,116,Texans D/ST,D/ST,Groot-o-Matic,186.14,10.95,225.0,14.06,16,87.29,B+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
14 - 2,132,Jared Goff,QB,Vidhi's Spirited Team,235.28,13.84,251.32,15.71,16,87.2,B+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
11 - 10,110,Justin Herbert,QB,Pain Inflictors,254.87,14.99,238.38,14.9,16,87.0,B+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
5 - 7,47,D'Andre Swift,RB,Wakanda Forever,208.89,12.29,207.8,13.85,15,86.87,B,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
16 - 2,152,Ka'imi Fairbairn,K,Vidhi's Spirited Team,136.64,8.04,168.0,12.0,14,86.57,B,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
6 - 1,51,Baker Mayfield,QB,Pain Inflictors,278.36,16.37,232.7,14.54,16,85.98,B,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
1 - 1,1,Saquon Barkley,RB,Brown Munde,303.12,17.83,217.3,13.58,16,85.88,B,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
10 - 6,96,Javonte Williams,RB,Groot-o-Matic,197.51,11.62,225.3,14.08,16,85.76,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
4 - 3,33,Davante Adams,WR,BB,214.82,12.64,193.4,13.81,14,85.19,B,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
1 - 8,8,Ashton Jeanty,RB,BB,271.44,15.97,211.2,13.2,16,84.67,B,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
2 - 3,13,Nico Collins,WR,BB,239.41,14.08,193.7,12.91,15,83.98,B,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
13 - 6,126,Brandon Aubrey,K,Team HebAchi,143.07,8.42,187.6,11.72,16,83.62,B,{49094F84-F849-4173-B052-21E1CDEDB4EF}
5 - 6,46,Breece Hall,RB,Team HebAchi,204.24,12.01,191.66,11.98,16,83.39,B,{49094F84-F849-4173-B052-21E1CDEDB4EF}
8 - 1,71,Jaylen Warren,RB,Pain Inflictors,220.84,12.99,185.7,12.38,15,83.26,B,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
12 - 10,120,Tommy Townsend,P,Brown Munde,175.7,10.34,186.5,11.66,16,83.2,B,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
10 - 8,98,Brock Purdy,QB,Team CTE,282.36,16.61,165.2,20.65,8,82.46,B-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
12 - 3,113,Broncos D/ST,D/ST,BB,203.51,11.97,196.6,12.29,16,82.45,B-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
5 - 10,50,Courtland Sutton,WR,Pain Inflictors,190.25,11.19,182.2,11.39,16,82.33,B-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
7 - 1,61,Jameson Williams,WR,Brown Munde,186.3,10.96,178.0,11.12,16,81.98,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
2 - 8,18,A.J. Brown,WR,Team CTE,230.46,13.56,181.3,12.09,15,81.68,B-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
7 - 5,65,RJ Harvey,RB,Groot-o-Matic,184.79,10.87,179.8,11.24,16,81.4,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
16 - 6,156,Quinshon Judkins,RB,Groot-o-Matic,43.58,2.72,157.3,11.24,14,81.28,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
9 - 9,89,Emeka Egbuka,WR,Vidhi's Spirited Team,147.53,8.68,164.4,10.28,16,81.14,B-,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
5 - 4,44,TreVeyon Henderson,RB,Obi-Wan Jakobi,202.85,11.93,177.4,11.09,16,80.98,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
17 - 3,163,Austin McNamara,P,Team CTE,168.34,9.9,176.12,11.01,16,80.69,B-,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
6 - 5,55,Zay Flowers,WR,Team HebAchi,196.15,11.54,172.5,10.78,16,80.32,B-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
3 - 1,21,Tee Higgins,WR,Brown Munde,218.47,12.85,167.9,11.99,14,79.85,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 8,78,Rashee Rice,WR,Team CTE,131.84,11.99,123.6,15.45,8,79.78,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 6,6,CeeDee Lamb,WR,Team HebAchi,258.83,15.23,164.0,12.62,13,79.52,C+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
6 - 9,59,Tetairoa McMillan,WR,The Chase is on,194.11,11.42,168.4,10.53,16,79.4,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
3 - 7,27,Drake London,WR,Wakanda Forever,218.92,12.88,152.1,13.83,11,79.12,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
17 - 1,161,C.J. Stroud,QB,Brown Munde,246.58,14.5,178.78,13.75,13,79.02,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
9 - 8,88,Deebo Samuel,WR,BB,171.91,10.11,149.1,9.94,15,78.77,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
6 - 2,52,DK Metcalf,WR,Vidhi's Spirited Team,200.04,11.77,159.2,10.61,15,78.58,C+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
7 - 6,66,Travis Kelce,TE,Team HebAchi,142.9,8.41,152.5,9.53,16,78.53,C+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
6 - 7,57,Jaylen Waddle,WR,Obi-Wan Jakobi,183.05,10.77,163.12,10.2,16,78.5,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
3 - 2,22,Brock Bowers,TE,The Chase is on,207.53,12.21,144.2,12.02,12,78.32,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
7 - 2,62,DeVonta Smith,WR,The Chase is on,179.17,10.54,158.1,9.88,16,78.19,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
13 - 7,127,Patriots D/ST,D/ST,Wakanda Forever,168.6,9.92,178.4,11.15,16,78.15,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
7 - 9,69,Tony Pollard,RB,Vidhi's Spirited Team,199.6,11.74,162.8,10.18,16,78.08,C+,{8AA85666-1E0A-41B3-8FEF-E502B1D08914}
14 - 8,138,Vikings D/ST,D/ST,Team CTE,176.35,10.37,179.3,11.21,16,77.82,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
4 - 6,36,Kenneth Walker III,RB,Groot-o-Matic,216.69,12.75,162.6,10.16,16,77.54,C+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
15 - 2,142,Cameron Dicker,K,The Chase is on,144.76,8.52,163.0,10.19,16,77.36,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
11 - 6,106,Logan Cooke,P,Team HebAchi,184.71,10.87,152.5,9.53,16,77.34,C+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
4 - 7,37,George Kittle,TE,Obi-Wan Jakobi,186.94,11.0,127.6,12.76,10,77.33,C+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
13 - 5,125,AJ Cole,P,Groot-o-Matic,182.67,10.75,155.0,10.33,15,76.99,C,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
10 - 1,91,Dallas Goedert,TE,Pain Inflictors,124.69,7.33,155.1,10.34,15,76.69,C,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
11 - 1,101,Tyler Warren,TE,Brown Munde,133.84,7.87,145.4,9.09,16,76.44,C,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
13 - 1,121,Eagles D/ST,D/ST,Brown Munde,145.91,8.58,167.6,10.47,16,76.36,C,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
3 - 4,24,Lamar Jackson,QB,Obi-Wan Jakobi,335.14,19.71,161.44,13.45,12,76.3,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
