Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 4,4,Saquon Barkley,RB,Riley  Read option,325.99,19.18,232.3,14.52,16,83.98,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
1 - 9,9,Ashton Jeanty,RB,Pleasant Valley Panthers,302.05,17.77,232.7,14.54,16,83.79,B,{8DC6CB03-411B-4540-86CB-03411B854029}
9 - 4,84,Rashee Rice,WR,Riley  Read option,163.06,14.82,150.1,18.76,8,83.08,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
7 - 1,61,Courtland Sutton,WR,Abyss Diamond Eyes,227.59,13.39,218.2,13.64,16,82.87,B-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
7 - 10,70,Brock Purdy,QB,Inter Miami CF,306.21,18.01,172.2,21.52,8,82.47,B-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
6 - 7,57,Zay Flowers,WR,Riley  Read option,232.52,13.68,213.5,13.34,16,82.46,B-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
9 - 2,82,Jaylen Warren,RB,CeeDee's Nuts,250.22,14.72,202.2,13.48,15,82.15,B-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
9 - 3,83,Stefon Diggs,WR,Jimoke Jukes,160.77,9.46,203.0,12.69,16,82.05,B-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
3 - 2,22,Drake London,WR,CeeDee's Nuts,267.38,15.73,184.1,16.74,11,82.01,B-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
1 - 6,6,CeeDee Lamb,WR,THE POOL ,317.53,18.68,199.5,15.35,13,81.69,B-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
8 - 7,77,Jameson Williams,WR,Riley  Read option,218.62,12.86,206.5,12.91,16,81.65,B-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
6 - 3,53,Breece Hall,RB,OBJYN,226.04,13.3,207.66,12.98,16,81.11,B-,{10F78273-9201-4EE8-B782-739201DEE809}
5 - 6,46,Tetairoa McMillan,WR,THE POOL ,235.26,13.84,200.9,12.56,16,81.1,B-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
5 - 1,41,Lamar Jackson,QB,Abyss Diamond Eyes,363.8,21.4,194.44,16.2,12,81.05,B-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
14 - 7,137,Seahawks D/ST,D/ST,Riley  Read option,121.19,7.13,173.0,10.81,16,80.55,B-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
3 - 3,23,Brock Bowers,TE,Jimoke Jukes,262.19,15.42,176.2,14.68,12,80.52,B-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
3 - 8,28,Tee Higgins,WR,OBJYN,265.41,15.61,192.9,13.78,14,80.38,B-,{10F78273-9201-4EE8-B782-739201DEE809}
10 - 6,96,Michael Pittman Jr.,WR,First down syndrome ,201.11,11.83,199.3,12.46,16,79.92,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
9 - 9,89,C.J. Stroud,QB,Pleasant Valley Panthers,280.36,16.49,191.28,14.71,13,79.89,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
13 - 5,125,Brandon Aubrey,K,First down syndrome ,142.15,8.36,180.6,11.29,16,79.78,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
15 - 9,149,Jake Ferguson,TE,Pleasant Valley Panthers,150.38,8.85,186.6,11.66,16,79.69,C+,{8DC6CB03-411B-4540-86CB-03411B854029}
8 - 5,75,Emeka Egbuka,WR,THE POOL ,176.01,10.35,193.9,12.12,16,79.67,C+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
6 - 9,59,Travis Kelce,TE,CeeDee's Nuts,181.08,10.65,189.0,11.81,16,79.59,C+,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
7 - 7,67,RJ Harvey,RB,Werewolves of London,207.26,12.19,202.3,12.64,16,79.44,C+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
6 - 10,60,Jaylen Waddle,WR,Abyss Diamond Eyes,226.53,13.33,194.12,12.13,16,79.26,C+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
15 - 6,146,Ka'imi Fairbairn,K,THE POOL ,135.89,7.99,164.0,11.71,14,79.0,C+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
6 - 6,56,DK Metcalf,WR,First down syndrome ,240.51,14.15,187.2,12.48,15,78.96,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
7 - 5,65,DeVonta Smith,WR,First down syndrome ,222.99,13.12,193.6,12.1,16,78.8,C+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
10 - 3,93,Deebo Samuel,WR,OBJYN,203.14,11.95,184.1,12.27,15,78.18,C+,{10F78273-9201-4EE8-B782-739201DEE809}
1 - 3,3,Justin Jefferson,WR,Jimoke Jukes,315.86,18.58,183.1,11.44,16,77.69,C+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
4 - 1,31,George Kittle,TE,Inter Miami CF,227.72,13.4,153.6,15.36,10,77.69,C+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
3 - 4,24,Ladd McConkey,WR,Riley  Read option,243.24,14.31,180.9,11.31,16,77.55,C+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
11 - 1,101,Tyler Warren,TE,Abyss Diamond Eyes,166.07,9.77,180.9,11.31,16,77.47,C+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
4 - 5,35,TreVeyon Henderson,RB,THE POOL ,223.83,13.17,188.9,11.81,16,77.31,C+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
14 - 1,131,Cameron Dicker,K,Inter Miami CF,143.93,8.47,164.0,10.25,16,77.2,C+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
15 - 1,141,Quinshon Judkins,RB,Abyss Diamond Eyes,49.6,3.1,169.8,12.13,14,77.1,C+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
12 - 10,120,Texans D/ST,D/ST,Abyss Diamond Eyes,128.82,7.58,162.0,10.12,16,76.26,C,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
5 - 7,47,Kenneth Walker III,RB,Werewolves of London,238.79,14.05,174.6,10.91,16,76.21,C,{4656A2AD-A939-460B-96A2-ADA939760B8B}
13 - 4,124,Cam Skattebo,RB,Riley  Read option,139.35,8.2,127.7,15.96,8,75.84,C,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
8 - 9,79,Justin Fields,QB,CeeDee's Nuts,299.32,17.61,142.66,15.85,9,75.4,C,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
6 - 4,54,DJ Moore,WR,Werewolves of London,237.95,14.0,168.08,10.51,16,75.28,C,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 9,39,Tony Pollard,RB,CeeDee's Nuts,222.13,13.07,176.3,11.02,16,75.16,C,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
10 - 2,92,Jakobi Meyers,WR,Pleasant Valley Panthers,219.64,12.92,166.4,11.09,15,75.05,C,{8DC6CB03-411B-4540-86CB-03411B854029}
3 - 6,26,Omarion Hampton,RB,THE POOL ,259.42,15.26,135.7,15.08,9,74.71,C,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
13 - 1,121,Tucker Kraft,TE,Abyss Diamond Eyes,159.96,9.41,117.2,14.65,8,74.24,C,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
8 - 8,78,Rome Odunze,WR,Jimoke Jukes,217.05,12.77,146.1,12.18,12,74.02,C,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
10 - 9,99,Romeo Doubs,WR,CeeDee's Nuts,126.52,7.44,165.4,10.34,16,73.86,C,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
12 - 6,116,Jauan Jennings,WR,First down syndrome ,192.74,11.34,165.8,11.84,14,73.76,C,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
11 - 7,107,Khalil Shakir,WR,Werewolves of London,196.36,11.55,166.4,10.4,16,73.48,C,{4656A2AD-A939-460B-96A2-ADA939760B8B}
5 - 9,49,Jayden Daniels,QB,Pleasant Valley Panthers,371.59,21.86,114.28,16.33,7,73.11,C,{8DC6CB03-411B-4540-86CB-03411B854029}
7 - 3,63,David Montgomery,RB,Jimoke Jukes,213.4,12.55,160.42,10.03,16,72.82,C-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
2 - 10,20,Bucky Irving,RB,Abyss Diamond Eyes,283.47,16.67,127.7,14.19,9,72.71,C-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
9 - 6,86,Colston Loveland,TE,THE POOL ,155.19,9.13,140.0,9.33,15,72.01,C-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
12 - 5,115,Zach Charbonnet,RB,THE POOL ,137.02,8.06,162.7,10.85,15,71.94,C-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
14 - 10,140,Chase McLaughlin,K,Abyss Diamond Eyes,147.01,8.65,141.0,8.81,16,71.83,C-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
15 - 4,144,Chris Boswell,K,Riley  Read option,138.42,8.14,137.0,8.56,16,71.46,C-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
12 - 9,119,Christian Watson,WR,CeeDee's Nuts,50.0,5.0,132.4,13.24,10,70.96,C-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
4 - 7,37,Joe Burrow,QB,Riley  Read option,330.46,19.44,113.32,16.19,7,70.82,C-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
6 - 2,52,Marvin Harrison Jr.,WR,Pleasant Valley Panthers,240.0,14.12,127.8,10.65,12,70.44,C-,{8DC6CB03-411B-4540-86CB-03411B854029}
2 - 9,19,Brian Thomas Jr.,WR,CeeDee's Nuts,270.04,15.88,130.9,10.07,13,70.35,C-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
14 - 3,133,Jake Bates,K,OBJYN,146.36,8.61,132.0,8.25,16,70.23,C-,{10F78273-9201-4EE8-B782-739201DEE809}
14 - 5,135,J.J. McCarthy,QB,THE POOL ,282.57,16.62,117.4,13.04,9,70.11,C-,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
13 - 8,128,Tyler Loop,K,OBJYN,140.26,8.25,134.0,8.38,16,70.08,C-,{10F78273-9201-4EE8-B782-739201DEE809}
5 - 2,42,Rachaad White,RB,CeeDee's Nuts,128.09,7.53,136.9,8.56,16,70.05,C-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
12 - 7,117,Rhamondre Stevenson,RB,Riley  Read option,173.08,10.18,143.5,11.04,13,69.61,D+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
14 - 2,132,Harrison Butker,K,Pleasant Valley Panthers,138.62,8.15,129.0,8.06,16,69.61,D+,{8DC6CB03-411B-4540-86CB-03411B854029}
10 - 10,100,Jordan Addison,WR,Abyss Diamond Eyes,167.31,11.95,133.3,10.25,13,69.59,D+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
14 - 8,138,Dalton Kincaid,TE,Jimoke Jukes,146.83,8.64,118.3,10.75,11,69.47,D+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
9 - 10,90,Jacory Croskey-Merritt,RB,Inter Miami CF,163.77,9.63,137.4,8.59,16,69.31,D+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
5 - 4,44,Garrett Wilson,WR,Riley  Read option,241.4,14.2,99.5,12.44,8,69.12,D+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
8 - 10,80,Tyrone Tracy Jr.,RB,Abyss Diamond Eyes,206.87,12.17,132.9,9.49,14,69.08,D+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
10 - 1,91,J.K. Dobbins,RB,Inter Miami CF,171.37,10.08,115.9,11.59,10,68.89,D+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
12 - 4,114,Broncos D/ST,D/ST,Werewolves of London,130.13,7.65,124.0,7.75,16,68.58,D+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 6,36,Sam LaPorta,TE,First down syndrome ,191.77,11.28,106.9,11.88,9,68.58,D+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
13 - 10,130,Vikings D/ST,D/ST,Inter Miami CF,120.67,7.1,120.0,7.5,16,68.32,D+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
5 - 3,43,Chuba Hubbard,RB,Jimoke Jukes,258.55,15.21,121.7,8.69,14,68.03,D+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
7 - 9,69,Mark Andrews,TE,Pleasant Valley Panthers,173.38,10.2,127.6,7.97,16,67.99,D+,{8DC6CB03-411B-4540-86CB-03411B854029}
8 - 4,74,Aaron Jones Sr.,RB,Werewolves of London,216.32,12.72,118.7,9.89,12,67.94,D+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
12 - 3,113,Eagles D/ST,D/ST,OBJYN,97.75,5.75,120.0,7.5,16,67.75,D+,{10F78273-9201-4EE8-B782-739201DEE809}
11 - 4,104,Kyler Murray,QB,Riley  Read option,306.94,18.06,77.78,15.56,5,67.31,D+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
4 - 8,38,Terry McLaurin,WR,Jimoke Jukes,247.66,14.57,104.5,11.61,9,67.18,D+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
15 - 8,148,Carson Wentz,QB,OBJYN,2.69,0.16,70.34,14.07,5,67.0,D+,{10F78273-9201-4EE8-B782-739201DEE809}
15 - 7,147,Wil Lutz,K,Werewolves of London,135.38,7.96,116.0,7.25,16,66.37,D,{4656A2AD-A939-460B-96A2-ADA939760B8B}
13 - 6,126,Bills D/ST,D/ST,THE POOL ,100.27,5.9,110.0,6.88,16,66.16,D,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
5 - 8,48,Xavier Worthy,WR,OBJYN,166.79,13.9,109.9,7.85,14,65.82,D,{10F78273-9201-4EE8-B782-739201DEE809}
7 - 4,64,T.J. Hockenson,TE,Riley  Read option,184.54,10.86,112.8,7.52,15,65.7,D,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
8 - 6,76,Jerry Jeudy,WR,First down syndrome ,231.44,13.61,116.5,7.28,16,65.54,D,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
12 - 2,112,Steelers D/ST,D/ST,Pleasant Valley Panthers,132.67,7.8,109.0,6.81,16,65.28,D,{8DC6CB03-411B-4540-86CB-03411B854029}
3 - 10,30,Alvin Kamara,RB,Inter Miami CF,266.7,15.69,100.7,9.15,11,64.91,D,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
5 - 10,50,Mike Evans,WR,Inter Miami CF,235.07,13.83,79.4,11.34,7,64.85,D,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
11 - 6,106,Jordan Mason,RB,THE POOL ,133.58,7.86,119.5,7.97,15,64.47,D,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
1 - 7,7,Malik Nabers,WR,Werewolves of London,301.35,17.73,57.1,14.28,4,63.98,D,{4656A2AD-A939-460B-96A2-ADA939760B8B}
10 - 8,98,Cooper Kupp,WR,Jimoke Jukes,202.37,11.9,111.4,7.43,15,63.82,D,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
15 - 3,143,Jake Elliott,K,Jimoke Jukes,141.38,8.32,104.0,6.5,16,63.65,D,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
10 - 5,95,Ricky Pearsall,WR,THE POOL ,198.38,11.67,88.6,9.84,9,63.2,D,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
2 - 6,16,Tyreek Hill,WR,First down syndrome ,263.71,15.51,53.5,13.38,4,63.16,D,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
11 - 10,110,Chris Godwin Jr.,WR,Inter Miami CF,187.56,14.43,81.2,10.15,8,61.41,D-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
10 - 7,97,Evan Engram,TE,Riley  Read option,168.69,9.92,95.3,6.35,15,61.04,D-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
7 - 8,68,David Njoku,TE,OBJYN,176.39,10.38,86.3,7.19,12,60.81,D-,{10F78273-9201-4EE8-B782-739201DEE809}
11 - 9,109,Keon Coleman,WR,Pleasant Valley Panthers,201.02,11.82,93.5,7.79,12,60.5,D-,{8DC6CB03-411B-4540-86CB-03411B854029}
8 - 3,73,Isiah Pacheco,RB,OBJYN,213.79,12.58,87.3,6.72,13,60.21,D-,{10F78273-9201-4EE8-B782-739201DEE809}
9 - 8,88,Travis Hunter,WR,OBJYN,212.54,12.5,63.8,9.11,7,59.73,F-,{10F78273-9201-4EE8-B782-739201DEE809}
14 - 9,139,Lions D/ST,D/ST,CeeDee's Nuts,122.53,7.21,85.0,5.31,16,59.56,F-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
11 - 5,105,Nick Chubb,RB,First down syndrome ,119.72,7.04,88.3,5.89,15,57.71,F-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
6 - 1,51,James Conner,RB,Inter Miami CF,250.16,14.72,33.3,11.1,3,57.5,F-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
13 - 3,123,Ravens D/ST,D/ST,Jimoke Jukes,122.95,7.23,74.0,4.62,16,56.94,F-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
9 - 1,81,Matthew Golden,WR,Abyss Diamond Eyes,203.32,11.96,68.2,5.25,13,56.01,F-,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
15 - 10,150,Bhayshul Tuten,RB,Inter Miami CF,4.71,0.28,80.3,5.74,14,55.44,F-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
14 - 6,136,Jayden Reed,WR,First down syndrome ,177.77,10.46,48.5,8.08,6,53.93,F-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
8 - 1,71,Calvin Ridley,WR,Inter Miami CF,229.18,13.48,47.3,6.76,7,53.59,F-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
11 - 2,102,Jahan Dotson,WR,CeeDee's Nuts,32.81,1.93,43.2,2.7,16,46.72,F-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
9 - 5,85,Austin Ekeler,RB,First down syndrome ,207.83,12.23,13.1,6.55,2,46.12,F-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
13 - 9,129,Jerome Ford,RB,Pleasant Valley Panthers,109.27,6.43,43.6,3.35,13,45.02,F-,{8DC6CB03-411B-4540-86CB-03411B854029}
15 - 5,145,Commanders D/ST,D/ST,First down syndrome ,64.52,3.8,38.0,2.38,16,44.58,F-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
14 - 4,134,Tank Bigsby,RB,Werewolves of London,109.66,6.45,36.2,2.26,16,42.57,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
9 - 7,87,Kaleb Johnson,RB,Werewolves of London,159.81,9.4,8.8,0.88,10,34.98,F-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
13 - 2,122,Alexander Mattison,RB,CeeDee's Nuts,0.0,0.0,0.0,0.0,0,15.79,F-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
15 - 2,142,Tyler Bass,K,CeeDee's Nuts,108.24,8.33,0.0,0.0,0,10.0,F-,{668E3A23-4B03-4D9E-9804-4C9D479F4E8F}
