Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 10,10,Saquon Barkley,RB,Team BB,236.36,16.88,367.3,22.96,16,100.0,A+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
13 - 3,123,Brock Bowers,TE,Meet the Nabers,145.79,9.72,267.7,15.75,17,100.0,A+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
1 - 5,5,Ja'Marr Chase,WR,Bhals,247.81,17.7,356.5,20.97,17,100.0,A+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
2 - 6,16,Jahmyr Gibbs,RB,Bhals,218.2,15.59,347.9,20.46,17,100.0,A+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
5 - 8,48,Lamar Jackson,QB,Hark,290.29,19.35,422.88,24.88,17,100.0,A+,{8BF15A87-7793-43C2-B15A-87779313C26A}
2 - 4,14,Derrick Henry,RB,"All Barkley, No Bite",220.35,15.74,345.9,20.35,17,100.0,A+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
11 - 6,106,Brian Thomas Jr.,WR,NoHalfSends,144.22,9.61,250.5,14.74,17,99.85,A+,{6A39F767-40D1-4825-B0A7-1D20433A3184}
14 - 6,136,Chuba Hubbard,RB,Bhals,123.64,8.83,228.1,15.21,15,99.66,A+,{0E22E7FC-569B-49C8-A313-22E034A6865F}
16 - 10,160,Eagles D/ST,D/ST,BurgerBoyz,129.4,7.61,201.0,11.82,17,97.46,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
15 - 1,141,Jared Goff,QB,BurgerBoyz,222.33,14.82,318.46,18.73,17,97.22,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
8 - 6,76,Joe Burrow,QB,Bhals,261.71,17.45,356.82,20.99,17,96.7,A,{0E22E7FC-569B-49C8-A313-22E034A6865F}
9 - 5,85,Jayden Daniels,QB,Bhals,240.45,16.03,336.32,19.78,17,95.73,A,{0E22E7FC-569B-49C8-A313-22E034A6865F}
1 - 3,3,Bijan Robinson,RB,Meet the Nabers,268.16,19.15,321.2,18.89,17,94.49,A,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
3 - 2,22,Josh Allen,QB,THE BIGMADBLUE,303.43,20.23,374.04,22.0,17,93.99,A,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
10 - 7,97,Chase Brown,RB,Team Padodara,148.67,10.62,230.0,14.38,16,93.58,A,{1821880B-3A19-4F7F-8EE2-9DEEC03B465E}
3 - 5,25,Josh Jacobs,RB,Bhals,201.67,14.41,281.1,16.54,17,93.45,A,{0E22E7FC-569B-49C8-A313-22E034A6865F}
6 - 2,52,Trey McBride,TE,Still Rollin',185.29,12.35,255.8,15.99,16,93.17,A,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
