Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
13 - 11,179,Bucky Irving,RB,Taco Tuesday Everyday,98.81,7.06,220.9,12.99,17,100.0,A+,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
2 - 5,19,Jahmyr Gibbs,RB,Toon Squad,213.22,15.23,336.9,19.82,17,100.0,A+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
2 - 3,17,Ja'Marr Chase,WR,Team Rodriguez,237.02,16.93,339.5,19.97,17,100.0,A+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
1 - 12,12,Saquon Barkley,RB,Team Rodriguez,229.38,16.38,338.8,21.18,16,100.0,A+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
2 - 7,21,Derrick Henry,RB,It HURTS being an Eagles fan ,213.25,15.23,326.9,19.23,17,100.0,A+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
2 - 4,18,Lamar Jackson,QB,Taco Tuesday Everyday,303.83,20.26,430.38,25.32,17,100.0,A+,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
6 - 3,73,Baker Mayfield,QB,Team Rodriguez,245.41,16.36,365.8,21.52,17,99.51,A+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
11 - 3,143,Chuba Hubbard,RB,Wu-Tangs Killabeez,121.25,8.66,220.1,14.67,15,99.5,A+,{8BED9748-9839-4F55-AD97-4898394F5553}
8 - 9,107,Brian Thomas Jr.,WR,sports,140.93,9.4,240.5,14.15,17,99.14,A+,{A8781626-DB52-4D55-B816-26DB528D55B6}
14 - 8,190,Sam Darnold,QB,Peter Pan + the Lost Boys ,192.49,14.81,307.96,18.12,17,99.13,A+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
10 - 5,131,Bo Nix,QB,Toon Squad,192.76,13.77,316.7,18.63,17,98.7,A+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
8 - 11,109,Brock Bowers,TE,Dirty Tone and  The Boys,115.72,7.71,206.7,12.16,17,98.57,A+,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
3 - 1,29,Joe Burrow,QB,the   jadey bunch,278.72,18.58,372.82,21.93,17,96.5,A,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
4 - 4,46,Jayden Daniels,QB,Taco Tuesday Everyday,255.91,17.06,355.82,20.93,17,96.28,A,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
1 - 7,7,Bijan Robinson,RB,Peter Pan + the Lost Boys ,260.66,18.62,311.2,18.31,17,95.96,A,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
3 - 11,39,Josh Jacobs,RB,Taco Tuesday Everyday,195.88,13.99,275.1,16.18,17,95.56,A,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
9 - 5,117,Chase Brown,RB,Terrell Suggs to be you,146.27,10.45,228.0,14.25,16,95.49,A,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
1 - 2,2,Josh Allen,QB,Crazy Kat,313.58,20.91,379.04,22.3,17,94.33,A,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
5 - 5,61,Jared Goff,QB,Terrell Suggs to be you,234.9,15.66,323.96,19.06,17,93.75,A,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
7 - 8,92,Terry McLaurin,WR,It HURTS being an Eagles fan ,156.18,10.41,226.8,13.34,17,93.61,A,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 6,34,De'Von Achane,RB,sports,187.8,13.41,260.9,15.35,17,93.45,A,{A8781626-DB52-4D55-B816-26DB528D55B6}
13 - 7,175,Packers D/ST,D/ST,Peter Pan + the Lost Boys ,93.38,5.49,140.0,8.24,17,93.13,A,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
7 - 7,91,George Kittle,TE,Peter Pan + the Lost Boys ,143.99,9.6,197.6,13.17,15,92.22,A-,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
5 - 13,69,James Conner,RB,The Upside Down,161.2,12.4,230.3,14.39,16,91.56,A-,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
1 - 11,11,Justin Jefferson,WR,Taco Tuesday Everyday,229.12,15.27,265.98,15.65,17,91.34,A-,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
3 - 10,38,James Cook,RB,Toon Squad,197.29,14.09,250.7,15.67,16,91.28,A-,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
11 - 11,151,Brandon Aubrey,K,Taco Tuesday Everyday,142.08,8.36,185.0,10.88,17,90.93,A-,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
6 - 12,82,Trey McBride,TE,Wu-Tangs Killabeez,140.95,9.4,194.3,12.14,16,90.9,A-,{8BED9748-9839-4F55-AD97-4898394F5553}
11 - 14,154,Jerry Jeudy,WR,The  Dream crusher,145.98,9.73,195.9,11.52,17,90.76,A-,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
13 - 8,176,Cameron Dicker,K,It HURTS being an Eagles fan ,138.3,8.14,176.0,10.35,17,90.33,A-,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
13 - 6,174,Bills D/ST,D/ST,sports,79.74,4.69,121.0,7.12,17,90.17,A-,{A8781626-DB52-4D55-B816-26DB528D55B6}
2 - 10,24,Kyren Williams,RB,Terrell Suggs to be you,215.59,15.4,255.1,15.94,16,90.06,A-,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
11 - 2,142,Jameson Williams,WR,Crazy Kat,134.77,8.98,183.2,12.21,15,89.84,B+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
7 - 14,98,Ladd McConkey,WR,The  Dream crusher,146.12,9.74,199.9,12.49,16,89.75,B+,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
4 - 8,50,Drake London,WR,Peter Pan + the Lost Boys ,183.91,12.26,230.8,13.58,17,89.71,B+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
1 - 5,5,Amon-Ra St. Brown,WR,Terrell Suggs to be you,229.2,15.28,258.68,15.22,17,89.7,B+,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B}
14 - 3,185,Tank Bigsby,RB,Team Rodriguez,67.93,4.85,125.5,7.84,16,89.29,B+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
8 - 2,100,Jaxon Smith-Njigba,WR,The Upside Down,153.71,10.25,203.0,11.94,17,89.11,B+,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F}
