Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
6 - 1,41,Jalen Hurts,QB,Champagne  Papi ,318.51,21.23,378.04,25.2,15,100.0,A+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
5 - 2,34,Patrick Mahomes,QB,Seigaku FC,352.02,22.0,417.4,24.55,17,100.0,A+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
1 - 4,4,Josh Allen,QB,Pitman MaleManipulator,374.63,23.41,395.52,24.72,16,100.0,A+,{10F78273-9201-4EE8-B782-739201DEE809}
1 - 2,2,Austin Ekeler,RB,Seigaku FC,284.73,18.98,372.7,21.92,17,100.0,A+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
1 - 8,8,Justin Jefferson,WR,Champagne  Papi ,287.8,17.99,368.66,21.69,17,100.0,A+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
1 - 3,3,Christian McCaffrey,RB,Abyss Diamond Eyes,309.94,22.14,356.36,20.96,17,100.0,A+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
3 - 8,24,Travis Kelce,TE,Champagne  Papi ,227.3,14.21,316.3,18.61,17,100.0,A+,{E7893FEC-BC37-48CB-9509-34C663E71ADC}
3 - 1,17,Tyreek Hill,WR,Wut happened uh 🤷🏽‍♂️,246.45,15.4,347.2,20.42,17,99.92,A+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
8 - 3,59,Joe Burrow,QB,The Hungry Dogs,294.45,18.4,350.7,21.92,16,99.27,A+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
2 - 8,16,Davante Adams,WR,Wut happened uh 🤷🏽‍♂️,253.59,16.91,335.5,19.74,17,98.53,A+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
3 - 2,18,Stefon Diggs,WR,Seigaku FC,258.25,16.14,316.6,19.79,16,96.2,A,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
5 - 4,36,Josh Jacobs,RB,Pitman MaleManipulator,210.51,14.03,328.3,19.31,17,95.68,A,{10F78273-9201-4EE8-B782-739201DEE809}
1 - 6,6,Derrick Henry,RB,The Hungry Dogs,264.47,17.63,302.76,18.92,16,93.22,A,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 6,22,CeeDee Lamb,WR,The Hungry Dogs,252.45,15.78,301.6,17.74,17,92.62,A-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 8,32,Nick Chubb,RB,Wut happened uh 🤷🏽‍♂️,216.04,14.4,281.4,16.55,17,91.24,A-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
