Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
5 - 6,46,Patrick Mahomes,QB,Team HebAchi,330.12,20.63,396.9,23.35,17,100.0,A+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
4 - 6,36,Josh Allen,QB,Stiff Armed and Dangerous,350.41,21.9,374.52,23.41,16,100.0,A+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
6 - 9,59,Jalen Hurts,QB,Pain Inflictors,293.43,19.56,345.04,23.0,15,99.81,A+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
1 - 4,4,Austin Ekeler,RB,Wakanda Forever,252.5,16.83,320.7,18.86,17,98.33,A+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
1 - 2,2,Christian McCaffrey,RB,Pain Inflictors,265.76,18.98,313.86,18.46,17,97.4,A+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
4 - 8,38,Josh Jacobs,RB,Bhambhwani Pawan Dilip,192.39,12.83,303.3,17.84,17,96.96,A,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
2 - 7,17,Travis Kelce,TE,Wakanda Forever,184.29,11.52,261.3,15.37,17,95.83,A,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
11 - 8,108,Joe Burrow,QB,Brown Munde,256.36,16.02,324.7,20.29,16,95.42,A,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
1 - 6,6,Justin Jefferson,WR,Team HebAchi,238.6,14.91,304.66,17.92,17,95.28,A,{49094F84-F849-4173-B052-21E1CDEDB4EF}
1 - 5,5,Derrick Henry,RB,Stiff Armed and Dangerous,251.05,16.74,286.76,17.92,16,93.89,A,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
2 - 10,20,Tyreek Hill,WR,Team CTE,202.82,12.68,291.7,17.16,17,93.72,A,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
2 - 5,15,Davante Adams,WR,Team HebAchi,205.57,13.7,289.0,17.0,17,93.51,A,{49094F84-F849-4173-B052-21E1CDEDB4EF}
3 - 9,29,Nick Chubb,RB,THE BIGMADBLUE,203.45,13.56,268.4,15.79,17,91.6,A-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
2 - 2,12,Stefon Diggs,WR,THE BIGMADBLUE,212.11,13.26,265.1,16.57,16,90.6,A-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
3 - 7,27,Saquon Barkley,RB,2 Many Cooks,202.65,14.47,255.5,15.97,16,90.35,A-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
3 - 8,28,A.J. Brown,WR,Brown Munde,184.73,11.55,257.6,15.15,17,89.31,B+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
14 - 10,140,Trevor Lawrence,QB,Team CTE,233.02,14.56,271.62,15.98,17,88.58,B+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
10 - 7,97,Tom Brady,QB,Wakanda Forever,286.15,17.88,255.66,15.04,17,86.76,B,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
2 - 6,16,CeeDee Lamb,WR,Stiff Armed and Dangerous,209.43,13.09,248.1,14.59,17,86.75,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
7 - 5,65,Tony Pollard,RB,Stiff Armed and Dangerous,157.65,10.51,233.8,14.61,16,86.18,B,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
13 - 10,130,Kirk Cousins,QB,The Chase Is On,242.61,15.16,249.58,14.68,17,84.11,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
15 - 10,150,Justin Fields,QB,The Chase Is On,214.16,13.39,252.48,16.83,15,83.81,B,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
5 - 10,50,Jaylen Waddle,WR,The Chase Is On,175.56,10.97,225.2,13.25,17,82.92,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
2 - 3,13,Joe Mixon,RB,Brown Munde,238.7,15.91,209.5,14.96,14,82.83,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 7,77,Rhamondre Stevenson,RB,Wakanda Forever,162.82,10.85,214.6,12.62,17,82.49,B-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
15 - 5,145,Tua Tagovailoa,QB,Stiff Armed and Dangerous,244.83,15.3,227.92,17.53,13,82.41,B-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
1 - 7,7,Dalvin Cook,RB,2 Many Cooks,236.72,16.91,221.8,13.05,17,82.17,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
7 - 3,63,Lamar Jackson,QB,Bhambhwani Pawan Dilip,283.65,17.73,217.58,16.74,13,82.08,B-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
2 - 8,18,Aaron Jones,RB,Bhambhwani Pawan Dilip,213.8,15.27,219.1,12.89,17,82.03,B-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
6 - 2,52,Justin Herbert,QB,THE BIGMADBLUE,304.57,19.04,245.26,14.43,17,82.01,B-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
1 - 10,10,Ja'Marr Chase,WR,The Chase Is On,234.67,14.67,199.9,16.66,12,81.82,B-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
5 - 9,49,Amon-Ra St. Brown,WR,THE BIGMADBLUE,169.11,10.57,214.6,13.41,16,81.75,B-,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
8 - 3,73,Miles Sanders,RB,Brown Munde,172.94,12.35,207.2,12.19,17,81.2,B-,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
8 - 5,75,Amari Cooper,WR,Team HebAchi,160.08,10.0,207.5,12.21,17,80.73,B-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
1 - 3,3,Cooper Kupp,WR,Bhambhwani Pawan Dilip,255.69,15.98,166.9,18.54,9,79.84,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
13 - 1,121,Kenneth Walker III,RB,Team CTE,116.96,8.35,192.0,12.8,15,79.71,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
9 - 5,85,DeVonta Smith,WR,Stiff Armed and Dangerous,160.15,10.01,207.6,12.21,17,79.57,C+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
17 - 8,168,Patriots D/ST,D/ST,Brown Munde,103.94,6.11,197.5,11.62,17,79.17,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
16 - 1,151,Eagles D/ST,D/ST,The Chase Is On,143.55,8.44,177.6,10.45,17,79.15,C+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
6 - 5,55,George Kittle,TE,Team HebAchi,138.52,9.89,172.0,11.47,15,79.07,C+,{49094F84-F849-4173-B052-21E1CDEDB4EF}
8 - 10,80,Christian Kirk,WR,Team CTE,159.58,9.97,199.9,11.76,17,78.9,C+,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 8,8,Najee Harris,RB,Brown Munde,236.58,15.77,202.96,11.94,17,78.71,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
3 - 4,24,Mike Evans,WR,Wakanda Forever,186.77,11.67,189.9,12.66,15,78.52,C+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
3 - 2,22,James Conner,RB,Pain Inflictors,218.38,15.6,177.2,13.63,13,78.29,C+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
9 - 8,88,Tyler Lockett,WR,Brown Munde,157.77,9.86,195.8,12.24,16,77.81,C+,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
6 - 8,58,T.J. Hockenson,TE,Bhambhwani Pawan Dilip,134.04,8.38,172.4,10.14,17,77.7,C+,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
2 - 9,19,Leonard Fournette,RB,Pain Inflictors,229.99,15.33,189.6,11.85,16,77.01,C+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
3 - 5,25,Tee Higgins,WR,Stiff Armed and Dangerous,197.63,12.35,185.9,11.62,16,76.88,C,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
8 - 8,78,Brandon Aiyuk,WR,Bhambhwani Pawan Dilip,153.92,9.62,188.8,11.11,17,76.68,C,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
5 - 4,44,Travis Etienne Jr.,RB,Wakanda Forever,178.62,11.91,189.1,11.12,17,76.66,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
12 - 8,118,Daniel Carlson,K,Bhambhwani Pawan Dilip,139.05,8.18,160.0,9.41,17,76.52,C,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
4 - 10,40,Terry McLaurin,WR,Team CTE,183.65,11.48,191.0,11.24,17,76.46,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
3 - 6,26,Ezekiel Elliott,RB,Team HebAchi,194.36,12.96,177.3,11.82,15,76.18,C,{49094F84-F849-4173-B052-21E1CDEDB4EF}
9 - 1,81,Dak Prescott,QB,Team CTE,279.42,17.46,181.6,15.13,12,76.15,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
3 - 1,21,Mark Andrews,TE,Team CTE,194.31,12.14,154.0,10.27,15,76.05,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
1 - 9,9,Alvin Kamara,RB,THE BIGMADBLUE,227.08,16.22,183.2,12.21,15,76.04,C,{949FEE5A-4440-43DB-9FEE-5A4440A3DBBC}
6 - 3,53,Kyler Murray,QB,Brown Munde,285.43,17.84,175.52,15.96,11,75.83,C,{60CC5CD8-3581-4D90-95A9-86CD9BECD0C9}
7 - 1,61,DK Metcalf,WR,Team CTE,176.02,11.0,183.3,10.78,17,75.05,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
11 - 1,101,Aaron Rodgers,QB,Team CTE,281.15,17.57,210.2,12.36,17,74.8,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
14 - 9,139,Cowboys D/ST,D/ST,Pain Inflictors,126.5,7.44,172.3,10.14,17,74.31,C,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
10 - 8,98,Bills D/ST,D/ST,Bhambhwani Pawan Dilip,167.13,9.83,162.6,10.16,16,74.29,C,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
11 - 4,104,Derek Carr,QB,Wakanda Forever,231.23,14.45,198.08,13.21,15,74.18,C,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
2 - 4,14,D'Andre Swift,RB,2 Many Cooks,221.17,14.74,167.1,11.94,14,74.06,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 9,39,Jerry Jeudy,WR,Pain Inflictors,176.94,11.06,172.2,11.48,15,73.99,C,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
7 - 6,66,Chris Godwin,WR,Team HebAchi,160.96,11.5,170.8,11.39,15,73.58,C,{49094F84-F849-4173-B052-21E1CDEDB4EF}
15 - 1,141,49ers D/ST,D/ST,Team CTE,131.71,7.75,178.4,10.49,17,73.13,C,{65AA71E4-A3D5-46CC-A222-C0C93E886D81}
3 - 3,23,DJ Moore,WR,Bhambhwani Pawan Dilip,195.38,12.21,169.1,9.95,17,72.93,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
4 - 4,34,Michael Pittman Jr.,WR,2 Many Cooks,192.53,12.03,167.0,10.44,16,72.45,C-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
11 - 10,110,Justin Tucker,K,The Chase Is On,145.21,8.54,162.0,9.53,17,71.82,C-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
12 - 7,117,Ravens D/ST,D/ST,Wakanda Forever,141.45,8.32,147.5,8.68,17,71.67,C-,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
6 - 4,54,Dameon Pierce,RB,2 Many Cooks,168.19,11.21,152.9,11.76,13,71.47,C-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 5,35,David Montgomery,RB,Team HebAchi,197.54,13.17,160.7,10.04,16,71.39,C-,{49094F84-F849-4173-B052-21E1CDEDB4EF}
15 - 3,143,Garrett Wilson,WR,Bhambhwani Pawan Dilip,144.13,9.01,175.7,10.34,17,70.34,C-,{5E7FB20B-E820-4BAD-BFB2-0BE820DBADF3}
11 - 2,102,Russell Wilson,QB,Pain Inflictors,268.26,16.77,179.26,11.95,15,70.27,C-,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
7 - 10,70,Devin Singletary,RB,The Chase Is On,174.0,11.6,158.9,9.93,16,70.22,C-,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
16 - 6,156,Commanders D/ST,D/ST,Stiff Armed and Dangerous,127.71,7.51,144.8,8.52,17,70.01,C-,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
4 - 7,37,Keenan Allen,WR,Wakanda Forever,191.14,12.74,131.0,13.1,10,69.76,D+,{85C7DDE2-8C6F-4A9A-85F8-F5D550F146AC}
5 - 2,42,Mike Williams,WR,Pain Inflictors,180.17,12.01,145.0,11.15,13,69.7,D+,{4802A561-2D04-4FD7-AFB4-E8C5CDCD4C04}
5 - 5,45,Breece Hall,RB,Stiff Armed and Dangerous,193.74,12.92,107.1,15.3,7,69.47,D+,{CFED3745-01A7-4D35-B869-DD322FB8CCE1}
10 - 4,94,Allen Lazard,WR,2 Many Cooks,144.93,10.35,144.8,9.65,15,69.1,D+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
2 - 1,11,Deebo Samuel,WR,The Chase Is On,227.39,14.21,141.9,10.92,13,68.97,D+,{7C5105C9-0740-4E06-AF54-4D5BAF9475AC}
