Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
6 - 5,75,Jalen Hurts,QB,The Truth Hurts,318.51,21.23,378.04,25.2,15,100.0,A+,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 14,42,Patrick Mahomes,QB,The  Dream crusher,352.02,22.0,416.9,24.52,17,100.0,A+,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
3 - 2,30,Josh Allen,QB,Crazy Kat,374.63,23.41,395.52,24.72,16,100.0,A+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
1 - 3,3,Austin Ekeler,RB,Saving Private Ryan,251.86,16.79,319.2,18.78,17,100.0,A+,{A8781626-DB52-4D55-B816-26DB528D55B6}
16 - 14,224,Daniel Jones,QB,Maid of Honor,252.4,16.83,289.0,18.06,16,100.0,A+,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
1 - 2,2,Christian McCaffrey,RB,Crazy Kat,265.15,18.94,313.86,18.46,17,100.0,A+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
1 - 5,5,Justin Jefferson,WR,the   jadey bunch,238.33,14.9,304.66,17.92,17,100.0,A+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
7 - 7,91,Joe Burrow,QB,Breece’s  Pieces,294.45,18.4,350.7,21.92,16,99.75,A+,{AB606613-7901-4CE2-A066-1379013CE29D}
2 - 3,17,Tyreek Hill,WR,Wu-Tangs Killabeez,202.54,12.66,287.7,16.92,17,99.57,A+,{8BED9748-9839-4F55-AD97-4898394F5553}
3 - 13,41,Josh Jacobs,RB,Lucky #13s,191.82,12.79,301.8,17.75,17,98.93,A+,{1AE08E91-6882-4C36-A08E-9168821C36D0}
2 - 1,15,Travis Kelce,TE,The  Dream crusher,184.05,11.5,261.3,15.37,17,98.46,A+,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
1 - 6,6,Derrick Henry,RB,Dirty Tone and  The Boys,250.1,16.67,286.26,17.89,16,98.06,A+,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
1 - 9,9,Davante Adams,WR,Team Rodriguez,205.3,13.69,285.5,16.79,17,97.82,A+,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
2 - 9,23,Stefon Diggs,WR,Dirty Tone and  The Boys,211.88,13.24,262.6,16.41,16,96.4,A,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
15 - 12,208,Trevor Lawrence,QB,Wu-Tangs Killabeez,260.71,16.29,295.62,17.39,17,95.49,A,{8BED9748-9839-4F55-AD97-4898394F5553}
13 - 5,173,Justin Fields,QB,the   jadey bunch,253.09,15.82,295.98,19.73,15,95.17,A,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
2 - 10,24,Saquon Barkley,RB,the   jadey bunch,202.04,14.43,255.5,15.97,16,94.72,A,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
3 - 6,34,Nick Chubb,RB,Dirty Tone and  The Boys,202.77,13.52,267.9,15.76,17,94.33,A,{54A194E0-EC0C-432D-A194-E0EC0C832DAC}
2 - 5,19,CeeDee Lamb,WR,The Truth Hurts,209.12,13.07,248.1,14.59,17,93.63,A,{BF8C828B-DE26-4592-8C82-8BDE2675929B}
3 - 9,37,A.J. Brown,WR,Team Rodriguez,184.42,11.53,255.6,15.04,17,93.03,A,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
9 - 9,121,Kirk Cousins,QB,Team Rodriguez,269.17,16.82,291.58,17.15,17,92.6,A-,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB}
8 - 3,101,Tom Brady,QB,Wu-Tangs Killabeez,306.83,19.18,271.66,15.98,17,91.89,A-,{8BED9748-9839-4F55-AD97-4898394F5553}
5 - 14,70,Tony Pollard,RB,The  Dream crusher,157.21,10.48,229.3,14.33,16,91.39,A-,{600C56A6-5DB0-42B1-8C56-A65DB022B176}
5 - 1,57,Justin Herbert,QB,Maid of Honor,328.04,20.5,280.26,16.49,17,91.27,A-,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA}
4 - 13,55,Amon-Ra St. Brown,WR,Crazy Kat,168.9,10.56,214.6,13.41,16,91.23,A-,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
11 - 4,144,Jamaal Williams,RB,Need a New Name,111.46,7.96,219.9,12.94,17,90.93,A-,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804}
4 - 10,52,Amari Cooper,WR,the   jadey bunch,159.91,9.99,207.0,12.18,17,89.25,B+,{BC7B9B1D-2B32-43B6-B744-17B9B386108B}
5 - 13,69,Lamar Jackson,QB,Lucky #13s,316.41,19.78,236.08,18.16,13,88.93,B+,{1AE08E91-6882-4C36-A08E-9168821C36D0}
2 - 8,22,Aaron Jones,RB,Breece’s  Pieces,213.26,15.23,219.1,12.89,17,88.47,B+,{AB606613-7901-4CE2-A066-1379013CE29D}
1 - 7,7,Ja'Marr Chase,WR,Breece’s  Pieces,234.2,14.64,198.9,16.57,12,88.22,B+,{AB606613-7901-4CE2-A066-1379013CE29D}
3 - 11,39,Jaylen Waddle,WR,Free  Brady,175.39,10.96,221.7,13.04,17,87.77,B+,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16}
1 - 8,8,Joe Mixon,RB,Peter Pan + the Lost Boys ,237.97,15.86,209.5,14.96,14,87.75,B+,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
13 - 13,181,Tua Tagovailoa,QB,Lucky #13s,271.03,16.94,230.92,17.76,13,87.54,B+,{1AE08E91-6882-4C36-A08E-9168821C36D0}
1 - 12,12,Dalvin Cook,RB,Wu-Tangs Killabeez,236.0,16.86,218.3,12.84,17,87.25,B+,{8BED9748-9839-4F55-AD97-4898394F5553}
6 - 13,83,Rhamondre Stevenson,RB,Crazy Kat,162.38,10.83,214.6,12.62,17,87.18,B+,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543}
6 - 3,73,DeVonta Smith,WR,Wu-Tangs Killabeez,159.9,9.99,207.1,12.18,17,86.75,B,{8BED9748-9839-4F55-AD97-4898394F5553}
10 - 7,133,Dak Prescott,QB,Peter Pan + the Lost Boys ,306.52,19.16,198.6,16.55,12,85.92,B,{D1128929-4E7D-4D10-9289-294E7DBD10E2}
