Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 5,5,Christian McCaffrey,RB,Arm Pitts,0.0,0.0,357.8,22.36,16,100.0,A+,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
3 - 10,32,Josh Allen,QB,Pineapples and Tartar Sauce,0.0,0.0,392.64,23.1,17,100.0,A+,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
2 - 7,18,CeeDee Lamb,WR,Arm Pitts,0.0,0.0,335.7,19.75,17,100.0,A+,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
8 - 11,88,Dak Prescott,QB,MOTHER MAY I,0.0,0.0,342.84,20.17,17,98.62,A+,{5E530C03-3F19-48F0-A309-52B769E76347}
1 - 2,2,Tyreek Hill,WR,3rd World Immigrant,0.0,0.0,316.9,19.81,16,98.14,A+,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
1 - 8,8,Jalen Hurts,QB,Here 4 fun,0.0,0.0,356.82,20.99,17,96.73,A,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
4 - 6,39,Lamar Jackson,QB,India's Most Wanted,0.0,0.0,331.22,20.7,16,94.39,A,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
10 - 5,104,Raheem Mostert,RB,Brady Gaga,0.0,0.0,255.2,17.01,15,93.73,A,{99C913F4-1FF6-4361-93D2-117EA19F759C}
16 - 7,172,Russell Wilson,QB,Arm Pitts,0.0,0.0,256.9,17.13,15,93.28,A,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
11 - 3,113,Tua Tagovailoa,QB,MPT Phase Tua,0.0,0.0,270.36,15.9,17,92.78,A-,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
2 - 6,17,Amon-Ra St. Brown,WR,India's Most Wanted,194.41,12.96,271.4,16.96,16,92.5,A-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
7 - 6,72,Breece Hall,RB,India's Most Wanted,0.0,0.0,252.5,14.85,17,90.09,A-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
3 - 6,28,Travis Etienne Jr.,RB,India's Most Wanted,0.0,0.0,253.4,14.91,17,89.79,B+,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
14 - 1,144,Jared Goff,QB,"Baby Chark, Juju Juju ",0.0,0.0,289.1,17.01,17,89.06,B+,{30B3E10C-D363-4E74-8961-7D4829DE152A}
3 - 7,29,Patrick Mahomes,QB,Brady Gaga,0.0,0.0,280.22,17.51,16,88.44,B+,{99C913F4-1FF6-4361-93D2-117EA19F759C}
2 - 8,19,Joe Mixon,RB,Chicken Fried Chicken Meal,0.0,0.0,241.0,14.18,17,88.41,B+,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
7 - 3,69,Mike Evans,WR,MPT Phase Tua,0.0,0.0,243.0,14.29,17,87.59,B+,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
2 - 3,14,Derrick Henry,RB,Furnace Party,0.0,0.0,232.66,13.69,17,87.34,B+,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
4 - 4,37,Keenan Allen,WR,Here 4 fun,0.0,0.0,224.86,17.3,13,86.97,B,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
6 - 2,57,DJ Moore,WR,Pineapples and Tartar Sauce,0.0,0.0,238.5,14.03,17,86.83,B,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
2 - 5,16,A.J. Brown,WR,Brady Gaga,0.0,0.0,236.6,13.92,17,86.76,B,{99C913F4-1FF6-4361-93D2-117EA19F759C}
5 - 1,45,Deebo Samuel,WR,MOTHER MAY I,0.0,0.0,213.7,14.25,15,86.46,B,{5E530C03-3F19-48F0-A309-52B769E76347}
4 - 10,43,Rachaad White,RB,3rd World Immigrant,0.0,0.0,235.9,13.88,17,86.41,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
3 - 2,24,Jahmyr Gibbs,RB,3rd World Immigrant,0.0,0.0,216.1,14.41,15,85.48,B,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
4 - 9,42,Trevor Lawrence,QB,MPT Phase Tua,0.0,0.0,262.54,16.41,16,85.37,B,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
16 - 2,167,Sam LaPorta,TE,Pineapples and Tartar Sauce,0.0,0.0,196.3,11.55,17,85.31,B,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
2 - 1,12,Stefon Diggs,WR,"Baby Chark, Juju Juju ",0.0,0.0,220.3,12.96,17,84.45,B,{30B3E10C-D363-4E74-8961-7D4829DE152A}
14 - 9,152,Nico Collins,WR,MPT Phase Tua,0.0,0.0,220.4,14.69,15,84.2,B,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
4 - 7,40,Justin Herbert,QB,Arm Pitts,0.0,0.0,233.66,17.97,13,84.16,B,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
1 - 11,11,Bijan Robinson,RB,"Baby Chark, Juju Juju ",0.0,0.0,217.3,12.78,17,84.15,B,{30B3E10C-D363-4E74-8961-7D4829DE152A}
15 - 6,160,De'Von Achane,RB,India's Most Wanted,0.0,0.0,177.2,16.11,11,83.98,B,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
6 - 4,59,Alvin Kamara,RB,Here 4 fun,0.0,0.0,195.5,15.04,13,83.91,B,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
1 - 7,7,Saquon Barkley,RB,Brady Gaga,0.0,0.0,202.7,14.48,14,83.8,B,{99C913F4-1FF6-4361-93D2-117EA19F759C}
4 - 8,41,Justin Fields,QB,Chicken Fried Chicken Meal,0.0,0.0,230.18,17.71,13,83.59,B,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
7 - 11,77,David Montgomery,RB,"Baby Chark, Juju Juju ",0.0,0.0,199.2,14.23,14,83.41,B,{30B3E10C-D363-4E74-8961-7D4829DE152A}
15 - 4,158,Derek Carr,QB,Chicken Fried Chicken Meal,0.0,0.0,241.12,14.18,17,83.4,B,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
6 - 5,60,James Cook,RB,Brady Gaga,0.0,0.0,210.7,12.39,17,83.31,B,{99C913F4-1FF6-4361-93D2-117EA19F759C}
1 - 4,4,Ja'Marr Chase,WR,Chicken Fried Chicken Meal,0.0,0.0,212.72,13.3,16,83.22,B,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
7 - 7,73,Brandon Aiyuk,WR,Brady Gaga,0.0,0.0,211.7,13.23,16,83.08,B,{99C913F4-1FF6-4361-93D2-117EA19F759C}
1 - 9,9,Davante Adams,WR,Furnace Party,0.0,0.0,213.9,12.58,17,82.67,B-,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
6 - 1,56,James Conner,RB,"Baby Chark, Juju Juju ",0.0,0.0,188.0,14.46,13,82.63,B-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
7 - 4,70,Isiah Pacheco,RB,Chicken Fried Chicken Meal,0.0,0.0,191.9,13.71,14,82.36,B-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
9 - 8,96,Brian Robinson Jr.,RB,Here 4 fun,0.0,0.0,180.1,12.01,15,82.22,B-,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
11 - 5,115,Jakobi Meyers,WR,Arm Pitts,0.0,0.0,183.08,11.44,16,82.21,B-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
5 - 7,51,Amari Cooper,WR,Brady Gaga,0.0,0.0,191.0,12.73,15,82.2,B-,{99C913F4-1FF6-4361-93D2-117EA19F759C}
5 - 5,49,Kenneth Walker III,RB,Arm Pitts,0.0,0.0,184.9,12.33,15,82.1,B-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
8 - 7,84,Michael Pittman Jr.,WR,Arm Pitts,0.0,0.0,195.7,12.23,16,81.73,B-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
14 - 3,146,Geno Smith,QB,Furnace Party,0.0,0.0,226.76,15.12,15,81.44,B-,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
9 - 4,92,D'Andre Swift,RB,Chicken Fried Chicken Meal,0.0,0.0,179.8,11.24,16,81.42,B-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
2 - 4,15,Tony Pollard,RB,Here 4 fun,0.0,0.0,195.1,11.48,17,81.35,B-,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
10 - 3,102,Kirk Cousins,QB,Furnace Party,0.0,0.0,149.74,18.72,8,81.17,B-,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
1 - 1,1,Justin Jefferson,WR,MOTHER MAY I,0.0,0.0,168.2,16.82,10,81.1,B-,{5E530C03-3F19-48F0-A309-52B769E76347}
9 - 2,90,Jordan Addison,WR,3rd World Immigrant,0.0,0.0,186.3,10.96,17,81.06,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
12 - 10,131,Adam Thielen,WR,3rd World Immigrant,0.0,0.0,179.5,10.56,17,80.99,B-,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
2 - 9,20,DK Metcalf,WR,MPT Phase Tua,0.0,0.0,192.4,12.03,16,80.24,B-,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
5 - 11,55,T.J. Hockenson,TE,"Baby Chark, Juju Juju ",0.0,0.0,171.5,11.43,15,80.22,B-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
5 - 8,52,DeAndre Hopkins,WR,Here 4 fun,0.0,0.0,186.1,10.95,17,79.88,C+,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
12 - 7,128,Jets D/ST,D/ST,Arm Pitts,0.0,0.0,171.0,10.06,17,79.45,C+,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
3 - 1,23,Chris Olave,WR,MOTHER MAY I,182.66,12.18,187.8,11.74,16,79.22,C+,{5E530C03-3F19-48F0-A309-52B769E76347}
1 - 6,6,Travis Kelce,TE,India's Most Wanted,0.0,0.0,172.9,11.53,15,79.04,C+,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
3 - 3,25,DeVonta Smith,WR,MPT Phase Tua,0.0,0.0,187.1,11.69,16,79.01,C+,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
12 - 11,132,Jaylen Warren,RB,MOTHER MAY I,0.0,0.0,165.9,9.76,17,78.98,C+,{5E530C03-3F19-48F0-A309-52B769E76347}
11 - 8,118,Bills D/ST,D/ST,Here 4 fun,0.0,0.0,171.0,10.06,17,78.86,C+,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
4 - 1,34,Calvin Ridley,WR,"Baby Chark, Juju Juju ",0.0,0.0,191.9,11.29,17,78.78,C+,{30B3E10C-D363-4E74-8961-7D4829DE152A}
3 - 8,30,Najee Harris,RB,Here 4 fun,0.0,0.0,181.0,10.65,17,78.25,C+,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
3 - 4,26,George Kittle,TE,Chicken Fried Chicken Meal,0.0,0.0,170.7,10.67,16,78.02,C+,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
13 - 10,142,Cowboys D/ST,D/ST,Pineapples and Tartar Sauce,0.0,0.0,189.0,11.12,17,77.93,C+,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
2 - 11,22,Josh Jacobs,RB,MOTHER MAY I,0.0,0.0,162.6,12.51,13,77.79,C+,{5E530C03-3F19-48F0-A309-52B769E76347}
12 - 5,126,Jake Elliott,K,Brady Gaga,134.69,7.92,153.0,9.0,17,77.64,C+,{99C913F4-1FF6-4361-93D2-117EA19F759C}
7 - 8,74,Evan Engram,TE,Here 4 fun,0.0,0.0,173.3,10.19,17,77.61,C+,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
6 - 11,66,Jonathan Taylor,RB,MOTHER MAY I,0.0,0.0,146.9,14.69,10,77.5,C+,{5E530C03-3F19-48F0-A309-52B769E76347}
14 - 6,149,Ravens D/ST,D/ST,India's Most Wanted,0.0,0.0,190.0,11.18,17,77.18,C+,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
8 - 9,86,David Njoku,TE,MPT Phase Tua,0.0,0.0,160.7,10.04,16,76.81,C,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
6 - 8,63,George Pickens,WR,Chicken Fried Chicken Meal,0.0,0.0,177.3,10.43,17,76.51,C,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
1 - 3,3,Austin Ekeler,RB,MPT Phase Tua,0.0,0.0,159.9,11.42,14,76.49,C,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
8 - 3,80,Terry McLaurin,WR,Furnace Party,0.0,0.0,169.7,9.98,17,76.44,C,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
10 - 2,101,Zay Flowers,WR,Pineapples and Tartar Sauce,0.0,0.0,167.9,10.49,16,76.1,C,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
3 - 9,31,Jaylen Waddle,WR,Furnace Party,0.0,0.0,162.6,11.61,14,75.66,C,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
5 - 10,54,Tyler Lockett,WR,Pineapples and Tartar Sauce,0.0,0.0,162.9,9.58,17,75.61,C,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
8 - 4,81,Courtland Sutton,WR,Here 4 fun,0.0,0.0,160.7,10.04,16,75.29,C,{CA88790D-FA73-4DE0-B975-466F5EE06CAA}
2 - 10,21,Garrett Wilson,WR,3rd World Immigrant,208.99,13.93,165.7,9.75,17,75.24,C,{4C1C5213-4BB5-4243-87AC-0BCB2D637264}
16 - 6,171,Cameron Dicker,K,India's Most Wanted,133.42,7.85,149.0,8.76,17,75.12,C,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
6 - 3,58,Chris Godwin,WR,Furnace Party,0.0,0.0,167.7,9.86,17,75.03,C,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
10 - 7,106,Justin Tucker,K,Arm Pitts,141.89,8.35,153.0,9.0,17,74.42,C,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
9 - 9,97,Cole Kmet,TE,Furnace Party,0.0,0.0,144.6,8.51,17,74.14,C,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
6 - 9,64,Javonte Williams,RB,MPT Phase Tua,0.0,0.0,155.7,9.73,16,73.9,C,{41DB8DCC-B03B-4144-9B8D-CCB03BA144A2}
9 - 1,89,Brandin Cooks,WR,MOTHER MAY I,0.0,0.0,146.2,9.14,16,73.85,C,{5E530C03-3F19-48F0-A309-52B769E76347}
3 - 11,33,Joe Burrow,QB,"Baby Chark, Juju Juju ",0.0,0.0,147.16,14.72,10,73.46,C,{30B3E10C-D363-4E74-8961-7D4829DE152A}
2 - 2,13,Cooper Kupp,WR,Pineapples and Tartar Sauce,0.0,0.0,134.9,11.24,12,72.72,C-,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
10 - 1,100,49ers D/ST,D/ST,"Baby Chark, Juju Juju ",0.0,0.0,151.0,8.88,17,72.28,C-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
13 - 11,143,Harrison Butker,K,"Baby Chark, Juju Juju ",133.57,7.86,149.0,8.76,17,72.03,C-,{30B3E10C-D363-4E74-8961-7D4829DE152A}
15 - 5,159,Devin Singletary,RB,Arm Pitts,0.0,0.0,152.34,8.96,17,71.7,C-,{B1F0C84F-7E0C-4088-B0C8-4F7E0C008826}
13 - 9,141,Anthony Richardson,QB,Furnace Party,0.0,0.0,72.68,18.17,4,71.59,C-,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
15 - 9,163,Dolphins D/ST,D/ST,Furnace Party,0.0,0.0,155.0,9.12,17,71.3,C-,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
12 - 3,124,Dalton Schultz,TE,Furnace Party,0.0,0.0,121.0,8.07,15,71.24,C-,{895560E7-2F06-4344-BFC6-24F2919D0BB0}
13 - 4,136,Ezekiel Elliott,RB,Chicken Fried Chicken Meal,115.85,8.27,149.0,8.76,17,71.1,C-,{8E853A19-B927-4F0B-B78A-85B0F21BBBBB}
5 - 6,50,Diontae Johnson,WR,India's Most Wanted,0.0,0.0,127.2,9.09,14,70.44,C-,{0FCD52B7-4836-49D1-8E35-7FFB99B37B42}
4 - 2,35,Rhamondre Stevenson,RB,Pineapples and Tartar Sauce,0.0,0.0,126.7,10.56,12,70.41,C-,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
14 - 2,145,Jason Myers,K,Pineapples and Tartar Sauce,132.22,7.78,144.0,8.47,17,70.33,C-,{03E31D1D-A927-47A0-B1C9-F4AD3AF7BFB8}
