Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Taysom Hill,TE,Toon Squad,0.0,0.0,127.02,7.94,16,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},80.44,B-
Giants D/ST,D/ST,Rollin' with Mahomies,0.0,0.0,114.0,6.71,17,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B},79.42,C+
Vikings D/ST,D/ST,Peter Pan + the Lost Boys ,0.0,0.0,111.0,6.53,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},78.3,C+
Romeo Doubs,WR,Team Sunshine,0.0,0.0,144.9,8.52,17,{1AE08E91-6882-4C36-A08E-9168821C36D0},78.14,C+
Bears D/ST,D/ST,The Upside Down,0.0,0.0,110.0,6.47,17,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},77.93,C+
Tyjae Spears,RB,Maid of Honor,0.0,0.0,127.8,7.52,17,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},77.8,C+
Buccaneers D/ST,D/ST,Wu-Tangs Killabeez,0.0,0.0,108.0,6.35,17,{8BED9748-9839-4F55-AD97-4898394F5553},77.18,C+
Jaguars D/ST,D/ST,Peter Pan + the Lost Boys ,0.0,0.0,105.0,6.18,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},76.05,C
Chase McLaughlin,K,Team Sunshine,118.2,6.95,134.0,7.88,17,{1AE08E91-6882-4C36-A08E-9168821C36D0},74.88,C
Kareem Hunt,RB,Dirty Tone and  The Boys,0.0,0.0,111.0,7.4,15,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},74.83,C
Josh Downs,WR,The  Dream crusher,0.0,0.0,123.1,7.24,17,{600C56A6-5DB0-42B1-8C56-A65DB022B176},74.53,C
Gardner Minshew,QB,Wu-Tangs Killabeez,0.0,0.0,196.2,11.54,17,{8BED9748-9839-4F55-AD97-4898394F5553},74.1,C
Nick Folk,K,Taco Tuesday Everyday,133.89,7.88,130.0,7.65,17,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804},73.52,C
Jake Moody,K,the   jadey bunch,0.0,0.0,127.0,7.47,17,{BC7B9B1D-2B32-43B6-B744-17B9B386108B},72.5,C-
Justice Hill,RB,Off Script ,0.0,0.0,95.3,5.96,16,{BF8C828B-DE26-4592-8C82-8BDE2675929B},72.06,C-
Desmond Ridder,QB,Crazy Kat,0.0,0.0,176.64,11.04,16,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},71.74,C-
Lions D/ST,D/ST,Wu-Tangs Killabeez,0.0,0.0,93.0,5.47,17,{8BED9748-9839-4F55-AD97-4898394F5553},71.56,C-
Ty Chandler,RB,The Upside Down,0.0,0.0,90.5,5.32,17,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},71.21,C-
Falcons D/ST,D/ST,Taco Tuesday Everyday,0.0,0.0,92.0,5.41,17,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804},71.18,C-
Dontayvion Wicks,WR,Team Rodriguez,0.0,0.0,100.26,6.68,15,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},70.76,C-
D'Onta Foreman,RB,The  Dream crusher,0.0,0.0,85.7,8.57,10,{600C56A6-5DB0-42B1-8C56-A65DB022B176},70.36,C-
Roschon Johnson,RB,Wu-Tangs Killabeez,0.0,0.0,85.1,5.67,15,{8BED9748-9839-4F55-AD97-4898394F5553},70.25,C-
Anders Carlson,K,Maid of Honor,0.0,0.0,119.0,7.0,17,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},69.78,D+
Chargers D/ST,D/ST,Crazy Kat,0.0,0.0,86.0,5.06,17,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},68.94,D+
Noah Brown,WR,Toon Squad,0.0,0.0,85.1,8.51,10,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},68.25,D+
Kyler Murray,QB,Peter Pan + the Lost Boys ,0.0,0.0,146.36,18.3,8,{D1128929-4E7D-4D10-9289-294E7DBD10E2},68.09,D+
DeMario Douglas,WR,Taco Tuesday Everyday,0.0,0.0,82.7,5.91,14,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804},67.85,D+
Jake Browning,QB,The Upside Down,0.0,0.0,143.94,15.99,9,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},67.79,D+
Zamir White,RB,The  Dream crusher,0.0,0.0,66.4,3.91,17,{600C56A6-5DB0-42B1-8C56-A65DB022B176},66.95,D
Keaton Mitchell,RB,Wu-Tangs Killabeez,0.0,0.0,65.4,8.18,8,{8BED9748-9839-4F55-AD97-4898394F5553},66.77,D
Emari Demercado,RB,Dirty Tone and  The Boys,0.0,0.0,62.8,4.49,14,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},66.31,D
Aidan O'Connell,QB,Taco Tuesday Everyday,0.0,0.0,125.82,11.44,11,{5BB3D15D-39B8-4E48-B3D1-5D39B84E4804},65.61,D
Royce Freeman,RB,Crazy Kat,0.0,0.0,45.7,3.26,14,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},63.29,D
Joe Flacco,QB,Dirty Tone and  The Boys,0.0,0.0,100.84,20.17,5,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},62.59,D-
Tyrod Taylor,QB,Off Script ,0.0,0.0,87.34,7.94,11,{BF8C828B-DE26-4592-8C82-8BDE2675929B},60.96,D-
Easton Stick,QB,The  Dream crusher,0.0,0.0,67.56,13.51,5,{600C56A6-5DB0-42B1-8C56-A65DB022B176},58.57,F
Nick Mullens,QB,Rollin' with Mahomies,0.0,0.0,66.74,13.35,5,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B},58.47,F
Mason Rudolph,QB,Team Sunshine,0.0,0.0,39.56,9.89,4,{1AE08E91-6882-4C36-A08E-9168821C36D0},55.19,F
Jarrett Stidham,QB,The  Dream crusher,0.0,0.0,26.64,5.33,5,{600C56A6-5DB0-42B1-8C56-A65DB022B176},53.63,F
