Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Sam LaPorta,TE,Team Sunshine,0.0,0.0,196.3,11.55,17,{1AE08E91-6882-4C36-A08E-9168821C36D0},97.84,A+
Kyren Williams,RB,Crazy Kat,0.0,0.0,239.0,19.92,12,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},97.47,A+
Puka Nacua,WR,The Upside Down,0.0,0.0,246.0,14.47,17,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},94.85,A
Brandon Aubrey,K,The  Dream crusher,131.9,7.76,179.0,10.53,17,{600C56A6-5DB0-42B1-8C56-A65DB022B176},90.21,A-
Raiders D/ST,D/ST,Off Script ,0.0,0.0,135.0,7.94,17,{BF8C828B-DE26-4592-8C82-8BDE2675929B},87.29,B+
Jayden Reed,WR,The Upside Down,0.0,0.0,185.2,11.58,16,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},84.8,B
Jake Ferguson,TE,Rollin' with Mahomies,0.0,0.0,141.6,8.33,17,{F36C2167-D2A7-474C-A7DF-4FA5C1F3868B},84.11,B
Chuba Hubbard,RB,Team Rodriguez,0.0,0.0,163.0,9.59,17,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},84.03,B
Trey McBride,TE,Peter Pan + the Lost Boys ,54.82,3.65,141.0,8.29,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},83.96,B
Baker Mayfield,QB,Toon Squad,0.0,0.0,274.06,16.12,17,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},83.5,B
Zack Moss,RB,Dirty Tone and  The Boys,0.0,0.0,156.1,11.15,14,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},82.81,B-
Rashee Rice,WR,Team Sunshine,0.0,0.0,173.0,10.81,16,{1AE08E91-6882-4C36-A08E-9168821C36D0},82.78,B-
Cairo Santos,K,Peter Pan + the Lost Boys ,139.29,8.19,155.0,9.12,17,{D1128929-4E7D-4D10-9289-294E7DBD10E2},82.04,B-
Sam Howell,QB,The Upside Down,0.0,0.0,257.04,15.12,17,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},81.45,B-
Texans D/ST,D/ST,Toon Squad,0.0,0.0,118.0,6.94,17,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},80.92,B-
