Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Owner ID,Performance Grade,Letter Grade
Rico Dowdle,RB,Wu-Tangs Killabeez,73.19,4.31,194.8,12.18,16,{8BED9748-9839-4F55-AD97-4898394F5553},99.02,A+
Kenneth Gainwell,RB,Michael's Monstrous Team,177.08,10.42,167.4,10.46,16,{7EB13D07-3786-475B-8AE7-B42DB70413CD},93.45,A
Kyle Pitts Sr.,TE,Crunchwrap Crew,118.17,6.95,158.0,9.88,16,{07C11068-0E2F-433A-AA64-CF7A44FB08B7},92.76,A-
Wan'Dale Robinson,WR,Is it Hockey Season?,118.26,6.96,171.9,10.74,16,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},92.09,A-
Harold Fannin Jr.,TE,Febreze Brothers,41.68,2.45,150.4,9.4,16,{A8781626-DB52-4D55-B816-26DB528D55B6},90.86,A-
Michael Wilson,WR,Crazy Kat,92.55,5.44,163.2,10.2,16,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},90.12,A-
Jason Myers,K,Febreze Brothers,136.51,8.03,189.0,11.81,16,{A8781626-DB52-4D55-B816-26DB528D55B6},89.38,B+
Hunter Henry,TE,Michael's Monstrous Team,120.23,7.07,140.7,8.79,16,{7EB13D07-3786-475B-8AE7-B42DB70413CD},88.43,B+
Juwan Johnson,TE,Is it Hockey Season?,91.39,5.38,135.8,8.49,16,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},87.2,B+
Kyle Monangai,RB,Crazy Kat,47.46,2.79,132.3,8.27,16,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},86.32,B
Quentin Johnston,WR,Peter Pan + the Lost Boys ,136.98,8.06,145.7,10.41,14,{D1128929-4E7D-4D10-9289-294E7DBD10E2},86.14,B
Kareem Hunt,RB,Is it Hockey Season?,88.63,5.21,131.4,8.21,16,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},86.13,B
Troy Franklin,WR,The Upside Down,66.85,3.93,144.6,9.04,16,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},85.89,B
Jaguars D/ST,D/ST,Febreze Brothers,118.7,6.98,143.0,8.94,16,{A8781626-DB52-4D55-B816-26DB528D55B6},84.35,B
Sam Darnold,QB,Ertz When I Pee,241.69,14.22,226.6,14.16,16,{F3D1384A-36F5-4EFA-B444-3241073A1940},84.18,B
Alec Pierce,WR,Ertz When I Pee,58.74,3.46,132.6,9.47,14,{F3D1384A-36F5-4EFA-B444-3241073A1940},83.17,B
Tyler Allgeier,RB,Chasing Flowers,98.24,5.78,113.6,7.1,16,{BF8C828B-DE26-4592-8C82-8BDE2675929B},82.51,B-
Tre Tucker,WR,Dirty Tone and  The Boys,108.63,6.39,128.8,8.05,16,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},82.3,B-
Jacoby Brissett,QB,Michael's Monstrous Team,2.24,0.13,211.82,16.29,13,{7EB13D07-3786-475B-8AE7-B42DB70413CD},82.05,B-
Blake Corum,RB,The Upside Down,67.77,3.99,110.8,6.92,16,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},81.94,B-
Browns D/ST,D/ST,Team Rodriguez,103.7,6.1,135.0,8.44,16,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},81.63,B-
Rams D/ST,D/ST,Ertz When I Pee,125.0,7.35,135.0,8.44,16,{F3D1384A-36F5-4EFA-B444-3241073A1940},81.63,B-
Aaron Rodgers,QB,Chasing Flowers,232.61,13.68,208.82,13.92,15,{BF8C828B-DE26-4592-8C82-8BDE2675929B},81.61,B-
Bryce Young,QB,Toon Squad,267.9,15.76,201.5,13.43,15,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},80.55,B-
Theo Johnson,TE,Ertz When I Pee,96.65,5.69,105.3,7.02,15,{F3D1384A-36F5-4EFA-B444-3241073A1940},79.56,C+
Saints D/ST,D/ST,Team Rodriguez,101.06,5.94,128.0,8.0,16,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},79.24,C+
Christian Watson,WR,Dirty Tone and  The Boys,43.12,4.31,114.9,11.49,10,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},79.14,C+
Oronde Gadsden,TE,Peter Pan + the Lost Boys ,0.0,0.0,103.6,7.4,14,{D1128929-4E7D-4D10-9289-294E7DBD10E2},79.14,C+
Falcons D/ST,D/ST,Ertz When I Pee,113.63,6.68,126.0,7.88,16,{F3D1384A-36F5-4EFA-B444-3241073A1940},78.56,C+
Cam Little,K,Wu-Tangs Killabeez,135.84,7.99,145.0,9.06,16,{8BED9748-9839-4F55-AD97-4898394F5553},78.05,C+
Devin Singletary,RB,Toon Squad,17.69,1.04,89.2,5.57,16,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},77.55,C+
Sean Tucker,RB,Ertz When I Pee,26.22,1.54,87.8,5.49,16,{F3D1384A-36F5-4EFA-B444-3241073A1940},77.27,C+
Kayshon Boutte,WR,Dirty Tone and  The Boys,89.88,5.29,104.2,8.02,13,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},76.71,C
Bears D/ST,D/ST,Team Rodriguez,122.91,7.23,120.0,7.5,16,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},76.51,C
Bam Knight,RB,Dirty Tone and  The Boys,5.58,0.33,81.9,6.83,12,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},76.07,C
Emanuel Wilson,RB,the   jadey bunch,29.25,1.72,81.7,5.11,16,{BC7B9B1D-2B32-43B6-B744-17B9B386108B},76.03,C
Colby Parkinson,TE,Febreze Brothers,11.84,0.7,90.7,6.48,14,{A8781626-DB52-4D55-B816-26DB528D55B6},75.9,C
Chris Boswell,K,Crunchwrap Crew,138.42,8.14,136.0,8.5,16,{07C11068-0E2F-433A-AA64-CF7A44FB08B7},75.74,C
Eddy Pineiro,K,Toon Squad,0.0,0.0,135.0,10.38,13,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},75.48,C
Andy Borregales,K,Team Rodriguez,128.88,7.58,135.0,8.44,16,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},75.48,C
Chimere Dike,WR,Ertz When I Pee,30.97,1.82,97.9,6.12,16,{F3D1384A-36F5-4EFA-B444-3241073A1940},75.28,C
Michael Carter,RB,the   jadey bunch,0.0,0.0,77.1,6.42,12,{BC7B9B1D-2B32-43B6-B744-17B9B386108B},75.09,C
Dylan Sampson,RB,The Upside Down,175.65,10.33,65.7,4.69,14,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},72.77,C-
Cade Otton,TE,Chasing Flowers,112.32,6.61,73.8,4.92,15,{BF8C828B-DE26-4592-8C82-8BDE2675929B},71.67,C-
Dolphins D/ST,D/ST,Toon Squad,116.54,6.86,105.0,6.56,16,{BD7AF362-BC31-4D1A-A4CE-6ECF15A3FD16},71.39,C-
Tyler Shough,QB,Team Rodriguez,99.94,14.28,136.2,13.62,10,{ACCE4918-2F2A-4714-B49E-576D9C1F4FBB},71.11,C-
Tez Johnson,WR,Dirty Tone and  The Boys,2.65,0.16,75.7,5.05,15,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},70.24,C-
Darius Slayton,WR,Crazy Kat,95.98,5.65,72.9,5.61,13,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},69.6,D+
Marcus Mariota,QB,Is it Hockey Season?,2.69,0.16,125.5,11.41,11,{5867E53A-DE09-40ED-A71A-B4A9CA80E2EA},69.56,D+
Chad Ryland,K,Peter Pan + the Lost Boys ,128.2,7.54,111.0,6.94,16,{D1128929-4E7D-4D10-9289-294E7DBD10E2},69.3,D+
Andrei Iosivas,WR,Crazy Kat,58.53,3.44,71.4,4.46,16,{CC5404BB-2B2C-4EBE-A0A4-BDA3D3BCE543},69.26,D+
Chiefs D/ST,D/ST,Febreze Brothers,125.14,7.36,96.0,6.0,16,{A8781626-DB52-4D55-B816-26DB528D55B6},68.32,D+
Sterling Shepard,WR,Dirty Tone and  The Boys,24.25,1.43,62.5,4.81,13,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},67.24,D+
Packers D/ST,D/ST,Chasing Flowers,128.04,7.53,92.0,5.75,16,{BF8C828B-DE26-4592-8C82-8BDE2675929B},66.96,D
49ers D/ST,D/ST,Peter Pan + the Lost Boys ,117.26,6.9,88.0,5.5,16,{D1128929-4E7D-4D10-9289-294E7DBD10E2},65.59,D
Audric Estime,RB,Ertz When I Pee,0.0,0.0,29.0,4.83,6,{F3D1384A-36F5-4EFA-B444-3241073A1940},65.31,D
Kirk Cousins,QB,The Upside Down,2.41,0.14,94.34,10.48,9,{0DCF5E87-3D59-404C-8983-94C6C3FAD89F},65.06,D
Shedeur Sanders,QB,Dirty Tone and  The Boys,55.96,13.99,79.86,11.41,7,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},62.96,D-
Commanders D/ST,D/ST,Dirty Tone and  The Boys,109.65,6.45,76.0,4.75,16,{54A194E0-EC0C-432D-A194-E0EC0C832DAC},61.5,D-
