Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,Owner ID
1 - 6,6,Ja'Marr Chase,WR,The Hungry Dogs,289.45,20.67,403.0,23.71,17,100.0,A+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
6 - 5,45,Lamar Jackson,QB,Bryson Stott Fan Club,303.83,20.26,430.38,25.32,17,100.0,A+,{10F78273-9201-4EE8-B782-739201DEE809}
2 - 5,13,Jahmyr Gibbs,RB,Bryson Stott Fan Club,238.5,17.04,362.9,21.35,17,100.0,A+,{10F78273-9201-4EE8-B782-739201DEE809}
14 - 2,106,Brian Thomas Jr.,WR,Pleasant Valley Panthers,171.63,11.44,284.0,16.71,17,100.0,A+,{8DC6CB03-411B-4540-86CB-03411B854029}
14 - 4,108,Jayden Daniels,QB,Riley  Read option,255.91,17.06,355.82,20.93,17,100.0,A+,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
2 - 2,10,Saquon Barkley,RB,Pleasant Valley Panthers,252.41,18.03,355.3,22.21,16,100.0,A+,{8DC6CB03-411B-4540-86CB-03411B854029}
3 - 3,19,Derrick Henry,RB,Inter Miami CF,225.04,16.07,336.4,19.79,17,99.76,A+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
7 - 1,49,Joe Burrow,QB,JanSteez,278.72,18.58,372.82,21.93,17,98.19,A+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
14 - 8,112,Chase Brown,RB,JanSteez,166.97,11.93,255.0,15.94,16,97.73,A+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
15 - 8,120,Vikings D/ST,D/ST,First down syndrome ,90.25,5.31,152.0,8.94,17,97.61,A+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
4 - 3,27,Josh Allen,QB,The Hungry Dogs,313.58,20.91,379.04,22.3,17,95.46,A,{4656A2AD-A939-460B-96A2-ADA939760B8B}
7 - 4,52,Trey McBride,TE,Bryson Stott Fan Club,182.3,12.15,249.8,15.61,16,95.34,A,{10F78273-9201-4EE8-B782-739201DEE809}
16 - 4,124,Brandon Aubrey,K,Riley  Read option,142.08,8.36,187.0,11.0,17,95.25,A,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
1 - 4,4,Bijan Robinson,RB,Bryson Stott Fan Club,292.77,20.91,341.7,20.1,17,94.77,A,{10F78273-9201-4EE8-B782-739201DEE809}
3 - 6,22,De'Von Achane,RB,The Hungry Dogs,211.07,15.08,299.9,17.64,17,94.7,A,{4656A2AD-A939-460B-96A2-ADA939760B8B}
10 - 3,75,Terry McLaurin,WR,The Hungry Dogs,193.47,12.9,267.8,15.75,17,94.46,A,{4656A2AD-A939-460B-96A2-ADA939760B8B}
6 - 2,42,George Kittle,TE,Pleasant Valley Panthers,175.43,11.7,236.6,15.77,15,93.17,A,{8DC6CB03-411B-4540-86CB-03411B854029}
4 - 1,25,Josh Jacobs,RB,First down syndrome ,216.51,15.46,293.1,17.24,17,93.13,A,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
11 - 5,85,Jaxon Smith-Njigba,WR,Riley  Read option,191.39,12.76,253.0,14.88,17,92.47,A-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
2 - 3,11,Justin Jefferson,WR,The Hungry Dogs,282.2,18.81,317.48,18.68,17,92.03,A-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
8 - 3,59,James Conner,RB,The Hungry Dogs,177.8,13.68,253.8,15.86,16,91.84,A-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
5 - 5,37,Malik Nabers,WR,Riley  Read option,222.57,14.84,273.6,18.24,15,91.43,A-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
1 - 5,5,Amon-Ra St. Brown,WR,Riley  Read option,283.98,18.93,316.18,18.6,17,91.26,A-,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
16 - 1,121,Jameson Williams,WR,First down syndrome ,161.76,10.78,212.2,14.15,15,91.1,A-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
12 - 8,96,Courtland Sutton,WR,JanSteez,189.57,12.64,240.3,14.14,17,90.89,A-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
9 - 3,67,Ladd McConkey,WR,Inter Miami CF,178.4,11.89,240.9,15.06,16,90.72,A-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
4 - 5,29,Drake London,WR,Bryson Stott Fan Club,225.56,15.04,280.8,16.52,17,90.66,A-,{10F78273-9201-4EE8-B782-739201DEE809}
12 - 6,94,Kyler Murray,QB,Inter Miami CF,264.09,17.61,297.24,17.48,17,90.48,A-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
16 - 6,126,Ka'imi Fairbairn,K,Inter Miami CF,140.45,8.26,166.0,9.76,17,89.94,B+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
6 - 3,43,James Cook,RB,The Hungry Dogs,221.92,15.85,266.7,16.67,16,89.47,B+,{4656A2AD-A939-460B-96A2-ADA939760B8B}
4 - 6,30,Alvin Kamara,RB,Inter Miami CF,231.09,16.51,265.3,18.95,14,88.93,B+,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
10 - 8,80,David Montgomery,RB,JanSteez,177.34,12.67,221.72,15.84,14,88.56,B+,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
9 - 2,66,Aaron Jones,RB,Abyss Diamond Eyes,189.91,13.57,241.6,14.21,17,88.52,B+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
11 - 8,88,Jakobi Meyers,WR,First down syndrome ,175.23,11.68,218.0,14.53,15,88.3,B+,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
2 - 7,15,Kyren Williams,RB,Abyss Diamond Eyes,232.87,16.63,272.1,17.01,16,87.56,B+,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
12 - 7,95,Brock Purdy,QB,Abyss Diamond Eyes,259.3,17.29,266.86,17.79,15,86.91,B,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
4 - 4,28,Jalen Hurts,QB,Riley  Read option,314.32,20.95,315.12,21.01,15,86.91,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
8 - 7,63,Tee Higgins,WR,Abyss Diamond Eyes,202.03,14.43,222.1,18.51,12,86.58,B,{9AE3AD76-F6D3-4C3E-B0CB-3A5B9E1C501A}
13 - 1,97,Jordan Addison,WR,JanSteez,188.63,12.58,212.5,14.17,15,86.29,B,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
6 - 4,44,Joe Mixon,RB,Riley  Read option,218.62,15.62,240.5,17.18,14,85.85,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
15 - 5,117,Steelers D/ST,D/ST,Riley  Read option,125.2,7.36,135.0,7.94,17,84.64,B,{6C5C9AAC-ABFF-4A0B-8E79-850BC109731F}
13 - 8,104,Aaron Rodgers,QB,First down syndrome ,265.24,17.68,256.58,15.09,17,84.25,B,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
11 - 6,86,Najee Harris,RB,The Hungry Dogs,174.97,12.5,204.6,12.04,17,83.62,B,{4656A2AD-A939-460B-96A2-ADA939760B8B}
3 - 4,20,Davante Adams,WR,Bryson Stott Fan Club,234.0,15.6,241.3,17.24,14,83.33,B,{10F78273-9201-4EE8-B782-739201DEE809}
3 - 7,23,Mike Evans,WR,Pleasant Valley Panthers,235.36,15.69,240.4,17.17,14,83.26,B,{8DC6CB03-411B-4540-86CB-03411B854029}
7 - 8,56,D'Andre Swift,RB,First down syndrome ,180.74,12.91,214.5,12.62,17,82.87,B-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
5 - 4,36,DJ Moore,WR,Bryson Stott Fan Club,223.6,14.91,238.1,14.01,17,82.82,B-,{10F78273-9201-4EE8-B782-739201DEE809}
10 - 1,73,Tony Pollard,RB,First down syndrome ,172.81,12.34,200.7,12.54,16,82.39,B-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
3 - 1,17,Garrett Wilson,WR,JanSteez,251.59,16.77,251.9,14.82,17,82.1,B-,{33129857-4E92-4DF2-BA53-0AA5B27FA2F5}
12 - 3,91,Jayden Reed,WR,The Hungry Dogs,180.45,12.03,197.0,11.59,17,82.1,B-,{4656A2AD-A939-460B-96A2-ADA939760B8B}
5 - 7,39,Patrick Mahomes,QB,Pleasant Valley Panthers,307.68,20.51,283.02,17.69,16,81.92,B-,{8DC6CB03-411B-4540-86CB-03411B854029}
2 - 1,9,Jonathan Taylor,RB,First down syndrome ,256.83,18.34,244.7,17.48,14,81.11,B-,{CF59EECF-F236-4BE7-93F6-C873EFC4BF85}
13 - 3,99,Xavier Worthy,WR,Inter Miami CF,176.21,11.75,187.2,11.01,17,80.9,B-,{A34A1D3B-AB7E-49E5-8A1D-3BAB7E89E546}
